"","Year","BT","DV","BTonly","DVonly","BTDV","Hybrids","BT.SE","DV.SE","BTonly.SE","DVonly.SE","BTDV.SE","Hybrids.SE","Model"
"447",190,19.2,0,13.8,0,0,230.6,3.97715699687324,0,1.90787840283389,0,0,1.52897932549063,"M12:SelfMate,LowSelec,HighHyFit"
"448",200,16.3,0,12.9,0,0,231.1,3.0733622558292,0,1.7156145643277,0,0,1.62241246981839,"M12:SelfMate,LowSelec,HighHyFit"
"449",210,15.4,0,13.5,0,0,233,2.17664369564193,0,1.61417333504043,0,0,1.44529889257859,"M12:SelfMate,LowSelec,HighHyFit"
"450",220,15.3,0,12.4,0,0,231.8,2.84038338570302,0,1.55777619273972,0,0,1.50406855635713,"M12:SelfMate,LowSelec,HighHyFit"
"451",230,15.4,0,12.9,0,0,232.9,2.69237606750782,0,1.64282953738021,0,0,1.52351931760353,"M12:SelfMate,LowSelec,HighHyFit"
"452",240,14.6,0,12.9,0,0,232.1,2.25191276720727,0,1.5452435981999,0,0,1.65630109984065,"M12:SelfMate,LowSelec,HighHyFit"
"453",250,14.1,0,11.9,0,0,231.2,2.71395570257798,0,1.39403491108843,0,0,1.55492050529208,"M12:SelfMate,LowSelec,HighHyFit"
"454",260,13.5,0,12.8,0,0,233.3,1.55813278566937,0,1.54056266777218,0,0,0.919540948275581,"M12:SelfMate,LowSelec,HighHyFit"
"455",270,12.5,0,12.2,0,0,232.2,1.52934263292726,0,1.4360439485692,0,0,1.24543611281796,"M12:SelfMate,LowSelec,HighHyFit"
"456",280,12.3,0,12.3,0,0,234.5,1.48361420561786,0,1.48361420561786,0,0,1.19489655526233,"M12:SelfMate,LowSelec,HighHyFit"
"457",0,272,273,1.2,2.2,270.8,0,0.447213595499958,0.333333333333333,0.32659863237109,0.38873012632302,0.32659863237109,0,"M13:SelfMate,HighSelec,HighHyFit"
"458",20,214.3,139.5,104.5,29.7,109.8,0,1.93247107208477,11.5202719875299,9.07775057795463,3.5778640431284,8.19593395125493,0,"M13:SelfMate,HighSelec,HighHyFit"
"459",30,206.3,131.9,105,30.6,101.3,0,2.99276906337035,14.7320135155457,10.9239797387826,4.40252452829308,11.2803171744218,0,"M13:SelfMate,HighSelec,HighHyFit"
"460",40,217.2,149.9,99.1,31.8,118.1,0,3.11555238547945,17.3240038995352,14.19111615687,4.02160830182818,13.9550468767874,0,"M13:SelfMate,HighSelec,HighHyFit"
"461",50,211.8,158.2,88.1,34.5,123.7,0,1.60416125540213,16.8567823475037,12.8369691819283,3.98399576081881,13.6251809366172,0,"M13:SelfMate,HighSelec,HighHyFit"
"462",51,180.8,119.8,104.2,43.2,76.6,0,2.17460085737335,15.5890274801791,9.51700232916507,5.46869880928422,10.4224117490467,0,"M13:SelfMate,HighSelec,HighHyFit"
"463",52,168.8,106.3,111.6,49.1,57.2,0,2.22011010737956,13.971439120975,7.47469806153473,6.0359110515499,8.15924833139263,0,"M13:SelfMate,HighSelec,HighHyFit"
"464",53,158.3,92.8,113.1,47.6,45.2,0,1.31698308434256,12.6366310559597,6.42296227954395,6.19354502688081,6.58921678029929,0,"M13:SelfMate,HighSelec,HighHyFit"
"465",54,158.3,80.9,120.4,43,37.9,0,2.67519469696444,10.2799156935583,5.16010335813796,4.77027835199955,5.57065725226586,0,"M13:SelfMate,HighSelec,HighHyFit"
"466",55,150.9,72.9,119.7,41.7,31.2,0,2.99054064231425,8.9497982596754,4.31804997140556,4.74236228055175,4.45171627327908,0,"M13:SelfMate,HighSelec,HighHyFit"
"467",60,132.1,55,111.8,34.7,20.3,0,1.64957907088782,7.65506368360185,2.87440815164135,4.6405220012887,3.08418907044011,0,"M13:SelfMate,HighSelec,HighHyFit"
"468",70,112.9,46.7,101.7,35.5,11.2,0,2.57962098852611,8.2476259210353,2.86375821449911,5.972622725589,2.47116706571342,0,"M13:SelfMate,HighSelec,HighHyFit"
"469",80,104.4,47.8,93,36.4,11.4,0,1.96751394178316,7.39038414277484,2.5603819159562,5.72945605329744,1.90438091427809,0,"M13:SelfMate,HighSelec,HighHyFit"
"470",81,107.4,48.4,94.9,36.1,12.3,0.9,2.08273324690844,7.94173224876734,2.54929184066652,6.21548246093754,2.06047459473675,0.276887462097269,"M13:SelfMate,HighSelec,HighHyFit"
"471",82,106.2,46,95.5,35.1,10.2,2.2,1.99888858007533,7.7903073680625,2.90306351597373,6.118187821751,1.85472369909914,0.727247474309048,"M13:SelfMate,HighSelec,HighHyFit"
"472",83,105.4,45.5,92.7,32.7,11.6,4.7,2.94467504338104,7.51036321062807,3.78314977528279,5.79856304038624,1.90438091427809,1.42243921955679,"M13:SelfMate,HighSelec,HighHyFit"
"473",84,103,45.4,90.8,33.1,10.4,6.7,2.76485884711036,7.4164981254258,3.24824739068796,5.7608834199086,1.63435342295084,1.57797338380595,"M13:SelfMate,HighSelec,HighHyFit"
"474",85,105.7,47.6,92.5,34.7,10.9,8.2,2.6958816327461,8.4829240241794,3.38378486313773,6.75779385434165,1.74769689718911,1.7625738755203,"M13:SelfMate,HighSelec,HighHyFit"
"475",90,101.7,40,88.4,28.8,8.8,14,3.42555753775126,7.84856674813943,3.37704670451038,5.53935415409093,2.1540659228538,2.17050941281329,"M13:SelfMate,HighSelec,HighHyFit"
"476",100,99.7,31.7,80.1,20.2,6.1,48.1,3.2932591084753,6.37190011779148,5.97299478207261,4.02988833592198,1.38604152575279,9.39201788754685,"M13:SelfMate,HighSelec,HighHyFit"
"477",110,92.2,21.9,61.8,10.2,4.2,90.6,4.79073179285911,6.04143102988761,8.1155543385663,3.11555238547945,1.2,16.2823694699376,"M13:SelfMate,HighSelec,HighHyFit"
"478",120,81,13.7,44.3,5.1,1.9,131.2,5.84047182264508,4.77970245470945,9.80821651020771,1.53803626600791,0.8491826135238,21.2094318641495,"M13:SelfMate,HighSelec,HighHyFit"
"479",130,68.6,9.4,31.5,3.2,0.8,163,7.19598653571713,3.18747549010184,9.43780812594864,1.13333333333333,0.32659863237109,23.9527312290965,"M13:SelfMate,HighSelec,HighHyFit"
"480",140,54.9,4.9,27.3,0.7,0.3,179.9,8.15195954629587,1.84661853126194,8.42093950947412,0.366666666666667,0.213437474581095,24.1754926411944,"M13:SelfMate,HighSelec,HighHyFit"
"481",150,41.5,4.2,21.4,1.2,0,187.5,7.77495980697007,1.80616229121921,7.45534856477028,0.785988408170106,0,23.6310765260023,"M13:SelfMate,HighSelec,HighHyFit"
"482",160,33.6,2.5,20.3,0.6,0,192.9,7.7059861291221,1.40830867828517,6.39800316070916,0.339934634239519,0,23.5128570030195,"M13:SelfMate,HighSelec,HighHyFit"
"483",170,28.8,2.8,17.4,0.5,0.1,199.1,7.04556598152341,1.91949067318506,5.7930993431841,0.401386485959743,0.1,22.7163426242479,"M13:SelfMate,HighSelec,HighHyFit"
"484",180,27.8,1.9,19.4,0.3,0,199.5,9.70772887960928,1.26885775404495,8.65280943457737,0.213437474581095,0,22.8785440484699,"M13:SelfMate,HighSelec,HighHyFit"
"485",190,25.4,1.4,18.8,0.4,0,202.4,8.34292781009427,0.945163125250522,7.50821772016058,0.305505046330389,0,22.9817318755572,"M13:SelfMate,HighSelec,HighHyFit"
"486",200,24.3,1,17.9,0,0,202.8,9.12268235407401,0.666666666666667,8.62741109616449,0,0,22.7736690061132,"M13:SelfMate,HighSelec,HighHyFit"
"487",210,22.5,1.2,17.9,0.5,0,204,9.57920200805428,0.813770374382247,9.47564128583273,0.341565025531987,0,22.7942487873099,"M13:SelfMate,HighSelec,HighHyFit"
"488",220,18.3,1.2,15.8,0.3,0,203.8,7.92050784005953,0.8,8.06749307061645,0.213437474581095,0,22.8656948287167,"M13:SelfMate,HighSelec,HighHyFit"
"489",230,17.3,0.8,15.5,0,0,201.8,7.42974502329058,0.553774924194538,7.42555646998182,0,0,22.5884926455928,"M13:SelfMate,HighSelec,HighHyFit"
"490",240,17.9,0.9,15.5,0,0,204.5,7.39887378817434,0.795124029458438,7.62488615579858,0,0,22.9081499325749,"M13:SelfMate,HighSelec,HighHyFit"
"491",250,18.6,0.4,15.7,0,0,201.8,7.37141626675483,0.305505046330389,7.33795309030765,0,0,22.5515705291967,"M13:SelfMate,HighSelec,HighHyFit"
"492",260,16.9,0.1,14.1,0,0,203,6.92250757392949,0.1,6.90804683764602,0,0,22.6681372072,"M13:SelfMate,HighSelec,HighHyFit"
"493",270,17.5,0,16,0,0,203.6,8.9109794947332,0,8.9529635068817,0,0,22.7152420683166,"M13:SelfMate,HighSelec,HighHyFit"
"494",280,16.7,0,14.9,0,0,204,8.73314249155353,0,8.75652137933019,0,0,22.7771815640127,"M13:SelfMate,HighSelec,HighHyFit"
"495",0,272.6,272.7,1.6,1.7,271,0,0.498887651569859,0.366666666666667,0.4,0.517472489875334,0.447213595499958,0,"M14:SelfMate,LowSelec,MedHyFit"
"496",20,214.7,144.6,100.4,30.3,114.3,0,1.60589192939279,10.0102170028648,7.44490877490562,2.57358375292768,7.89803069688191,0,"M14:SelfMate,LowSelec,MedHyFit"
"497",30,206.6,162.3,84,39.7,122.6,0,2.36737078727529,11.3617780298684,7.82730264309913,4.03057757096369,8.1611546024104,0,"M14:SelfMate,LowSelec,MedHyFit"
"498",40,203.1,174.7,72.9,44.5,130.2,0,3.1987844913689,12.7776280184461,9.19353637677641,3.9616214413349,10.5090437243357,0,"M14:SelfMate,LowSelec,MedHyFit"
"499",50,210.3,181.8,70.7,42.2,139.6,0,1.51327459504216,12.7050296252224,9.83649666632723,3.66302849808431,9.51046207546662,0,"M14:SelfMate,LowSelec,MedHyFit"
"500",51,193.6,165.2,77.2,48.8,116.4,0,2.5828494170414,13.5906830831517,10.0253013254798,4.79536813556118,9.54311852127548,0,"M14:SelfMate,LowSelec,MedHyFit"
"501",52,188.7,155.5,82.3,49.1,106.4,0,3.14130192400822,13.9022380292607,9.48220555684289,4.67487373566864,10.2254584249314,0,"M14:SelfMate,LowSelec,MedHyFit"
"502",53,185.9,143.8,90,47.9,95.9,0,2.3259406699226,14.2023472238453,8.99382504215469,4.72452231565384,10.0911952821369,0,"M14:SelfMate,LowSelec,MedHyFit"
"503",54,183.2,135.3,97,49.1,86.2,0,2.39814743314733,16.0471873617224,10.3053384223906,6.09817823433997,10.2748884827687,0,"M14:SelfMate,LowSelec,MedHyFit"
"504",55,182.2,128.8,100.1,46.7,82.1,0,3.82041300850517,15.6651063052746,9.89550964382892,6.69668242905064,10.2420158606052,0,"M14:SelfMate,LowSelec,MedHyFit"
"505",60,177.8,115.9,105.1,43.2,72.7,0,3.55527776692624,15.4066724361737,8.515932779861,5.62494444417009,10.3559430065811,0,"M14:SelfMate,LowSelec,MedHyFit"
"506",70,161.1,102.9,107.7,49.5,53.4,0,4.24905218189239,17.3988824673055,9.85906238498931,7.5325220802125,10.3313976681656,0,"M14:SelfMate,LowSelec,MedHyFit"
"507",80,161.9,99.7,110.5,48.3,51.4,0,2.97564185419624,16.2310059933313,9.47892398956759,8.30401509311409,8.19918695156213,0,"M14:SelfMate,LowSelec,MedHyFit"
"508",81,162.6,99.3,108.6,44.9,53.8,2.8,3.06666666666667,15.762155802921,8.70529851425109,7.49585070407474,8.21759629629546,0.82731157639939,"M14:SelfMate,LowSelec,MedHyFit"
"509",82,160.1,95.3,110.3,45.1,48.9,5.7,3.1,14.9257793394144,7.00642562224134,7.4497576396074,7.37781961166185,1.54955190655593,"M14:SelfMate,LowSelec,MedHyFit"
"510",83,155.8,95.4,106.6,46,47.2,9.7,3.56464116941196,15.6526178144247,8.32292683562166,8.12267060625862,7.72413245757879,1.92671280221579,"M14:SelfMate,LowSelec,MedHyFit"
"511",84,152.5,93.8,104.8,47,44.1,12.9,4.08316326176437,15.2481692890218,7.6125627163992,7.82730264309913,7.32188500319419,2.22336081942031,"M14:SelfMate,LowSelec,MedHyFit"
"512",85,153.9,92.8,105.1,44.1,45,16.2,2.93049104720997,16.5104680598569,8.94358864090795,7.83361701613983,7.94564870437482,2.64910886484074,"M14:SelfMate,LowSelec,MedHyFit"
"513",90,154,84,101.9,35.8,41,33.6,3.66363511040909,17.1813852759316,9.33862944976403,7.57891812859857,8.17312669668102,5.15579501359608,"M14:SelfMate,LowSelec,MedHyFit"
"514",100,150.4,59.4,95.1,19.7,28.5,66.4,4.7239343301485,14.6448322322624,10.476905819733,4.95322566056145,6.38444289747438,10.1655190609126,"M14:SelfMate,LowSelec,MedHyFit"
"515",110,145.6,41.3,87.5,12.9,16.3,91.3,5.44507932806207,11.7180297926837,12.1721448853976,3.1427164470672,4.81213743222974,16.4195344364909,"M14:SelfMate,LowSelec,MedHyFit"
"516",120,147,26.5,83,7.9,9,115.8,6.56759722678951,7.63653499086246,12.552998756384,2.38723456930585,2.51219249085557,16.6978375180075,"M14:SelfMate,LowSelec,MedHyFit"
"517",130,131.2,18.8,66.4,5.1,5.9,131.1,6.62621058121961,5.36407805063772,10.5621967412087,1.1200198410941,2.04640606375611,17.3573231423128,"M14:SelfMate,LowSelec,MedHyFit"
"518",140,125,11.7,59.7,2.8,3,146.6,10.4392422032338,3.37984220538967,10.9331808932462,0.8,0.881917103688197,16.2133004385631,"M14:SelfMate,LowSelec,MedHyFit"
"519",150,117.7,11.6,53.8,2.6,3.8,155.3,11.8228122242083,3.5125172992852,12.0109209564555,0.979795897113271,1.36463263269725,17.2369435290083,"M14:SelfMate,LowSelec,MedHyFit"
"520",160,114.2,6.6,51.4,0.8,2.1,161,13.5653152480058,2.27156333832011,13.3059719257516,0.290593262902712,0.808977406634106,16.732536501612,"M14:SelfMate,LowSelec,MedHyFit"
"521",170,113.8,3.8,55.2,0.7,0.9,161.6,14.9545979551441,1.27191893522259,13.9274309667409,0.334995854037363,0.348010216963685,16.83198014363,"M14:SelfMate,LowSelec,MedHyFit"
"522",180,107.5,3.2,48.6,0.4,1,172.3,14.1870441679098,1.09341463112378,13.5771049114963,0.163299316185545,0.516397779494322,17.2027452589534,"M14:SelfMate,LowSelec,MedHyFit"
"523",190,106.5,1.4,48.1,0.3,0.7,172.4,15.9382488930804,0.884433277428107,14.0889633716924,0.3,0.597215762238964,17.2209175133034,"M14:SelfMate,LowSelec,MedHyFit"
"524",200,95.1,0.8,41.7,0.2,0.5,174.9,16.5230142528535,0.69602043392737,12.5441885615079,0.2,0.5,14.4617887321497,"M14:SelfMate,LowSelec,MedHyFit"
"525",210,92.3,0.5,44.6,0.2,0.3,175.8,16.2822671094115,0.5,13.4694716550675,0.2,0.3,15.7936696179197,"M14:SelfMate,LowSelec,MedHyFit"
"526",220,90.1,0.6,41.7,0.3,0.3,179,16.6522938026234,0.6,13.2044184524222,0.3,0.3,14.6522656571907,"M14:SelfMate,LowSelec,MedHyFit"
"527",230,82,0.5,36.8,0.2,0.2,184.6,17.9381653960983,0.5,12.0303320356875,0.2,0.2,13.4273353027819,"M14:SelfMate,LowSelec,MedHyFit"
"528",240,81.9,1,35.6,0.2,0.5,185.3,17.3643632509548,1,11.000202018347,0.2,0.5,13.0818364324144,"M14:SelfMate,LowSelec,MedHyFit"
"529",250,80,0.6,33.9,0.2,0.3,187.2,17.1762109390349,0.6,10.7728568376473,0.2,0.3,11.4744159861068,"M14:SelfMate,LowSelec,MedHyFit"
"530",260,73.7,0.8,30.3,0.1,0.4,190.8,17.3487431501215,0.8,9.18700773435568,0.1,0.4,10.7536040470161,"M14:SelfMate,LowSelec,MedHyFit"
"531",270,72.6,0,30.8,0,0,191.3,16.7280204048975,0,9.50298198812702,0,0,10.0698118706911,"M14:SelfMate,LowSelec,MedHyFit"
"532",280,70.1,0,28.8,0,0,194.7,15.1426182970082,0,8.01359955187291,0,0,8.83433956533003,"M14:SelfMate,LowSelec,MedHyFit"
"533",0,272.3,273,1.4,2.1,270.9,0,0.422952584681651,0.258198889747161,0.221108319357027,0.31446603773522,0.348010216963685,0,"M15:SelfMate,HighSelec,MedHyFit"
"534",20,216.2,142.8,102.7,29.3,113.5,0,2.00997512422418,6.92467407977524,5.48138263174133,1.38283123417944,6.58828927382181,0,"M15:SelfMate,HighSelec,MedHyFit"
"535",30,214.7,149.2,97.7,32.2,117,0,2.51241362482817,10.8410741575219,8.3507152055644,2.39814743314733,9.25562891794321,0,"M15:SelfMate,HighSelec,MedHyFit"
"536",40,212,156.8,90.4,35.2,121.6,0,1.33333333333333,12.6550824221382,9.62542928335609,3.16859590355097,9.96794863550169,0,"M15:SelfMate,HighSelec,MedHyFit"
"537",50,213.1,161.5,88.1,36.5,125,0,2.41499942489066,15.2885214749134,12.9421361795064,4.12916456441252,11.9656916965873,0,"M15:SelfMate,HighSelec,MedHyFit"
"538",51,181.5,122.8,104.9,46.2,76.6,0,3.08850916930627,14.4235917856822,9.65798460687667,4.65426924685522,10.3818217198246,0,"M15:SelfMate,HighSelec,MedHyFit"
"539",52,170.6,109,107.7,46.1,62.9,0,2.68824602048746,13.528570590503,8.08297250053744,4.13776643989376,10.0104944932805,0,"M15:SelfMate,HighSelec,MedHyFit"
"540",53,162.3,94.3,113.8,45.8,48.5,0,2.0387904911164,13.4280386587998,7.80427233421968,5.45242046149129,8.13531396648791,0,"M15:SelfMate,HighSelec,MedHyFit"
"541",54,154.5,80.4,116.1,42,38.4,0,3.22576433664264,12.6887526748867,8.17237895461155,6.38052592746955,6.49136178145832,0,"M15:SelfMate,HighSelec,MedHyFit"
"542",55,147.5,73.8,116.4,42.7,31.1,0,2.93730791334136,12.3457595059104,7.403002393924,6.73473582753375,5.78590240728848,0,"M15:SelfMate,HighSelec,MedHyFit"
"543",60,132.6,54.2,115.2,36.8,17.4,0,3.73630833845388,10.7732178211629,5.76348659908026,7.35723377968166,3.49348600175304,0,"M15:SelfMate,HighSelec,MedHyFit"
"544",70,113.4,50.7,98.7,36,14.7,0,3.19095945167315,8.82175341603546,3.84144070195892,6.25921542829273,2.8715075405709,0,"M15:SelfMate,HighSelec,MedHyFit"
"545",80,106.6,50.6,94.9,38.9,11.7,0,3.18049611783375,8.35623519694525,4.21228362451216,6.0854106042421,2.35253999847918,0,"M15:SelfMate,HighSelec,MedHyFit"
"546",81,106.3,50.6,93.9,38.2,12.3,0.6,3.738835231578,8.72569640646394,4.90226704925611,6.18025529857429,2.53004172121946,0.266666666666667,"M15:SelfMate,HighSelec,MedHyFit"
"547",82,106,47.2,94.6,35.7,11.2,1,4.57043640026736,7.84828360570358,5.35246568311175,5.71751694356912,2.06451500896027,0.471404520791032,"M15:SelfMate,HighSelec,MedHyFit"
"548",83,104.7,45.2,93.9,34.4,10.4,2.2,3.6909799963334,7.72125493542195,3.50380745285278,5.75461167721642,2.01769946005621,0.757187779440036,"M15:SelfMate,HighSelec,MedHyFit"
"549",84,102.4,44.9,91.8,33.9,10,2.8,3.89643711898732,8.37118072118065,4.12795348811006,5.9,2.5077657165072,0.711805216802087,"M15:SelfMate,HighSelec,MedHyFit"
"550",85,98.8,44.7,89.1,34.3,9.1,3.2,4.05462698654266,7.45363446022587,3.81357225358762,5.71168393149808,1.74132771821453,0.727247474309048,"M15:SelfMate,HighSelec,MedHyFit"
"551",90,100.9,44.8,91.2,34.6,8.3,7.6,2.99054064231425,8.00943887617048,3.5080858978461,6.48451146108085,1.39084306966834,1.6746475582774,"M15:SelfMate,HighSelec,MedHyFit"
"552",100,101.7,35.6,90.6,27.5,6.1,13.9,4.32062238315011,6.26134525836457,4.1505019776729,4.87909372276815,1.46401275039985,1.85262576421203,"M15:SelfMate,HighSelec,MedHyFit"
"553",110,100.4,33.3,87.4,24.1,7,15.9,5.67489598534144,5.91241631371359,4.84469927973978,4.08370746585338,1.30809445802324,2.36384808686552,"M15:SelfMate,HighSelec,MedHyFit"
"554",120,97.9,31.4,83.2,22.9,6.9,23.3,5.54065780290471,5.46137955709605,4.72064025789346,4.03443511122272,1.552417469626,3.53097405509836,"M15:SelfMate,HighSelec,MedHyFit"
"555",130,96,28.9,80,21,6.1,28.5,4.14460827796521,5.60049600977945,3.74759181934805,4.21109645262767,1.43333333333333,3.61862466200136,"M15:SelfMate,HighSelec,MedHyFit"
"556",140,86.9,25.7,72.4,18.2,4.1,37.4,5.49434052255389,5.76396854027963,5.80268137253038,3.84649912980044,1.24230967690561,5.25610755851387,"M15:SelfMate,HighSelec,MedHyFit"
"557",150,91.2,27,71.4,19.2,4.6,43,5.31413210223457,5.72518801243922,4.69088951526727,3.85227205685164,1.37598449603669,5.59761854124889,"M15:SelfMate,HighSelec,MedHyFit"
"558",160,91,24.1,68.7,16.7,3.9,53.9,5.47722557505166,5.09564083855559,5.84817160410937,3.72692903071684,1.16856987619721,7.08119575589697,"M15:SelfMate,HighSelec,MedHyFit"
"559",170,92.6,21.6,66.8,13,3.3,64.5,5.28141395209023,4.62168800331654,6.28720040152124,2.73658343356984,0.978093383408081,9.05691877946235,"M15:SelfMate,HighSelec,MedHyFit"
"560",180,89.4,19.3,60.5,10.6,3.5,73.9,5.44303836718672,4.74704586500325,6.47259178725528,2.92574776766556,0.833333333333333,9.198369420718,"M15:SelfMate,HighSelec,MedHyFit"
"561",190,84.4,16.8,54.4,9.9,2.8,84.3,6.15214506403164,4.09552601424205,6.50845603810919,2.56233400546368,0.8,11.6304676508633,"M15:SelfMate,HighSelec,MedHyFit"
"562",200,86.6,16.2,51,8.7,2.5,98.2,7.13551368547181,3.437699489161,6.13731754650732,1.93247107208477,0.792324288266981,13.3014619079592,"M15:SelfMate,HighSelec,MedHyFit"
"563",210,87.6,13.9,47.7,7.7,1.8,111.9,7.71031055722718,3.35476443948669,6.68173297547542,1.88001182029381,0.69602043392737,13.0719802121433,"M15:SelfMate,HighSelec,MedHyFit"
"564",220,83.2,10,45.2,5.2,1.3,117.4,7.40090084606822,2.51219249085557,7.11305528978621,1.29786148892879,0.422952584681651,14.3226316638311,"M15:SelfMate,HighSelec,MedHyFit"
"565",230,78.3,8.9,37.1,3.4,1.6,133.2,6.3701561118146,1.80400788369797,5.51049503724988,0.77746025264604,0.498887651569859,14.459752572034,"M15:SelfMate,HighSelec,MedHyFit"
"566",240,73.9,7.5,35.7,3.7,1.2,138.4,5.52459148816554,1.85741756210067,5.85956008966923,1.05461946797043,0.442216638714053,14.0571847979759,"M15:SelfMate,HighSelec,MedHyFit"
"567",250,62.2,6.5,28.1,3.1,0.8,144.8,6.9917411597144,1.50738920727934,6.58018912257762,0.9,0.3590109871423,14.1089412154925,"M15:SelfMate,HighSelec,MedHyFit"
"568",260,55.6,6.7,25.6,3.2,0.4,154.3,9.22580920871202,1.9151443229631,7.07295317859992,1.08320512061813,0.221108319357027,16.3876986385113,"M15:SelfMate,HighSelec,MedHyFit"
"569",270,51.9,6.1,25.5,3.2,0.5,152.1,9.31599580172607,1.40198272298754,8.17210703144136,0.74236858171067,0.268741924943285,15.7751210595813,"M15:SelfMate,HighSelec,MedHyFit"
"570",280,48.4,6.1,23.4,2.4,0.7,156.8,7.98220242511774,1.48660687473185,7.26054788260194,0.76303487615064,0.213437474581095,15.7478746361392,"M15:SelfMate,HighSelec,MedHyFit"
"571",0,272.9,272.5,1.8,1.4,271.1,0,0.378593889720018,0.372677996249965,0.3590109871423,0.305505046330389,0.585946527708232,0,"M16:SelfMate,LowSelec,LowHyFit"
"572",20,212.3,115.8,124,27.5,88.3,0,2.90612380251695,6.83422758376297,5.69795284875776,1.64147630029935,6.10655385630881,0,"M16:SelfMate,LowSelec,LowHyFit"
"573",30,209.7,120.4,118.4,29.1,91.3,0,2.27571722515977,7.80056977975897,7.32908968123297,2.23333333333333,6.00749531835023,0,"M16:SelfMate,LowSelec,LowHyFit"
"574",40,206.6,121.6,117,32,89.6,0,2.09337579574768,9.4940917300065,7.26636084983398,2.92118697336089,6.88024547365701,0,"M16:SelfMate,LowSelec,LowHyFit"
"575",50,209.2,128.6,110.3,29.7,98.9,0,0.916515138991168,12.6791166884764,9.86920012519308,3.2763462033864,9.52709586157059,0,"M16:SelfMate,LowSelec,LowHyFit"
"576",51,195.6,113.2,116.2,33.8,79.4,0,1.91020650425259,11.1173538018521,7.25993572056025,3.7291643389192,7.76344711523889,0,"M16:SelfMate,LowSelec,LowHyFit"
"577",52,188.8,99.9,123,34.1,65.8,0,2.06988995950134,9.4085658371035,6.58955402301417,3.50697717256456,6.1478090044792,0,"M16:SelfMate,LowSelec,LowHyFit"
"578",53,188.7,93.6,128.1,33,60.6,0,2.8559878617856,9.35141106405279,6.53953787018284,4,5.94081924765712,0,"M16:SelfMate,LowSelec,LowHyFit"
"579",54,184.3,89.3,127.3,32.3,57,0,2.35253999847918,9.37496666660741,5.40791600855224,3.3167922924282,6.69659946871876,0,"M16:SelfMate,LowSelec,LowHyFit"
"580",55,180.2,85.4,128.5,33.7,51.7,0,2.35135894513979,9.56869897112455,6.82357026131563,3.83854717887438,6.10109279828895,0,"M16:SelfMate,LowSelec,LowHyFit"
"581",60,174.3,73.9,133,32.6,41.3,0,3.3,8.40561981322284,5.62731433871138,4.3924177093411,4.94649146140755,0,"M16:SelfMate,LowSelec,LowHyFit"
"582",70,163.1,66.5,129.2,32.6,33.9,0,4.12431812546026,9.87055103719026,6.06226946869826,4.90849603578666,5.43128795856829,0,"M16:SelfMate,LowSelec,LowHyFit"
"583",80,158.4,56.5,132.6,30.7,25.8,0,2.62974438977547,10.4512093930692,6.75146074729182,5.44273215704515,5.37855825374132,0,"M16:SelfMate,LowSelec,LowHyFit"
"584",81,159.1,57,130.2,28,28.8,1.1,3.60385595963237,10.6134087099501,6.50948026599154,4.65713311908613,6.1820528773036,0.525991127935317,"M16:SelfMate,LowSelec,LowHyFit"
"585",82,159.9,54.8,132.5,27.7,26.8,2.9,2.86530975637888,10.1475777076765,6.04841577054135,4.77039481245176,5.70146180086008,1.07960898271344,"M16:SelfMate,LowSelec,LowHyFit"
"586",83,161.7,54.4,133,26.1,27.3,4.9,3.0733622558292,10.0246363192553,6.53877324546092,4.53492619075058,5.59573250095304,1.43333333333333,"M16:SelfMate,LowSelec,LowHyFit"
"587",84,161.8,53.1,132.7,25.2,27,6.7,2.76807193227023,10.1428135478607,6.47053149113562,4.6946778377222,5.60555280255411,1.69345143945074,"M16:SelfMate,LowSelec,LowHyFit"
"588",85,158.3,52.8,130.9,26.6,24.6,8.3,3.30672714998447,9.98977254773879,7.48546740172063,4.34920171474669,6.1557561138607,1.9723082923316,"M16:SelfMate,LowSelec,LowHyFit"
"589",90,155.3,47.9,127,24.1,21.9,15,3.94701012019084,7.97976607844282,6.88960569747403,4.43834303416138,3.73110052278294,3.97492138287036,"M16:SelfMate,LowSelec,LowHyFit"
"590",100,156,40.3,127.7,19.9,17.9,23.7,3.2659863237109,8.31337610253633,7.49822201147267,3.80774065410039,4.09457635849615,5.80239414188469,"M16:SelfMate,LowSelec,LowHyFit"
"591",110,157.3,33,125.4,15.9,14.2,30.4,3.53097405509836,6.48759500037486,9.18960765696169,3.21264861307786,3.182591536608,7.06666666666667,"M16:SelfMate,LowSelec,LowHyFit"
"592",120,153.4,24.9,128,12.7,9,29.4,4.54899256246186,5.17569104350113,6.87992248018343,2.33832798763941,2.29975844142138,6.66033032213869,"M16:SelfMate,LowSelec,LowHyFit"
"593",130,158.9,20.5,131.8,11.1,7.5,32.1,3.81939494917425,4.71934552901377,6.04023546266571,2.63923389557567,2.01797478235537,7.18864845897104,"M16:SelfMate,LowSelec,LowHyFit"
"594",140,165.1,21,135.6,9.6,10.7,31.2,3.88000572737263,5.32290647422377,4.82861838992848,2.59143889674357,3.6485918135936,6.78200232641921,"M16:SelfMate,LowSelec,LowHyFit"
"595",150,166.7,17.5,137.5,8.5,7.7,32.9,4.85352105864049,4.96711407380807,4.23543255038832,2.21233913413935,3.18346422069488,6.60546911447039,"M16:SelfMate,LowSelec,LowHyFit"
