Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,N_BeforePacking_AddAge0s,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|6|,16086|355|233|132|102|70|95|,50.03427057344817|186.53814217860656|228.46487614651184|248.26966293862068|257.62478180338|262.0438270520089|265.0105909881954|,9.854811196512701|0.0|8.526512829121202e-14|5.684341886080802e-14|0.0|1.1368683772161603e-13|0.7281424096964885|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,15981|105|0|355|632|0|0|,49.849046303312385|78.22540448811442|nan|186.53814217860656|246.52011618908088|nan|nan|,9.61492621045953|2.829370597874408|nan|0.0|14.79489144725921|nan|nan|,0|0|16086|355|632|0|0|,0|0|0|0|0|0|0|,0|0|15706|0|0|0|0|,0|0|380|355|632|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|380|987|0|0|,0|0|0|0|0|0|0|,34745|226|0|380|987|0|0|,17050|0|0|0|404|0|0|,17817|105|0|380|583|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
11,0|1|2|3|4|5|6|,17922|380|218|142|66|57|100|,50.040058075449124|186.53814217860656|228.4648761465118|248.26966293862068|257.62478180338|262.04382705200874|264.90426132605126|,9.926094797030391|0.0|5.684341886080802e-14|5.684341886080802e-14|0.0|5.684341886080802e-14|0.7593737413360717|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,17817|105|0|380|583|0|0|,49.8747424040748|78.09176585522263|nan|186.53814217860656|246.1231475314175|nan|nan|,9.715955402372055|2.716813835034833|nan|0.0|14.767447628895374|nan|nan|,0|0|17922|380|583|0|0|,0|0|0|0|0|0|0|,0|0|17577|0|0|0|0|,0|0|345|380|583|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|345|963|0|0|,0|0|0|0|0|0|0|,30659|201|0|345|963|0|0|,14070|0|0|0|388|0|0|,16683|111|0|345|575|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
12,0|1|2|3|4|5|6|,16794|345|204|143|89|46|93|,49.97168620623888|186.53814217860653|228.46487614651178|248.26966293862068|257.62478180337996|262.0438270520087|265.002021162759|,10.053767809535207|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|1.1368683772161603e-13|0.707977363870239|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,16683|111|0|345|575|0|0|,49.784137862422796|78.15969539438096|nan|186.53814217860653|246.4994889167669|nan|nan|,9.817463312309588|2.6406381939252674|nan|2.842170943040401e-14|14.49519556036189|nan|nan|,0|0|16794|345|575|0|0|,0|0|0|0|0|0|0|,0|0|16434|0|0|0|0|,0|0|360|345|575|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|360|920|0|0|,0|0|0|0|0|0|0|,26963|161|0|360|920|0|0|,10688|0|0|0|324|0|0|,16330|100|0|360|596|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
13,0|1|2|3|4|5|6|,16430|360|219|135|95|54|93|,50.0410436919337|186.5381421786065|228.4648761465118|248.26966293862066|257.62478180338|262.0438270520087|265.06700491848414|,9.96610204836783|5.684341886080802e-14|5.684341886080802e-14|8.526512829121202e-14|0.0|1.1368683772161603e-13|0.733441185858844|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,16330|100|0|360|596|0|0|,49.87000819814532|77.97113982757678|nan|186.5381421786065|246.35262544018198|nan|nan|,9.751279957261895|2.4800132968102817|nan|5.684341886080802e-14|14.68674728333668|nan|nan|,0|0|16430|360|596|0|0|,0|0|0|0|0|0|0|,0|0|16061|0|0|0|0|,0|0|369|360|596|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|369|956|0|0|,0|0|0|0|0|0|0|,30096|197|0|369|956|0|0|,13365|0|0|0|346|0|0|,16826|102|0|369|610|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
14,0|1|2|3|4|5|6|,16928|369|225|138|82|67|98|,49.90835287751242|186.53814217860653|228.46487614651184|248.26966293862074|257.62478180338|262.04382705200885|265.03625661006527|,10.029255340081075|2.842170943040401e-14|8.526512829121202e-14|0.0|0.0|5.684341886080802e-14|0.7390561510857361|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,16826|102|0|369|610|0|0|,49.73743899661276|78.10244072082288|nan|186.53814217860653|246.428741453513|nan|nan|,9.813090038311962|2.9008261843359433|nan|2.842170943040401e-14|14.803398636186198|nan|nan|,0|0|16928|369|610|0|0|,0|0|0|0|0|0|0|,0|0|16564|0|12|0|0|,0|0|364|369|598|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|364|967|0|0|,0|0|0|0|0|0|0|,29854|167|0|364|967|0|0|,13528|0|0|0|360|0|0|,16402|91|0|364|607|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
15,0|1|2|3|4|5|6|,16493|364|219|139|84|58|107|,49.95024247179667|186.53814217860653|228.4648761465118|248.2696629386207|257.62478180338|262.04382705200874|264.99109870831495|,10.069820537482732|2.842170943040401e-14|5.684341886080802e-14|2.842170943040401e-14|0.0|5.684341886080802e-14|0.7289066602617988|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,16402|91|0|364|607|0|0|,49.79312212483066|78.26989006450526|nan|186.53814217860653|246.68263958293983|nan|nan|,9.870960387862773|3.112029837790436|nan|2.842170943040401e-14|14.7856698010678|nan|nan|,0|0|16493|364|607|0|0|,0|0|0|0|0|0|0|,0|0|16123|0|8|0|0|,0|0|370|364|599|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|370|963|0|0|,0|0|0|0|0|0|0|,29908|202|0|370|963|0|0|,14226|0|0|0|386|0|0|,15769|118|0|370|577|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
16,0|1|2|3|4|5|6|,15887|370|228|128|78|49|94|,50.09113914716916|186.53814217860656|228.4648761465118|248.26966293862085|257.6247818033801|262.04382705200874|264.98959458028264|,10.067266430497252|0.0|5.684341886080802e-14|1.1368683772161603e-13|5.684341886080802e-14|5.684341886080802e-14|0.7298080041211129|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,15769|118|0|370|577|0|0|,49.87934453364688|78.39443796609228|nan|186.53814217860656|245.6020988116235|nan|nan|,9.797921980107963|3.0506298045476132|nan|0.0|14.881035324042703|nan|nan|,0|0|15887|370|577|0|0|,0|0|0|0|0|0|0|,0|0|15507|0|0|0|0|,0|0|380|370|577|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|380|947|0|0|,0|0|0|0|0|0|0|,28435|173|0|380|947|0|0|,14185|0|0|0|384|0|0|,14331|89|0|380|563|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
17,0|1|2|3|4|5|6|,14420|380|215|139|76|45|88|,49.96825852300694|186.53814217860656|228.4648761465118|248.2696629386207|257.62478180338|262.0438270520087|265.0929557616116|,9.919309458424612|0.0|5.684341886080802e-14|2.842170943040401e-14|0.0|1.1368683772161603e-13|0.7106896818121151|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,14331|89|0|380|563|0|0|,49.79483609075522|77.89316724884299|nan|186.53814217860656|245.69994184971122|nan|nan|,9.699831019241353|2.6662036507079487|nan|0.0|14.645074088988755|nan|nan|,0|0|14420|380|563|0|0|,0|0|0|0|0|0|0|,0|0|13956|0|0|0|0|,0|0|464|380|563|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|464|943|0|0|,0|0|0|0|0|0|0|,23910|133|0|464|943|0|0|,9530|0|0|0|433|0|0|,14429|83|0|464|510|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
18,0|1|2|3|4|5|6|,14512|464|194|111|89|40|76|,49.97238507467494|186.5381421786065|228.4648761465118|248.2696629386207|257.62478180337996|262.0438270520088|265.1364256444735|,9.984066238923061|5.684341886080802e-14|5.684341886080802e-14|2.842170943040401e-14|5.684341886080802e-14|0.0|0.6985696287786757|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,14429|83|0|464|510|0|0|,49.810056039621024|78.19221214446775|nan|186.5381421786065|245.9624422944536|nan|nan|,9.776977024384097|3.187646856704013|nan|5.684341886080802e-14|14.713875822445294|nan|nan|,0|0|14512|464|510|0|0|,0|0|0|0|0|0|0|,0|0|14072|0|0|0|0|,0|0|440|464|510|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|440|974|0|0|,0|0|0|0|0|0|0|,27777|166|0|440|974|0|0|,13180|0|0|0|423|0|0|,14668|100|0|440|551|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
19,0|1|2|3|4|5|6|,14768|440|263|110|64|45|69|,49.98263196768173|186.53814217860653|228.46487614651184|248.26966293862074|257.62478180338|262.0438270520087|265.0924525075682|,9.970474746773906|2.842170943040401e-14|8.526512829121202e-14|0.0|0.0|1.1368683772161603e-13|0.7339321021909329|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,14668|100|0|440|551|0|0|,49.788956242960666|78.39098726976826|nan|186.53814217860653|243.13477826780368|nan|nan|,9.718303779828183|3.889840554705604|nan|2.842170943040401e-14|14.900252035506545|nan|nan|,0|0|14768|440|551|0|0|,0|0|0|0|0|0|0|,0|0|14336|0|0|0|0|,0|0|432|440|551|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|432|991|0|0|,0|0|0|0|0|0|0|,24220|151|0|432|991|0|0|,10885|0|0|0|468|0|0|,13376|107|0|432|523|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
20,0|1|2|3|4|5|6|,13483|432|239|134|63|32|55|,49.93870324344303|186.53814217860653|228.4648761465118|248.26966293862066|257.62478180338013|262.0438270520088|265.08369206452403|,9.968299802868405|2.842170943040401e-14|5.684341886080802e-14|8.526512829121202e-14|1.1368683772161603e-13|0.0|0.7274671563960585|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,13376|107|0|432|523|0|0|,49.71662246446093|77.70087613750397|nan|186.53814217860653|242.9571835862668|nan|nan|,9.690055405077848|2.498566160120905|nan|2.842170943040401e-14|14.24624408011549|nan|nan|,0|0|13483|432|523|0|0|,0|0|0|0|0|0|0|,0|0|12990|0|0|0|0|,0|0|493|432|523|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|493|955|0|0|,0|0|0|0|0|0|0|,18011|105|0|493|955|0|0|,4633|0|0|0|435|0|0|,13401|84|0|493|520|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
21,0|1|2|3|4|5|6|,13485|493|221|133|75|35|56|,49.948852530009184|186.53814217860653|228.4648761465118|248.26966293862068|257.62478180338|262.04382705200874|264.98826459547246|,10.084745914423225|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|0.0|5.684341886080802e-14|0.7384208744148569|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,13401|84|0|493|520|0|0|,49.77200599023476|78.16219157187984|nan|186.53814217860653|243.92949653583833|nan|nan|,9.86256313581457|2.7882335933363613|nan|2.842170943040401e-14|14.262308814224893|nan|nan|,0|0|13485|493|520|0|0|,0|0|0|0|0|0|0|,0|0|12996|0|0|0|0|,0|0|489|493|520|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|489|1013|0|0|,0|0|0|0|0|0|0|,17711|118|0|489|1013|0|0|,6079|0|0|0|556|0|0|,11678|75|0|489|457|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
22,0|1|2|3|4|5|6|,11753|489|228|98|56|28|47|,49.96928590102758|186.5381421786065|228.4648761465118|248.26966293862077|257.62478180338|262.04382705200885|265.0545266167025|,10.033982856490846|5.684341886080802e-14|5.684341886080802e-14|2.842170943040401e-14|0.0|5.684341886080802e-14|0.7419318017902229|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,11678|75|0|489|457|0|0|,49.789666195541585|77.93727150989939|nan|186.5381421786065|242.10546262323865|nan|nan|,9.809320381220775|2.7561595383446997|nan|5.684341886080802e-14|14.459193471797997|nan|nan|,0|0|11753|489|457|0|0|,0|0|0|0|0|0|0|,0|0|11094|0|0|0|0|,0|0|659|489|457|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|659|946|0|0|,0|0|0|0|0|0|0|,15342|93|0|659|946|0|0|,4071|0|0|0|407|0|0|,11297|65|0|659|539|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
23,0|1|2|3|4|5|6|,11362|659|264|136|62|32|45|,49.88344295396613|186.53814217860653|228.46487614651184|248.26966293862074|257.62478180338013|262.0438270520088|265.05452235764665|,10.000701500407052|2.842170943040401e-14|8.526512829121202e-14|0.0|1.1368683772161603e-13|0.0|0.7468651755573723|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,11297|65|0|659|539|0|0|,49.71917352336946|78.43346999166681|nan|186.53814217860653|241.86455270111222|nan|nan|,9.788907662287647|2.9446618023507813|nan|2.842170943040401e-14|13.999491913793413|nan|nan|,0|0|11362|659|539|0|0|,0|0|0|0|0|0|0|,0|0|10637|0|0|0|0|,0|0|725|659|539|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|725|1198|0|0|,0|0|0|0|0|0|0|,14903|71|0|725|1198|0|0|,2469|0|0|0|862|0|0|,12420|87|0|725|336|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
24,0|1|2|3|4|5|6|,12507|725|187|71|36|23|19|,50.040085221250386|186.53814217860653|228.4648761465118|248.26966293862063|257.6247818033801|262.04382705200885|265.03584438578633|,10.028003323825075|2.842170943040401e-14|5.684341886080802e-14|1.1368683772161603e-13|5.684341886080802e-14|5.684341886080802e-14|0.8049172013148347|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,12420|87|0|725|336|0|0|,49.84031425559666|78.55911273181603|nan|186.53814217860653|240.14065213835593|nan|nan|,9.770083015956107|3.2405344805382224|nan|2.842170943040401e-14|13.802547930132416|nan|nan|,0|0|12507|725|336|0|0|,0|0|0|0|0|0|0|,0|0|12005|0|0|0|0|,0|0|502|725|336|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|502|1061|0|0|,0|0|0|0|0|0|0|,9147|59|0|502|1061|0|0|,393|0|0|0|704|0|0|,8762|50|0|502|357|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
25,0|1|2|3|4|5|6|,8812|502|237|61|23|18|18|,49.988051846070434|186.5381421786065|228.4648761465118|248.26966293862077|257.62478180337996|262.0438270520088|264.8388760734944|,9.797176721913862|5.684341886080802e-14|5.684341886080802e-14|2.842170943040401e-14|5.684341886080802e-14|0.0|0.7624093728647243|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,8762|50|0|502|357|0|0|,49.82698116821279|78.21407743384461|nan|186.5381421786065|237.2545762569074|nan|nan|,9.587235978125367|2.8076001166572895|nan|5.684341886080802e-14|12.966560796732907|nan|nan|,0|0|8812|502|357|0|0|,0|0|0|0|0|0|0|,0|0|6896|0|0|0|0|,0|0|1916|502|357|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|1916|859|0|0|,0|0|0|0|0|0|0|,6488|39|0|1916|859|0|0|,0|0|0|960|296|0|0|,6482|45|0|956|563|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
26,0|1|2|3|4|5|6|,6527|956|319|160|43|15|26|,50.07050447726187|186.5381421786065|228.46487614651178|248.2696629386208|257.6247818033801|262.04382705200885|264.7881149958131|,10.108164163039385|5.684341886080802e-14|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|5.684341886080802e-14|0.6968615852015628|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,6482|45|0|956|563|0|0|,49.879535004817164|77.57859604140995|nan|186.5381421786065|238.8924610552987|nan|nan|,9.877302888130576|2.1975155202909704|nan|5.684341886080802e-14|12.596464948795706|nan|nan|,0|0|6527|956|563|0|0|,0|0|0|0|0|0|0|,0|0|4593|0|0|0|0|,0|0|1934|956|563|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|1934|1519|0|0|,0|0|0|0|0|0|0|,9444|54|0|1934|1519|0|0|,133|0|0|916|1421|0|0|,9296|68|0|1018|98|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
