Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,3881,49,140.2813533894236,66.90177473223993,27,22,0,2,0,0,51,30,51,0,0,0,0,41,0,41,0,0,0,0,61,0,61,15,39,22,0,0,13,22,13,306,0.8684972531286568,0.88824101069
2,6286,47,141.79916602318178,66.37726891256109,25,22,0,2,1,0,45,26,45,0,0,0,0,38,0,38,0,0,0,0,52,0,52,13,31,21,1,0,13,21,13,318,0.8687512125719462,0.893617021277
3,2880,45,140.9685513160775,77.90375896399522,29,16,0,5,1,0,84,49,84,0,0,0,0,39,0,39,0,0,0,0,63,0,63,12,28,21,1,0,8,21,8,296,0.8580246913580248,0.893121693122
4,2861,48,117.2155321762856,71.49745117626429,24,24,0,3,0,0,44,26,44,0,0,0,0,45,0,45,0,0,0,0,52,0,52,13,32,19,0,0,8,19,8,290,0.8380456349206348,0.90376984127
5,111,4,134.4593188156105,0.0,2,2,0,0,0,0,0,0,0,0,0,0,14,8,0,8,0,0,0,24,12,0,12,6,12,4,0,0,0,4,0,123,0.7723214285714286,0.892857142857
6,239,29,183.00735360745256,62.528140154934796,15,14,0,4,3,0,64,37,64,0,0,0,0,24,0,24,0,0,0,0,58,0,58,10,31,20,0,0,9,20,9,297,0.8707038106562485,0.88341543514
7,4205,57,135.22456657925633,77.43999561537514,29,28,0,3,4,0,67,39,67,0,0,0,0,48,0,48,0,0,0,0,62,0,62,11,33,26,0,0,12,26,12,308,0.8715135792698117,0.87969924812
8,3020,30,192.39067342525541,46.49072423042182,12,18,0,2,6,0,14,8,14,0,0,0,0,25,0,25,0,0,0,0,36,0,36,14,30,17,1,0,12,17,12,297,0.8731746031746033,0.890476190476
9,1522,51,140.29367294102872,67.93650626202685,27,24,0,3,1,0,63,37,63,0,0,0,0,39,0,39,0,0,0,0,54,0,54,12,27,23,1,0,12,23,12,310,0.8537924973911133,0.861811391223
10,2130,68,109.77256074363544,70.55274777171782,28,40,0,1,5,0,0,0,0,0,0,0,0,58,0,58,0,0,0,0,20,0,20,9,20,24,0,0,11,24,11,320,0.870612951062778,0.892857142857
