Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,4843,3859,55.4257244333346,29.484103756425792,1903,1956,0,8,17,0,108,63,108,0,0,0,2753,1026,0,1026,0,0,0,0,362,0,362,22,275,132,2,0,36,132,36,402,0.92840343034986,0.905255494268
2,5138,5068,53.3819880908333,22.777116474002554,2545,2523,0,5,7,0,154,91,154,0,0,0,3986,1019,0,1019,0,0,0,0,331,0,331,20,217,115,1,0,32,115,32,402,0.9284430480756929,0.904423647912
3,3083,2178,60.68831791869637,38.64711660756614,1119,1059,0,11,14,0,227,136,227,0,0,0,1344,751,0,751,0,0,0,0,386,0,386,28,269,151,3,0,35,151,35,402,0.9282980625747136,0.905570860116
4,3020,2450,58.18551004689405,35.16891202006911,1179,1271,0,13,11,0,294,174,294,0,0,0,1707,662,0,662,0,0,0,0,373,0,373,20,234,134,2,0,27,134,27,402,0.9281435076654567,0.905500485909
5,144,98,51.885828914251526,15.54248150368802,49,49,0,0,0,0,0,0,0,0,0,0,87,41,0,41,0,0,0,278,6,0,6,31,6,2,0,0,0,2,0,402,0.923977608536126,0.898931000972
6,139,106,52.577278851547355,22.721678475035606,54,52,0,0,1,0,0,0,0,0,0,0,112,35,0,35,0,0,0,238,6,0,6,15,6,2,0,0,0,2,0,402,0.9242676600722167,0.90251572327
7,4179,2353,58.58740275709155,34.3581771675377,1151,1202,0,12,10,0,287,171,287,0,0,0,1169,1114,0,1114,0,0,0,0,373,0,373,28,219,114,1,0,38,114,38,402,0.9278846836531514,0.905834496995
8,4781,1753,61.11545660020664,40.28941152515605,921,832,0,19,10,0,406,240,406,0,0,0,0,1703,0,1703,0,0,0,0,431,0,431,31,190,108,2,0,31,108,31,402,0.9281632510056181,0.904055632521
9,3880,686,73.68871660764147,52.16365990471972,339,347,0,7,6,0,250,147,250,0,0,0,0,623,0,623,0,0,0,0,356,0,356,20,227,108,1,0,23,108,23,402,0.9276138788948077,0.903443009857
10,1685,651,77.75054315252493,57.031076747103356,299,352,0,9,9,0,222,132,222,0,0,0,0,578,0,578,0,0,0,0,338,0,338,21,226,122,1,0,23,122,23,402,0.9277560750940946,0.905273937532
