Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,4803,40,178.70226709783697,46.68110651668724,19,21,0,2,5,0,24,14,24,0,0,0,0,23,0,23,0,0,0,0,49,0,49,8,37,26,1,0,13,26,13,388,0.910535714285714,0.928571428571
2,5437,64,108.20945336353134,64.60000462253356,34,30,0,3,1,0,65,39,65,0,0,0,0,54,0,54,0,0,0,0,59,0,59,8,31,25,0,0,6,25,6,389,0.8871256510416666,0.915922619048
3,2925,79,102.58292679666869,59.9932750807505,40,39,0,1,0,0,0,0,0,0,0,0,0,75,0,75,0,0,0,0,44,0,44,23,40,30,0,0,8,30,8,396,0.8986349867618896,0.931283905967
4,3165,70,131.5407424611014,88.23644924126576,28,42,0,2,9,0,23,14,23,0,0,0,0,51,0,51,0,0,0,0,28,0,28,10,18,20,2,0,16,20,16,395,0.9050971817298352,0.912925170068
5,147,64,102.47290020416057,65.11551914465558,36,28,0,3,1,0,22,13,22,0,0,0,0,60,0,60,0,0,0,19,30,0,30,14,20,24,0,0,6,24,6,392,0.8892299107142857,0.935267857143
6,181,32,163.16138457966082,54.451637604751355,17,15,0,3,2,0,3,2,3,0,0,0,0,22,0,22,0,0,0,21,25,0,25,11,24,23,0,0,7,23,7,363,0.9049944196428571,0.901785714286
7,3046,45,168.21611446762273,54.620970177295874,22,23,0,1,3,0,0,0,0,0,0,0,0,27,0,27,0,0,0,0,41,0,41,14,39,25,2,0,14,25,14,394,0.9130393885949443,0.919576719577
8,4581,32,170.7639906064983,41.252236674905376,16,16,0,2,2,0,47,28,47,0,0,0,0,31,0,31,0,0,0,0,39,0,39,18,20,24,0,0,8,24,8,368,0.9055757068452381,0.907738095238
9,4668,54,98.51004383054459,63.76637308623863,36,18,0,1,1,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,23,0,23,10,22,17,0,0,5,17,5,368,0.8848226533411719,0.92328042328
10,1969,88,87.9219424723316,59.685456273762775,43,45,0,1,0,0,43,26,43,0,0,0,0,80,0,80,0,0,0,0,48,0,48,14,25,17,0,0,11,17,11,386,0.8976965269578905,0.944264069264
11,305,47,170.99463989788106,69.22314446678494,26,21,0,7,3,0,283,169,283,0,0,0,0,29,0,29,0,0,0,0,148,0,148,9,32,25,2,0,14,25,14,387,0.9120804501067061,0.943262411348
12,265,56,109.80210262566892,76.81360016122059,20,36,0,2,2,0,6,4,6,0,0,0,0,58,0,58,0,0,0,0,33,0,33,17,30,14,0,0,12,14,12,378,0.8887876579203111,0.926020408163
13,232,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0.0,0.0
14,166,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0.0
15,115,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0
16,197,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0.0,0.0
17,1,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
