Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,5435,49,173.66007222823524,67.1038482629787,30,19,0,6,4,0,123,66,123,0,0,0,0,31,0,31,0,0,0,0,88,0,88,13,29,22,0,0,21,22,21,354,0.8940421649709446,0.908649173955
2,5410,43,125.78110585666876,78.36728049295631,24,19,0,4,0,0,101,55,101,0,0,0,0,41,0,41,0,0,0,0,68,0,68,15,22,14,0,0,10,14,10,325,0.8690926884545058,0.931339977852
3,3098,61,129.26423548431507,81.47749229229925,33,28,0,3,3,0,31,17,31,0,0,0,0,53,0,53,0,0,0,0,52,0,52,14,37,20,1,0,14,20,14,346,0.8728900321214219,0.900858704137
4,2903,57,107.2995553342718,76.63099186224305,25,32,0,0,4,0,0,0,0,0,0,0,0,51,0,51,0,0,0,0,34,0,34,11,33,12,1,0,10,12,10,333,0.8717700684459684,0.923976608187
5,68,50,106.78285373504026,73.70385885468237,29,21,0,0,4,0,0,0,0,0,0,0,25,22,0,22,0,0,0,26,6,0,6,4,6,15,0,0,7,15,7,328,0.8787428571428572,0.908571428571
6,106,46,107.87824391091848,76.76106616668203,19,27,0,2,3,0,11,6,11,0,0,0,0,44,0,44,0,0,0,5,25,0,25,11,17,10,0,0,9,10,9,306,0.8537784679089028,0.869565217391
7,4434,46,130.7613005158685,74.09765798093404,22,24,0,4,0,0,25,14,25,0,0,0,0,44,0,44,0,0,0,0,40,0,40,12,29,17,2,0,9,17,9,342,0.8841142317040238,0.923395445135
8,1570,70,104.75890224701611,73.83299822225266,36,34,0,2,3,0,40,21,40,0,0,0,0,57,0,57,0,0,0,0,45,0,45,9,24,17,1,0,11,17,11,340,0.8530855199222547,0.891156462585
9,3107,29,182.36700692771709,47.140753210579014,15,14,0,2,1,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,31,0,31,10,30,14,0,0,15,14,15,330,0.8905497989921298,0.899835796388
10,3665,30,188.22881258101003,51.69354861412405,10,20,0,4,2,0,79,43,79,0,0,0,0,16,0,16,0,0,0,0,58,0,58,11,20,17,0,0,13,17,13,340,0.8907142857142858,0.906349206349
11,258,46,139.15694022141116,80.76889480801393,23,23,0,5,3,0,109,59,109,0,0,0,0,30,0,30,0,0,0,0,75,0,75,9,22,16,0,0,13,16,13,332,0.8680011702223422,0.920289855072
12,255,57,119.74387865742295,79.73662877027647,31,26,0,2,3,0,41,22,41,0,0,0,0,52,0,52,0,0,0,0,46,0,46,14,27,14,1,0,13,14,13,346,0.8741151123422588,0.898913951546
13,121,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0.0
