Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,3836,68,129.5936020175111,84.15105230559156,32,36,0,6,6,0,232,124,232,0,0,0,0,48,0,48,0,0,0,0,142,0,142,7,33,25,1,0,14,25,14,297,0.846628357225243,0.871148459384
2,4724,43,140.54621351368095,70.79018391527654,23,20,0,1,4,0,40,21,40,0,0,0,0,43,0,43,0,0,0,0,46,0,46,14,26,24,1,0,6,24,6,280,0.8638646372556594,0.88261351052
3,2968,40,169.46959326662702,45.11108731513701,18,22,0,2,4,0,81,43,81,0,0,0,0,23,0,23,0,0,0,0,80,0,80,11,42,26,0,0,14,26,14,284,0.8644940476190476,0.897619047619
4,2929,63,94.68507122705643,72.62097689286853,39,24,0,3,2,0,40,21,40,0,0,0,0,66,0,66,0,0,0,0,49,0,49,16,30,10,1,0,9,10,9,269,0.8368246769607315,0.860166288738
5,159,56,138.66430635736606,78.81619178592756,27,29,0,0,5,0,0,0,0,0,0,0,0,48,0,48,0,0,0,0,33,0,33,15,32,23,0,0,14,23,14,291,0.8595724003887271,0.893707482993
6,144,47,122.15664390650106,81.91846610762008,23,24,0,6,2,0,116,63,116,0,0,0,0,47,0,47,0,0,0,0,77,0,77,18,23,12,2,0,10,12,10,268,0.8441009722132404,0.86524822695
7,3451,73,107.08636779035113,69.5389647191485,36,37,0,3,1,0,118,63,118,0,0,0,0,66,0,66,0,0,0,0,86,0,86,16,31,19,1,0,12,19,12,289,0.8560348140006612,0.833659491194
8,4542,40,150.19293114405787,76.04347547663016,20,20,0,4,4,0,120,64,120,0,0,0,0,30,0,30,0,0,0,0,79,0,79,12,22,15,0,0,14,15,14,278,0.8515178571428571,0.889285714286
9,2429,25,181.15243942496775,59.74263406318959,14,11,0,3,2,0,27,14,27,0,0,0,0,25,0,25,0,0,0,0,36,0,36,14,23,21,0,0,4,21,4,261,0.866247619047619,0.891428571429
10,2509,35,165.0337165424979,63.92112142579087,19,16,0,2,2,0,44,23,44,0,0,0,0,23,0,23,0,0,0,0,47,0,47,11,24,16,1,0,13,16,13,284,0.86977648202138,0.884353741497
11,338,94,89.66173258411347,64.33565202210615,54,40,0,2,1,0,7,4,7,0,0,0,0,83,0,83,0,0,0,0,33,0,33,10,25,19,1,0,9,19,9,282,0.8485497639526611,0.86524822695
12,215,35,166.0312690495903,58.71995866160608,12,23,0,1,2,0,43,23,43,0,0,0,0,21,0,21,0,0,0,0,49,0,49,9,28,16,0,0,15,16,15,276,0.8644120505344994,0.904761904762
13,241,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0.0
14,277,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0.0
15,169,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0.0,0.0
16,93,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0
17,70,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0
18,116,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.0,0.0
19,363,56,155.76334207927326,65.28325184632854,24,32,0,4,1,0,62,33,62,0,0,0,0,35,0,35,0,0,0,0,60,0,60,8,30,28,1,0,17,28,17,291,0.8682124635568514,0.885204081633
20,424,33,175.33397463157937,54.5147770926,19,14,0,6,0,0,120,64,120,0,0,0,0,24,0,24,0,0,0,0,87,0,87,12,31,21,2,0,10,21,10,288,0.8686212777121869,0.886002886003
21,189,20,65.03174474349385,35.93998092530753,10,10,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,17,23,0,23,15,22,4,0,0,0,4,0,152,0.754583333333333,0.902380952381
22,99,18,171.38572504709626,41.36214281490729,8,10,0,0,2,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,7,0,7,5,7,11,1,0,6,11,6,247,0.8634626690182245,0.904761904762
23,271,46,155.96441762393738,56.50662201380105,21,25,0,0,4,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,36,0,36,10,36,31,1,0,8,31,8,287,0.8707241875956432,0.871635610766
24,103,27,150.31871041710156,88.79183043395787,14,13,0,5,1,0,163,87,163,0,0,0,0,26,0,26,0,0,0,44,62,0,62,12,19,10,0,0,9,10,9,251,0.8491410281533741,0.897707231041
25,70,23,172.79278959578716,53.50101111324592,14,9,0,4,2,0,5,3,5,0,0,0,7,13,0,13,0,0,0,29,7,0,7,8,5,14,0,0,9,14,9,267,0.865739490503196,0.871635610766
26,161,11,151.67615176484009,73.7720359535199,4,7,0,1,1,0,42,22,42,0,0,0,0,25,0,25,0,0,0,0,51,0,51,19,30,6,0,0,3,6,3,196,0.8311688311688311,0.887445887446
27,112,6,220.33929764329835,62.32469531424249,2,4,0,2,2,0,4,2,4,0,0,0,1,16,0,16,0,0,0,20,10,0,10,16,8,2,0,0,4,2,4,147,0.8055555555555555,0.825396825397
28,136,37,127.11993684293456,67.89427989422677,16,21,0,1,1,0,50,27,50,0,0,0,5,27,0,27,0,0,0,23,40,0,40,7,16,17,0,0,7,17,7,259,0.8437858708128978,0.891891891892
29,144,14,185.36176179726775,71.72121490660375,7,7,0,3,2,0,53,28,53,0,0,0,3,20,0,20,0,0,0,25,36,0,36,16,10,10,0,0,4,10,4,213,0.8379494655004857,0.891156462585
30,91,36,108.68620354045682,65.70589441819234,13,23,0,0,1,0,0,0,0,0,0,0,3,34,0,34,0,0,0,19,11,0,11,9,10,10,1,0,6,10,6,262,0.8502351557907113,0.902116402116
31,4823,60,130.18397662060974,72.3769887434033,34,26,0,5,1,0,50,27,50,0,0,0,0,45,0,45,0,0,0,0,52,0,52,12,27,23,0,0,15,23,15,283,0.8615873015873017,0.888888888889
32,5671,29,193.90345167416794,53.241443302568555,17,12,0,6,1,0,129,69,129,0,0,0,0,17,0,17,0,0,0,0,94,0,94,12,34,14,0,0,15,14,15,273,0.8669384519562879,0.898193760263
33,1207,64,94.21379060539834,60.90104491339172,30,34,0,0,1,0,0,0,0,0,0,0,0,66,0,66,0,0,0,0,29,0,29,16,28,19,0,0,5,19,5,268,0.8515276227678572,0.880952380952
34,1092,37,134.24333687077328,69.36801707356176,16,21,0,1,4,0,13,7,13,0,0,0,0,39,0,39,0,0,0,0,36,0,36,16,30,19,0,0,6,19,6,264,0.8368638909179448,0.835263835264
35,587,26,153.72013559422828,78.41668584004249,18,8,0,2,1,0,86,58,86,0,0,0,0,32,6,26,0,0,0,0,52,10,42,19,24,11,1,0,7,11,7,250,0.8590095801634263,0.875457875458
36,640,42,134.3821883673126,66.0360031353886,25,17,0,1,3,0,3,2,3,0,0,0,0,39,8,31,0,0,0,0,37,7,30,10,33,21,2,0,7,21,7,278,0.8651873447791815,0.873015873016
37,96,29,129.74242881243447,65.45232845833704,12,17,0,2,1,0,8,5,8,0,0,0,0,28,8,20,0,0,0,0,19,6,13,7,16,15,1,0,4,15,4,262,0.8582469848819434,0.852216748768
38,251,22,122.60862599844772,67.97500586493601,9,13,0,0,1,0,0,0,0,0,0,0,0,36,11,25,0,0,0,0,33,10,23,20,33,11,1,0,1,11,1,239,0.8457792207792205,0.885281385281
39,147,29,140.993815442127,75.60818902438747,13,16,0,0,3,0,0,0,0,0,0,0,0,36,11,25,0,0,0,0,28,8,20,20,28,11,0,0,9,11,9,261,0.8546514919879963,0.893267651888
40,383,11,66.94648666548247,34.22224470224625,6,5,0,0,0,0,0,0,0,0,0,0,0,25,7,18,0,0,0,0,35,10,25,15,34,2,0,0,0,2,0,149,0.778236914600551,0.848484848485
41,320,38,124.39424881497668,70.0070831752013,19,19,0,0,1,0,0,0,0,0,0,0,0,38,11,27,0,0,0,0,27,8,19,15,27,13,1,0,9,13,9,268,0.8588576704920197,0.878446115288
42,163,30,132.24361602407387,83.47918364242352,13,17,0,2,3,0,47,32,47,0,0,0,0,38,11,27,0,0,0,2,48,14,34,18,31,11,0,0,7,11,7,253,0.8318253968253969,0.890476190476
43,170,22,141.86652687771894,49.352347329386646,9,13,0,0,1,0,0,0,0,0,0,0,0,25,7,18,0,0,0,1,30,9,21,13,29,14,0,0,5,14,5,247,0.8556670602125146,0.859307359307
44,142,1,270.2180918255228,0.0,1,0,0,1,0,0,24,16,24,0,0,0,0,17,5,12,0,0,0,20,29,9,20,17,21,1,0,0,0,1,0,38,0.40476190476190477,0.809523809524
