Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,N_BeforePacking_AddAge0s,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
38,0|1|2|3|4|5|6|,5877|0|0|0|0|1|108|,49.9530033141025|nan|nan|nan|nan|349.7201451258012|354.98194518365096|,9.960218421839938|nan|nan|nan|nan|0.0|0.06414854695279917|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5844|33|0|0|0|0|109|,49.79335167441341|78.22585732449558|nan|nan|nan|nan|354.93367178862485|,9.755549937759127|3.1518998181021782|nan|nan|nan|nan|0.5057192062058111|,0|0|0|5877|0|0|109|,0|0|0|0|0|0|0|,0|0|0|5866|0|0|0|,0|0|0|11|0|0|109|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|11|0|109|,0|0|0|0|0|0|0|,7560|40|0|0|11|0|109|,0|0|0|0|0|0|0|,7557|43|0|0|11|0|109|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
39,0|1|2|3|4|5|6|,7600|11|0|0|0|0|109|,49.97495553207506|248.95127997520797|nan|nan|nan|nan|354.96866877144333|,9.931852148561749|2.842170943040401e-14|nan|nan|nan|nan|0.23888483809036282|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,7557|43|0|0|11|0|109|,49.818046515683974|77.55080290108364|nan|nan|248.95127997520797|nan|354.96866877144333|,9.738015950983087|1.988212526690417|nan|nan|2.842170943040401e-14|nan|0.23888483809036282|,0|0|0|7600|0|11|109|,0|0|0|0|0|0|0|,0|0|0|7600|0|0|0|,0|0|0|0|0|11|109|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|11|109|,0|0|0|0|0|0|0|,5557|31|0|0|0|11|109|,0|0|0|0|0|0|0|,5564|24|0|0|0|11|109|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
40,0|1|2|3|4|5|6|,5588|0|11|0|0|0|109|,49.77490313872073|nan|304.906131699292|nan|nan|nan|354.98520017557354|,9.948268630573478|nan|0.0|nan|nan|nan|0.11284120747083633|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5564|24|0|0|0|11|109|,49.65123328358997|78.44569788653654|nan|nan|nan|304.906131699292|354.98520017557354|,9.786464856717135|3.6996597201986337|nan|nan|nan|0.0|0.11284120747083633|,0|0|0|5588|0|11|109|,0|0|0|0|0|0|0|,0|0|0|5588|0|0|0|,0|0|0|0|0|11|109|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,6639|42|0|0|0|0|120|,0|0|0|0|0|0|0|,6628|53|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
41,0|1|2|3|4|5|6|,6681|0|0|11|0|0|109|,49.91237664504381|nan|nan|331.33733211733215|nan|nan|354.9930090579547|,10.089269614639537|nan|nan|0.0|nan|nan|0.053302412180137745|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,6628|53|0|0|0|0|120|,49.68952047275218|77.78201268181681|nan|nan|nan|nan|352.8245720050642|,9.813926061148274|2.05014803507829|nan|nan|nan|nan|6.826148829725159|,0|0|0|6681|0|0|120|,0|0|0|0|0|0|0|,0|0|0|6681|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,7234|48|0|0|0|0|120|,0|0|0|0|0|0|0|,7236|46|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
42,0|1|2|3|4|5|6|,7282|0|0|0|11|0|109|,50.03085070534003|nan|nan|nan|343.82254714360863|nan|354.99669771280554|,10.047848305230582|nan|nan|nan|5.684341886080802e-14|nan|0.025178276694311733|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,7236|46|0|0|0|0|120|,49.852289195461275|78.11935256365884|nan|nan|nan|nan|353.97240057729584|,9.823820671976009|2.695877673388304|nan|nan|nan|nan|3.2244443911943774|,0|0|0|7282|0|0|120|,0|0|0|0|0|0|0|,0|0|0|7282|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,6542|40|0|0|0|0|120|,0|0|0|0|0|0|0|,6547|35|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
43,0|1|2|3|4|5|6|,6582|0|0|0|0|11|109|,49.98100749221315|nan|nan|nan|nan|349.72014512580114|354.99844010998186|,9.823861262586629|nan|nan|nan|nan|5.684341886080802e-14|0.01189337576605445|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,6547|35|0|0|0|0|120|,49.8318735419527|77.87757813093302|nan|nan|nan|nan|354.51459640309866|,9.633206985336576|2.8339814204437843|nan|nan|nan|nan|1.523119681573601|,0|0|0|6582|0|0|120|,0|0|0|0|0|0|0|,0|0|0|6582|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,6415|50|0|0|0|0|120|,0|0|0|0|0|0|0|,6420|45|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
44,0|1|2|3|4|5|6|,6465|0|0|0|0|0|120|,50.13003915578965|nan|nan|nan|nan|nan|354.77071157624357|,9.897519319711462|nan|nan|nan|nan|nan|0.7194707933969063|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,6420|45|0|0|0|0|120|,49.93733766360195|77.62211870789989|nan|nan|nan|nan|354.77071157624357|,9.65781661511463|2.3651565280093907|nan|nan|nan|nan|0.7194707933969063|,0|0|0|6465|0|0|120|,0|0|0|0|0|0|0|,0|0|0|6465|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,7357|54|0|0|0|0|120|,0|0|0|0|0|0|0|,7360|51|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
45,0|1|2|3|4|5|6|,7411|0|0|0|0|0|120|,50.06328320971974|nan|nan|nan|nan|nan|354.89169181768665|,9.862631797356244|nan|nan|nan|nan|nan|0.3398539384747266|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,7360|51|0|0|0|0|120|,49.86739901519134|78.33206108675901|nan|nan|nan|nan|354.89169181768665|,9.606515251869265|3.494571056753099|nan|nan|nan|nan|0.3398539384747266|,0|0|0|7411|0|0|120|,0|0|0|0|0|0|0|,0|0|0|7411|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,7482|36|0|0|0|0|120|,0|0|0|0|0|0|0|,7471|47|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
46,0|1|2|3|4|5|6|,7518|0|0|0|0|0|120|,50.20465959960309|nan|nan|nan|nan|nan|354.94883883728716|,10.107791539841676|nan|nan|nan|nan|nan|0.16053563335277488|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,7471|47|0|0|0|0|120|,50.02837294499327|78.22673612279421|nan|nan|nan|nan|354.94883883728716|,9.886078588883548|4.078384067043355|nan|nan|nan|nan|0.16053563335277488|,0|0|0|7518|0|0|120|,0|0|0|0|0|0|0|,0|0|0|7518|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,7397|46|0|0|0|0|120|,0|0|0|0|0|0|0|,7404|39|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
47,0|1|2|3|4|5|6|,7443|0|0|0|0|0|120|,50.06140115237009|nan|nan|nan|nan|nan|354.9758331779351|,9.93526345980628|nan|nan|nan|nan|nan|0.0758316637189472|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,7404|39|0|0|0|0|120|,49.909658182968364|78.86922026648257|nan|nan|nan|nan|354.9758331779351|,9.734723798985703|3.6492683279772233|nan|nan|nan|nan|0.0758316637189472|,0|0|0|7443|0|0|120|,0|0|0|0|0|0|0|,0|0|0|7443|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|0|120|,0|0|0|0|0|0|0|,5847|35|0|0|0|0|120|,0|0|0|0|0|0|1|,5840|42|0|0|0|0|119|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
48,0|1|2|3|4|5|6|,5882|0|0|0|0|0|119|,50.06068024187794|nan|nan|nan|nan|nan|354.98953191994576|,10.059788784333628|nan|nan|nan|nan|nan|0.034440445248878175|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5840|42|0|0|0|0|119|,49.857599856134996|78.29852435470815|nan|nan|nan|nan|354.98953191994576|,9.802997993117014|2.7041753943000884|nan|nan|nan|nan|0.034440445248878175|,0|0|0|5882|0|0|119|,0|0|0|0|0|0|0|,0|0|0|5834|0|0|0|,0|0|0|48|0|0|119|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|48|0|119|,0|0|0|0|0|0|0|,7266|45|0|0|48|0|119|,0|0|0|0|0|0|0|,7247|64|0|0|48|0|119|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
49,0|1|2|3|4|5|6|,7311|48|0|0|0|0|119|,49.939373143234086|248.951279975208|nan|nan|nan|nan|354.99505522911096|,10.133134824620244|0.0|nan|nan|nan|nan|0.01626851439707798|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,7247|64|0|0|48|0|119|,49.68251946299744|79.02403909128032|nan|nan|248.951279975208|nan|354.99505522911096|,9.794898725074884|3.5404631869422345|nan|nan|0.0|nan|0.01626851439707798|,0|0|0|7311|0|48|119|,0|0|0|0|0|0|0|,0|0|0|7311|0|0|0|,0|0|0|0|0|48|119|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|0|0|0|0|48|119|,0|0|0|0|0|0|0|,8740|44|0|0|0|48|119|,0|0|0|0|0|0|0|,8723|61|0|0|0|48|119|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
50,0|1|2|3|4|5|6|,8784|0|48|0|0|0|119|,49.99578807784612|nan|304.906131699292|nan|nan|nan|354.99766425562115|,9.937649284497637|nan|0.0|nan|nan|nan|0.007684702063972358|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,8723|61|0|0|0|48|119|,49.7979160421637|78.291489180433|nan|nan|nan|304.906131699292|354.99766425562115|,9.680738804851686|3.6408078864964764|nan|nan|nan|0.0|0.007684702063972358|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|
