Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,N_BeforePacking_AddAge0s,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
35,0|1|2|3|4|5|6|,194|224|115|57|16|3|25|,50.25918071925963|113.44465676002007|164.7957278161969|205.230325391608|237.06912928523727|262.13947730802647|298.36071604218046|,9.867842747351986|0.0|5.684341886080802e-14|0.0|0.0|0.0|26.3398803582737|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,193|225|115|57|19|19|6|,50.125487070002706|113.27851186342376|164.7957278161969|205.230325391608|241.02760528883553|284.16066650491894|343.3275395768419|,9.716547546593452|2.486629118497781|5.684341886080802e-14|0.0|9.141708745032599|6.938675756629166|8.819440507670542|,0|194|224|172|19|19|6|,0|0|0|0|0|0|0|,0|0|87|75|0|0|0|,0|194|137|97|19|19|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|194|137|62|51|22|6|,0|0|0|0|0|0|0|,273|196|137|62|51|22|6|,0|0|0|0|0|3|4|,273|196|137|62|51|19|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
36,0|1|2|3|4|5|6|,275|194|137|62|35|16|21|,50.05667707855698|113.44465676002008|164.79572781619694|205.23032539160806|237.06912928523727|262.13947730802647|301.22861745210076|,9.870193293741886|1.4210854715202004e-14|0.0|5.684341886080802e-14|0.0|0.0|16.257085562527966|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,273|196|137|62|51|19|2|,49.86290717661156|113.0677344328169|164.79572781619694|205.23032539160806|244.9343365080731|296.7657115601596|343.626223425542|,9.641732713911443|3.713891673218467|0.0|5.684341886080802e-14|11.63279836022703|8.41381415632879|10.759863165543464|,0|275|194|199|51|19|2|,0|0|0|0|0|0|0|,0|0|31|160|11|3|0|,0|275|163|39|40|16|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|275|163|24|42|29|2|,0|0|0|0|0|0|0|,243|277|163|24|42|29|2|,0|13|0|0|11|6|0|,244|263|163|24|31|23|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
37,0|1|2|3|4|5|6|,245|262|163|24|11|20|25|,50.84999341714907|113.44465676002007|164.79572781619694|205.23032539160803|237.06912928523724|262.13947730802647|298.6445941699066|,9.54170497280161|0.0|0.0|2.842170943040401e-14|2.842170943040401e-14|0.0|19.401709868789528|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,244|263|163|24|31|23|2|,50.72935308974421|113.3185791042935|164.79572781619694|205.23032539160803|253.2435473644561|294.522896353682|346.0441190564899|,9.37291383603482|2.040745138829944|0.0|2.842170943040401e-14|11.99526948887555|13.804425846870622|8.472476388842637|,0|245|262|187|31|23|2|,0|0|0|0|0|0|0|,0|0|112|78|0|0|0|,0|245|150|109|31|23|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|245|150|93|27|42|3|,0|0|0|0|0|0|0|,211|245|150|93|27|42|3|,0|0|0|0|0|13|0|,210|246|150|93|27|29|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
38,0|1|2|3|4|5|6|,211|245|150|93|16|11|32|,50.48115955187705|113.44465676002008|164.79572781619697|205.23032539160795|237.06912928523727|262.13947730802647|298.31865230543326|,10.031616354235627|1.4210854715202004e-14|2.842170943040401e-14|5.684341886080802e-14|0.0|0.0|19.790315834391883|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,210|246|150|93|27|29|3|,50.358462109270214|113.29344930367574|164.79572781619697|205.23032539160795|247.28297477600321|293.91069341584483|340.9289215714545|,9.896261881386765|2.3667710576355385|2.842170943040401e-14|5.684341886080802e-14|12.318361148921506|14.548390039261124|11.322826660254155|,0|211|245|243|27|29|3|,0|0|0|0|0|0|0|,0|0|10|142|0|8|0|,0|211|235|101|27|21|3|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|211|235|67|50|30|5|,0|0|0|0|0|0|0|,296|215|235|67|50|30|5|,0|0|0|0|0|11|1|,299|212|235|67|50|19|4|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
39,0|1|2|3|4|5|6|,300|211|235|67|34|16|23|,50.16824960831634|113.44465676002008|164.79572781619692|205.230325391608|237.06912928523727|262.13947730802647|300.9600461728515|,9.964185627610547|1.4210854715202004e-14|2.842170943040401e-14|0.0|0.0|0.0|20.522738564967224|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,299|212|235|67|50|19|4|,50.0666249863772|113.28951220722809|164.79572781619692|205.230325391608|245.09164065252983|292.8120862673093|339.66285572417723|,9.824397331460316|2.2536048027719446|2.842170943040401e-14|0.0|11.694719464633108|10.203725125696067|10.676780950671526|,0|300|211|302|50|19|4|,0|0|0|0|0|0|0|,0|0|68|291|8|6|2|,0|300|143|11|42|13|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|300|143|6|33|27|2|,0|0|0|0|0|0|0|,249|301|143|6|33|27|2|,0|0|5|0|1|15|0|,248|302|138|6|32|12|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
40,0|1|2|3|4|5|6|,250|300|138|6|5|27|14|,50.48885801847883|113.44465676002008|164.79572781619694|205.23032539160798|237.06912928523724|262.13947730802647|299.89494684526557|,9.837962179817985|1.4210854715202004e-14|0.0|2.842170943040401e-14|2.842170943040401e-14|0.0|17.808545618414822|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,248|302|138|6|32|12|2|,50.26792127905665|113.20916243516452|164.79572781619694|205.23032539160798|258.2222354294656|294.00760440883937|335.2190014638229|,9.563363902789128|2.88512538843814|0.0|2.842170943040401e-14|9.102847535239372|11.245158352159917|2.3526412038243905|,0|250|300|144|32|12|2|,0|0|0|0|0|0|0|,0|0|224|28|0|0|0|,0|250|76|116|32|12|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|250|76|113|8|39|2|,0|0|0|0|0|0|0|,102|250|76|113|8|39|2|,0|0|0|17|0|20|0|,102|250|76|96|8|19|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
41,0|1|2|3|4|5|6|,102|250|76|96|3|5|21|,49.75340393880229|113.44465676002007|164.79572781619697|205.23032539160798|237.06912928523727|262.13947730802647|293.550336786036|,10.108758530579887|0.0|2.842170943040401e-14|2.842170943040401e-14|0.0|0.0|18.008131810018643|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,102|250|76|96|8|19|2|,49.75340393880229|113.44465676002007|164.79572781619697|205.23032539160798|252.73809679948053|288.7215146198901|339.42414736442174|,10.108758530579887|0.0|2.842170943040401e-14|2.842170943040401e-14|12.137130046985828|10.64113060135742|1.8525046967745027|,0|102|250|172|8|19|2|,0|0|0|0|0|0|0|,0|0|7|3|0|0|0|,0|102|243|169|8|19|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|102|243|75|97|24|2|,0|0|0|0|0|0|0|,297|105|243|75|97|24|2|,0|0|0|0|39|0|0|,298|104|243|75|58|24|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
42,0|1|2|3|4|5|6|,300|102|243|75|56|2|26|,49.30272680315208|113.44465676002011|164.79572781619694|205.230325391608|237.06912928523727|262.13947730802647|301.8572017798618|,11.137018453220204|4.263256414560601e-14|0.0|0.0|0.0|0.0|16.044328044149076|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,298|104|243|75|58|24|2|,49.10370276838444|112.78143851431838|164.79572781619694|205.230325391608|237.93362404464378|298.4506901090918|342.7353418291018|,10.904405659639721|4.741758185150064|0.0|0.0|4.574476286216559|11.306576405519163|1.458689767905554|,0|300|102|318|58|24|2|,0|0|0|0|0|0|0|,0|0|0|306|3|0|0|,0|300|102|12|55|24|2|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|300|102|10|55|23|5|,0|0|0|0|0|0|0|,367|305|102|10|55|23|5|,0|0|0|0|15|3|0|,371|301|102|10|40|20|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
43,0|1|2|3|4|5|6|,372|300|102|10|2|38|25|,49.69348305029682|113.44465676002008|164.7957278161969|205.230325391608|237.06912928523727|262.13947730802647|312.1828320976958|,10.109391331034335|1.4210854715202004e-14|5.684341886080802e-14|0.0|0.0|0.0|14.254650800234547|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,371|301|102|10|40|20|5|,49.62468016027437|113.31766240283935|164.7957278161969|205.230325391608|260.885959906887|306.6606646701597|334.27150180783985|,10.035650283320784|2.1996067891156077|5.684341886080802e-14|0.0|5.463955675536645|8.997885716733348|9.06867662576893|,0|372|300|112|40|20|5|,0|0|0|0|0|0|0|,0|31|50|11|0|0|0|,0|341|250|101|40|20|5|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|341|250|93|10|55|8|,0|0|0|0|0|0|0|,221|343|250|93|10|55|8|,0|0|0|0|0|30|0|,222|342|250|93|10|25|8|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
44,0|1|2|3|4|5|6|,223|341|250|93|8|2|33|,51.03006093036025|113.44465676002008|164.79572781619694|205.23032539160795|237.06912928523727|262.13947730802647|304.08655982005854|,9.916699630611175|1.4210854715202004e-14|0.0|5.684341886080802e-14|0.0|0.0|22.374951470582616|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,222|342|250|93|10|25|8|,50.91216408170845|113.33868747514009|164.79572781619694|205.23032539160795|242.08319888979509|294.43175424437936|334.25782724405565|,9.781834337656628|1.9568484520398501|0.0|5.684341886080802e-14|10.028139209115682|15.99096504511872|8.027064306445022|,0|223|341|343|10|25|8|,0|0|0|0|0|0|0|,0|0|213|316|0|0|0|,0|223|128|27|10|25|8|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|223|128|20|15|22|13|,0|0|0|0|0|0|0|,301|225|128|20|15|22|13|,0|0|0|0|0|0|0|,302|224|128|20|15|22|13|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
45,0|1|2|3|4|5|6|,303|223|128|20|7|8|35|,50.9388028429068|113.4446567600201|164.79572781619694|205.230325391608|237.06912928523727|262.13947730802647|313.02258480140307|,9.926552156154829|2.842170943040401e-14|0.0|0.0|0.0|0.0|18.746944494624138|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,302|224|128|20|15|22|13|,50.83800273586229|113.30151291363761|164.79572781619694|205.230325391608|250.43998156405814|300.5453758748509|334.1378614463375|,9.78693194239789|2.1375934713708484|0.0|0.0|12.50728704912836|10.298399416882786|7.576952225907934|,0|303|223|148|15|22|13|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|303|223|148|15|22|13|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|303|223|128|27|26|17|,0|0|0|0|0|0|0|,286|306|223|128|27|26|17|,0|0|0|0|0|0|0|,287|305|223|128|27|26|17|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
46,0|1|2|3|4|5|6|,289|303|223|128|20|7|43|,50.262442083277755|113.44465676002008|164.7957278161969|205.23032539160798|237.06912928523724|262.13947730802647|314.49219741389595|,9.859285601072866|1.4210854715202004e-14|5.684341886080802e-14|2.842170943040401e-14|2.842170943040401e-14|0.0|20.505114543447686|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,287|305|223|128|27|26|17|,50.06024588688944|113.22061046169208|164.7957278161969|205.23032539160798|243.5688491429974|300.54440528081614|335.8241147939002|,9.587919567600492|2.7656994185836794|5.684341886080802e-14|2.842170943040401e-14|10.986531784658862|13.01723486358144|7.19552209273343|,0|289|303|351|27|26|17|,0|0|0|0|0|0|0|,0|0|117|312|0|4|3|,0|289|186|39|27|22|14|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|289|186|20|39|28|15|,0|0|0|0|0|0|0|,294|292|186|20|39|28|15|,0|0|0|0|0|12|6|,294|292|186|20|39|16|9|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
47,0|1|2|3|4|5|6|,297|289|186|20|19|20|25|,49.271641836763386|113.44465676002007|164.79572781619694|205.230325391608|237.06912928523727|262.13947730802647|314.6284830953815|,10.452757254975001|0.0|0.0|0.0|0.0|0.0|22.732097473459326|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,294|292|186|20|39|16|9|,48.965605963711134|113.09347697203236|164.79572781619694|205.230325391608|249.92571801487276|300.770902528893|339.26418188024996|,10.045347285263233|3.475017463472049|0.0|0.0|12.531052632354587|15.613812409052331|7.327790809830511|,0|297|289|206|39|16|9|,0|0|0|0|0|0|0|,0|0|57|61|0|0|0|,0|297|232|145|39|16|9|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|297|232|131|33|30|15|,0|0|0|0|0|0|0|,226|299|232|131|33|30|15|,0|0|0|0|0|6|1|,228|297|232|131|33|24|14|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
48,0|1|2|3|4|5|6|,228|297|232|131|14|19|38|,49.78174519192189|113.44465676002007|164.79572781619692|205.230325391608|237.0691292852372|262.13947730802647|307.4778983827297|,9.865050560472168|0.0|2.842170943040401e-14|0.0|5.684341886080802e-14|0.0|24.89383271146293|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,228|297|232|131|33|24|14|,49.78174519192189|113.44465676002007|164.79572781619692|205.230325391608|251.50357208623709|290.25924716413914|336.99558618602754|,9.865050560472168|0.0|2.842170943040401e-14|0.0|12.39045461477399|11.440463943453171|8.83906912634348|,0|228|297|363|33|24|14|,0|0|0|0|0|0|0|,0|0|96|333|0|0|0|,0|228|201|30|33|24|14|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|228|201|17|27|43|14|,0|0|0|0|0|0|0|,489|230|201|17|27|43|14|,0|0|0|0|0|23|8|,486|233|201|17|27|20|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
49,0|1|2|3|4|5|6|,491|228|201|17|13|14|26|,50.54877487249639|113.44465676002008|164.7957278161969|205.230325391608|237.0691292852372|262.13947730802647|302.33884477076805|,10.570503822646348|1.4210854715202004e-14|5.684341886080802e-14|0.0|5.684341886080802e-14|0.0|23.58229545749639|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,486|233|201|17|27|20|6|,50.23244410602857|112.75477411223355|164.7957278161969|205.230325391608|250.0685690007576|290.5809778134558|341.53173462847553|,10.147418563855782|4.678414761175564|5.684341886080802e-14|0.0|12.52657354793861|10.838853193320876|4.62208401997641|,0|491|228|218|27|20|6|,0|0|0|0|0|0|0|,0|69|58|105|0|0|0|,0|422|170|113|27|20|6|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|422|170|104|22|33|7|,0|0|0|0|0|0|0|,141|424|170|104|22|33|7|,0|0|0|0|0|9|0|,141|424|170|104|22|24|7|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
50,0|1|2|3|4|5|6|,143|422|170|104|9|13|31|,49.51700664900074|113.44465676002008|164.79572781619692|205.23032539160798|237.06912928523727|262.13947730802647|303.92447412948815|,10.242468533667783|1.4210854715202004e-14|2.842170943040401e-14|2.842170943040401e-14|0.0|0.0|22.917950170660514|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,141|424|170|104|22|24|7|,49.12702280138909|113.27279926542386|164.79572781619692|205.23032539160798|251.88342584415815|292.84994254083796|341.89429671914576|,9.771462852356475|2.4990694103378335|2.842170943040401e-14|2.842170943040401e-14|12.326239812258233|11.001264943354498|6.990807454439268|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|,NA|NA|NA|NA|NA|NA|NA|
