Age,Class,N_Initial_Age,AgeSize_Mean,AgeSize_Std,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack_Class,Capture_Back,PackingDeaths_Emigration_Class,N_AfterEmigration_Class,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut_Class,Capture_Out,PackingDeaths_Immigration_Class,N_Immigration_Class,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,50.0,541,49.957322607935566,9.865382440363978,538,49.7811366737206,9.597678902997597,0,0,0,0,0,0,0,0,40,726,0,0
1,100.0,460,134.4593188156105,0.0,3,81.5533334771526,5.276078856707041,541,0,0,541,0,0,0,0,0,6,0,0
2,150.0,231,181.3429854668016,1.1368683772161603e-13,460,134.4593188156105,0.0,460,0,16,444,0,0,521,0,67,454,0,0
3,200.0,126,218.25988232814922,1.4210854715202004e-13,357,194.37247847668897,17.64201693421029,357,0,22,335,0,0,607,0,207,400,0,0
4,250.0,71,247.3287963277921,8.526512829121202e-14,110,255.4440920042602,10.94967473825739,110,0,9,101,0,0,164,0,21,143,0,0
5,300.0,39,270.2180918255229,1.1368683772161603e-13,41,299.17760968567995,12.772226260268797,41,0,9,32,0,0,56,0,16,40,0,0
6,350.0,45,302.2714851725141,15.789809785137235,4,333.9837089125642,5.3823473758633416,4,0,2,2,0,0,6,0,3,3,0,0
Totals,7,1513,NA,NA,1513,NA,NA,1513,0,58,1455,0,0,1354,0,354,1772,0,0
