Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,4294,58,155.62989644112872,79.26797690782904,28,30,0,6,6,0,140,79,140,0,0,0,0,48,0,48,0,0,0,0,86,0,86,17,24,23,0,0,20,23,20,402,0.9206089689145576,0.912151067323
2,3674,30,176.34256407746506,49.713450228895844,20,10,0,1,3,0,3,2,3,0,0,0,0,26,0,26,0,0,0,0,23,0,23,14,22,21,2,0,7,21,7,385,0.9126984126984129,0.901587301587
3,2618,42,176.0852326461041,42.912297856436965,22,20,0,3,1,0,84,48,84,0,0,0,0,32,0,32,0,0,0,0,64,0,64,16,28,26,1,0,15,26,15,392,0.9168826260662997,0.901360544218
4,2579,58,126.99389702333319,82.6662549654699,25,33,0,2,6,0,7,4,7,0,0,0,0,55,0,55,0,0,0,0,36,0,36,16,30,21,1,1,7,21,7,402,0.9196747069814847,0.90065681445
5,161,32,121.04716495349896,79.3941447269453,8,24,0,1,4,0,0,0,0,0,0,0,0,34,0,34,0,0,0,21,26,0,26,15,25,15,0,0,4,15,4,390,0.90478515625,0.919642857143
6,159,25,53.349525400597614,25.89347553620945,15,10,0,0,0,0,0,0,0,0,0,0,0,45,0,45,0,0,0,12,25,0,25,21,25,2,0,0,0,2,0,374,0.9000761904761905,0.895238095238
7,2801,47,152.19784848192742,57.15142607647324,27,20,0,3,2,0,64,36,64,0,0,0,0,33,0,33,0,0,0,0,55,0,55,13,23,26,1,0,12,26,12,397,0.9194528875379937,0.895643363728
8,5727,89,101.5081404972451,72.32290663525531,49,40,0,5,2,0,95,55,95,0,0,0,0,81,0,81,0,0,0,0,79,0,79,15,36,18,0,1,15,18,15,402,0.92121004442681,0.897806313537
9,4038,45,174.5669375655316,44.76015419910859,28,17,0,3,3,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,32,0,32,19,30,31,0,0,14,31,14,396,0.9176014109347442,0.903703703704
10,3360,94,126.89900630048284,69.48376162930406,49,45,0,4,2,0,24,14,24,0,0,0,0,68,0,68,0,0,0,0,54,0,54,12,42,36,1,1,19,36,19,402,0.9225166526547242,0.908308004053
11,279,36,173.1243774629985,49.61616252694146,17,19,0,3,2,0,72,41,72,0,0,0,0,25,0,25,0,0,0,0,56,0,56,11,24,24,0,0,12,24,12,394,0.9139844209288653,0.907407407407
12,293,44,151.76294025891727,74.84213191575235,20,24,0,4,3,0,60,34,60,0,0,0,0,39,0,39,0,0,0,1,59,0,59,14,31,21,1,0,11,21,11,398,0.913296930342385,0.908008658009
13,174,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0.0,0.0
14,205,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0.0
15,159,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.0,0.0
16,176,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0.0,0.0
17,30,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0
18,13,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
19,461,69,142.05145090457512,77.04568300528497,36,33,0,6,5,0,181,102,181,0,0,0,0,47,0,47,0,0,0,0,118,0,118,12,38,28,0,0,18,28,18,401,0.9214150688630837,0.904761904762
20,642,67,122.83303397949366,75.17934439037845,32,35,0,3,2,0,52,30,52,0,0,0,0,67,0,67,0,0,0,0,49,0,49,20,26,23,1,0,12,23,12,401,0.9149030964580084,0.901208244492
21,84,16,114.33276120433578,35.10477947402456,8,8,0,0,0,0,0,0,0,0,0,0,11,12,0,12,0,0,0,24,8,0,8,3,8,12,0,0,0,12,0,326,0.8970424107142857,0.89880952381
22,252,69,89.88927409226149,71.8419193320183,31,38,0,4,1,0,85,48,85,0,0,0,0,67,0,67,0,0,0,0,65,0,65,9,24,12,0,1,7,12,7,401,0.9054620377871792,0.899930986888
23,112,42,175.06955252326685,45.20962835655353,19,23,0,2,2,0,39,22,39,0,0,0,23,14,0,14,0,0,0,35,29,0,29,8,12,28,1,1,12,28,12,398,0.9161807580174928,0.909297052154
24,275,42,180.60933105193672,41.46421922735166,18,24,0,1,3,0,38,22,38,0,0,0,0,23,0,23,0,0,0,0,30,0,30,10,14,23,0,0,19,23,19,398,0.9156003671309795,0.899092970522
25,75,10,120.77902526745811,56.26361225629703,6,4,0,1,0,0,0,0,0,0,0,0,13,11,0,11,0,0,0,35,9,0,9,6,9,6,0,0,1,6,1,269,0.8838095238095244,0.933333333333
