Age,Class,N_Initial_Age,AgeSize_Mean,AgeSize_Std,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack_Class,Capture_Back,PackingDeaths_Emigration_Class,N_AfterEmigration_Class,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut_Class,Capture_Out,PackingDeaths_Immigration_Class,N_Immigration_Class,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,50.0,486,50.17126409393489,10.543421536307404,481,49.88116923592314,10.203508244685242,0,0,0,0,0,0,0,0,3,633,0,0
1,100.0,423,134.4593188156105,0.0,5,78.0783894346647,1.6364294374881188,486,0,19,467,0,0,0,0,0,4,0,0
2,150.0,226,181.34298546680154,5.684341886080802e-14,423,134.4593188156105,0.0,423,0,20,403,0,0,441,0,17,424,0,0
3,200.0,147,218.25988232814936,0.0,373,195.89200380089838,18.03969719224319,373,0,29,344,0,0,556,0,119,437,0,0
4,250.0,79,247.32879632779205,1.4210854715202004e-13,131,256.4146235482654,11.198925297118627,131,0,25,106,0,0,183,0,34,149,0,0
5,300.0,52,270.21809182552283,5.684341886080802e-14,41,297.62685740739613,11.563378464810686,41,0,6,35,0,0,70,0,10,60,0,0
6,350.0,47,301.7909358843953,15.35111765289649,6,330.2454721438894,2.033236468123328,6,0,0,6,0,0,4,0,0,4,0,0
Totals,7,1460,NA,NA,1460,NA,NA,1460,0,99,1361,0,0,1254,0,183,1711,0,0
