Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,5300,52,152.3949543980707,81.62243830325313,25,27,0,6,5,0,112,72,112,0,0,0,0,35,0,35,0,0,0,0,77,0,77,12,37,22,2,1,13,22,13,388,0.9010636799098336,0.930402930403
2,5165,19,174.84375774209676,43.106569250391395,6,13,0,1,1,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,20,0,20,11,20,10,0,0,9,10,9,334,0.8961878380160928,0.924812030075
3,2483,66,122.08906728132945,83.2835978054451,35,31,0,4,5,0,50,32,50,0,0,0,0,59,0,59,0,0,0,0,50,0,50,18,31,14,1,0,17,14,17,383,0.8886429227338318,0.919913419913
4,2492,49,111.40353622914334,78.7261032993121,20,29,0,2,3,0,38,24,38,0,0,0,0,41,0,41,0,0,0,0,42,0,42,5,28,13,1,1,7,13,7,368,0.8857817179349874,0.920310981535
5,151,45,115.06507623897207,75.0170148516091,25,20,0,3,3,0,114,72,114,0,0,0,2,49,0,49,0,0,0,18,69,0,69,18,26,17,0,0,6,17,6,369,0.8751557907113465,0.908994708995
6,162,57,113.67839898255576,73.6482115261656,27,30,0,4,1,0,132,84,132,0,0,0,0,51,0,51,0,0,0,23,76,0,76,11,27,18,1,0,8,18,8,383,0.8947075290565594,0.927318295739
7,2682,44,132.853718617573,65.34923565152214,18,26,0,1,1,0,0,0,0,0,0,0,0,46,0,46,0,0,0,0,32,0,32,18,30,20,0,1,7,20,7,386,0.8879870129870131,0.914502164502
8,2490,74,91.16307888161168,65.99022568324557,27,47,0,0,2,0,0,0,0,0,0,0,0,67,0,67,0,0,0,0,24,0,24,8,24,13,2,1,7,13,7,372,0.8507991582315904,0.904761904762
9,2649,59,152.07717255253615,71.85015749534578,29,30,0,4,4,0,143,91,143,0,0,0,0,50,0,50,0,0,0,0,87,0,87,20,33,29,1,2,13,29,13,396,0.9007947907689358,0.907183212268
10,2459,62,135.45914551915496,78.85167814356778,28,34,0,3,6,0,0,0,0,0,0,0,0,46,0,46,0,0,0,0,42,0,42,7,42,23,0,5,9,23,9,391,0.9041858678955456,0.913978494624
11,320,54,121.2901115439248,82.14374924809096,26,28,0,4,2,0,55,35,55,0,0,0,0,50,0,50,0,0,0,0,54,0,54,12,32,17,0,0,10,17,10,381,0.8844225618916979,0.907407407407
12,309,46,117.15491365429071,79.66825470779206,22,24,0,4,2,0,48,30,48,0,0,0,0,40,0,40,0,0,0,0,45,0,45,9,25,12,0,0,10,12,10,377,0.8911018093437753,0.928571428571
13,147,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0.0,0.0
14,151,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0
15,207,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0.0,0.0
16,141,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0.0,0.0
17,93,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.0,0.0
18,3,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
19,484,65,118.77623614150872,80.55036502229548,28,37,0,5,6,0,102,65,102,0,0,0,0,52,0,52,0,0,0,0,76,0,76,10,36,24,2,0,7,24,7,382,0.8860862214708367,0.920146520147
20,398,41,134.33577975709488,72.16911801393148,16,25,0,1,3,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,30,0,30,11,30,14,0,1,11,14,11,364,0.8865046315968387,0.921022067364
21,198,52,110.78654623229896,69.53628106447984,26,26,0,2,1,0,62,39,62,0,0,0,0,49,0,49,0,0,0,6,49,0,49,14,24,14,0,0,10,14,10,368,0.8435210622710628,0.923076923077
22,216,35,115.4620283954663,87.67459326250896,20,15,0,0,4,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,21,0,21,10,19,7,0,1,6,7,6,311,0.7933916423712342,0.880272108844
23,193,54,76.08536865402974,54.18350204459505,19,35,0,2,0,0,39,25,39,0,0,0,0,65,0,65,0,0,0,0,42,0,42,17,28,11,0,0,2,11,2,308,0.8535012084394801,0.897707231041
24,330,30,110.86616155646293,74.77667916976228,14,16,0,0,2,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,29,0,29,16,25,10,0,0,4,10,4,314,0.8428571428571427,0.9
25,97,12,64.25389656378537,31.846854230550534,8,4,0,0,0,0,0,0,0,0,0,0,2,24,0,24,0,0,0,40,2,0,2,12,2,2,0,0,0,2,0,130,0.7554563492063493,0.924603174603
26,216,30,144.85013125382972,90.13504957183271,21,9,0,4,3,0,163,103,163,0,0,0,0,26,0,26,0,0,0,4,94,0,94,8,33,11,1,0,7,11,7,343,0.8900793650793652,0.920634920635
27,102,11,60.19860778174896,24.98545512285161,4,7,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,10,18,0,18,4,18,1,0,0,0,1,0,113,0.7310114128295945,0.935064935065
28,111,53,104.80597506361501,73.58813675180667,23,30,0,1,4,0,0,0,0,0,0,0,4,51,0,51,0,0,0,1,25,0,25,12,25,14,0,0,8,14,8,378,0.8884707318313585,0.912848158131
29,68,20,81.66340828259462,39.82847263325625,9,11,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,45,1,0,1,8,1,7,0,0,0,7,0,249,0.8114880952380956,0.907142857143
30,119,22,175.48036048912138,55.09713078442709,13,9,0,0,3,0,0,0,0,0,0,0,0,26,0,26,0,0,0,19,15,0,15,15,15,15,0,0,7,15,7,339,0.8986127508854781,0.917748917749
31,3735,41,127.07367546369586,76.21063376208859,22,19,0,1,4,0,32,20,32,0,0,0,0,38,0,38,0,0,0,0,51,0,51,11,38,15,0,0,9,15,9,365,0.8825529021840742,0.927990708479
32,2880,53,113.19196245777569,73.99500798591,26,27,0,4,1,0,52,32,52,0,0,0,0,48,0,48,0,0,0,0,49,0,49,13,27,17,0,0,8,17,8,383,0.8684076692264663,0.906558849955
33,949,47,149.47165375122887,71.08724335987836,28,19,0,4,4,0,125,79,125,0,0,0,0,32,0,32,0,0,0,0,84,0,84,11,38,19,0,2,13,19,13,387,0.897594257259264,0.908814589666
34,1040,57,146.6615657471837,68.04631011657175,30,27,0,3,3,0,11,8,11,0,0,0,0,44,0,44,0,0,0,0,57,0,57,9,53,24,1,2,15,24,15,397,0.9065060311597711,0.921470342523
35,565,58,104.80934116424667,69.22338415335885,31,27,0,3,1,0,126,94,126,0,0,0,0,61,12,49,0,0,0,0,73,15,58,15,40,19,1,0,6,19,6,377,0.8982433044561462,0.925287356322
