Age,Class,N_Initial_Age,AgeSize_Mean,AgeSize_Std,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack_Class,Capture_Back,PackingDeaths_Emigration_Class,N_AfterEmigration_Class,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut_Class,Capture_Out,PackingDeaths_Immigration_Class,N_Immigration_Class,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,50.0,675,49.775484236525294,10.167670308907075,669,49.523072309346304,9.852967047037632,0,0,0,0,0,0,0,0,22,652,0,0
1,100.0,565,134.4593188156105,0.0,6,77.91941411698222,2.590230395984721,675,0,8,667,0,0,0,0,0,6,0,0
2,150.0,272,181.3429854668015,2.842170943040401e-14,565,134.4593188156105,0.0,565,0,21,544,0,0,641,0,70,571,0,0
3,200.0,156,218.2598823281493,5.684341886080802e-14,428,194.79867684617125,17.767575533917842,428,0,62,366,0,0,724,0,226,498,0,0
4,250.0,77,247.3287963277921,8.526512829121202e-14,124,256.0045776858029,11.104654024561222,124,0,8,116,0,0,174,0,28,146,0,0
5,300.0,47,270.2180918255229,1.1368683772161603e-13,65,298.7388038035347,11.537417824905202,65,0,16,49,0,0,84,0,22,62,0,0
6,350.0,68,300.3755022601861,13.645951829367322,3,335.83730215430063,4.596986745702775,3,0,1,2,0,0,5,0,3,2,0,0
Totals,7,1860,NA,NA,1860,NA,NA,1860,0,116,1744,0,0,1628,0,371,1937,0,0
