Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,5057,47,164.00868753464712,68.28653566654936,22,25,0,5,3,0,97,55,97,0,0,0,0,30,0,30,0,0,0,0,78,0,78,14,33,24,0,1,15,24,15,392,0.9090409364288946,0.937183383992
2,4264,57,112.10477827582629,75.9583485011106,30,27,0,5,0,0,46,27,46,0,0,0,0,49,0,49,0,0,0,0,37,0,37,11,17,12,0,0,14,12,14,383,0.8875258321241699,0.923976608187
3,2531,70,109.94154668215984,74.29891118543205,46,24,0,4,2,0,130,76,130,0,0,0,0,71,0,71,0,0,0,0,85,0,85,17,27,20,1,0,11,20,11,387,0.8832069970845483,0.931292517007
4,2658,68,105.5733247744855,77.8692598898341,30,38,0,0,6,0,0,0,0,0,0,0,0,57,0,57,0,0,0,0,26,0,26,11,23,16,1,1,10,16,10,373,0.8843559482616576,0.93137254902
5,141,27,153.0046488130964,80.95905452341594,12,15,0,5,2,0,66,38,66,0,0,0,0,30,0,30,0,0,0,27,42,0,42,16,14,14,0,0,7,14,7,353,0.8973806257756874,0.934744268078
6,123,13,137.5151891449252,49.58489074313568,5,8,0,0,1,0,0,0,0,0,0,0,0,18,0,18,0,0,0,26,13,0,13,10,13,9,0,0,2,9,2,282,0.8812341504649196,0.912087912088
7,2660,25,166.36773299640151,61.61842287357369,12,13,0,2,3,0,49,29,49,0,0,0,0,22,0,22,0,0,0,0,47,0,47,13,26,13,1,0,9,13,9,362,0.9003809523809523,0.902857142857
8,949,44,126.48010512657218,81.43702758241841,18,26,0,2,2,0,58,34,58,0,0,0,0,46,0,46,0,0,0,0,53,0,53,18,29,13,1,0,10,13,10,368,0.8731429555293192,0.906926406926
9,4621,75,146.77626668352104,67.92745013873986,35,40,0,5,3,0,90,52,90,0,0,0,0,51,0,51,0,0,0,0,60,0,60,12,21,33,1,1,21,33,21,399,0.9044232804232805,0.928253968254
10,4636,40,177.9483730777668,59.53519775172278,26,14,0,6,4,0,69,39,69,0,0,0,0,30,0,30,0,0,0,0,65,0,65,13,33,19,1,0,17,19,17,389,0.9088690476190474,0.928571428571
