Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,5475,59,131.91068623888927,70.05479006499786,24,35,0,3,1,0,55,36,55,0,0,0,0,46,0,46,0,0,0,0,54,0,54,10,34,24,2,1,11,24,11,383,0.8789619841041846,0.928974979822
2,4063,39,118.03196467962971,75.36031490281417,15,24,0,0,4,0,0,0,0,0,0,0,0,38,0,38,0,0,0,0,18,0,18,13,18,13,1,0,6,13,6,352,0.8819855358316896,0.915750915751
3,2933,76,117.07787441303957,71.55344674750741,44,32,0,2,3,0,52,34,52,0,0,0,0,66,0,66,0,0,0,0,51,0,51,15,28,28,2,0,12,28,12,389,0.8929189750692521,0.917919799499
4,3019,89,112.63710758070467,77.27755769781395,48,41,0,6,2,0,171,111,171,0,0,0,0,77,0,77,0,0,0,0,101,0,101,16,37,22,1,1,16,22,16,387,0.8922454476046194,0.922418405564
5,147,29,85.52375510681287,54.87854395573533,14,15,0,0,1,0,0,0,0,0,0,0,2,35,0,35,0,0,0,0,26,0,26,9,26,8,0,0,1,8,1,264,0.7811845308872657,0.889983579639
6,135,19,180.60550834194748,61.13314522866619,11,8,0,4,3,0,60,39,60,0,0,0,13,15,0,15,0,0,0,21,34,0,34,10,13,14,1,0,4,14,4,342,0.8979026513652552,0.944862155388
7,2459,38,185.30669160813207,42.53354198763063,23,15,0,4,1,0,19,12,19,0,0,0,0,21,0,21,0,0,0,0,46,0,46,14,38,20,3,1,14,20,14,377,0.9029646484632637,0.921052631579
8,2012,24,188.03142472284117,53.63436555691248,13,11,0,2,3,0,30,19,30,0,0,0,0,12,0,12,0,0,0,0,35,0,35,7,23,15,1,0,8,15,8,357,0.902571097883598,0.938492063492
9,3956,39,182.41643368595518,60.063419266355275,17,22,0,4,5,0,160,102,160,0,0,0,0,42,0,42,0,0,0,0,91,0,91,18,32,26,1,0,10,26,10,388,0.910115525500141,0.910866910867
10,4192,46,139.86100216139565,70.26297802459922,19,27,0,1,4,0,24,16,24,0,0,0,0,37,0,37,0,0,0,0,41,0,41,12,31,21,3,0,8,21,8,377,0.8965028355387523,0.93685300207
11,349,61,155.21872217583353,89.30524069544292,34,27,0,8,7,0,237,153,237,0,0,0,0,47,0,47,0,0,0,0,114,0,114,15,29,20,2,1,17,20,17,389,0.89209889814566,0.935206869633
12,228,64,103.92946557207021,67.5798925117275,27,37,0,3,2,0,127,82,127,0,0,0,0,62,0,62,0,0,0,0,76,0,76,13,29,24,1,1,3,24,3,374,0.8761683872767857,0.904761904762
13,176,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0.0
14,87,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0.0,0.0
15,97,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0.0
16,167,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0.0
17,106,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0
18,59,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0
19,587,38,143.4200917111204,69.87224983390513,14,24,0,3,0,0,84,54,84,0,0,0,0,30,0,30,0,0,0,0,52,0,52,11,20,17,0,1,10,17,10,362,0.896830893022029,0.924812030075
