Age,Class,N_Initial_Age,AgeSize_Mean,AgeSize_Std,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack_Class,Capture_Back,PackingDeaths_Emigration_Class,N_AfterEmigration_Class,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut_Class,Capture_Out,PackingDeaths_Immigration_Class,N_Immigration_Class,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,50.0,720,50.237473491428155,9.751638220302477,716,50.06440503153574,9.495750378970673,0,0,0,0,0,0,0,0,20,962,0,0
1,100.0,594,134.45931881561046,2.842170943040401e-14,4,81.21672781216947,3.409491860419556,720,0,21,699,0,0,0,0,0,4,0,0
2,150.0,280,181.34298546680154,5.684341886080802e-14,594,134.45931881561046,2.842170943040401e-14,594,0,53,541,0,0,668,0,84,584,0,0
3,200.0,138,218.2598823281494,2.842170943040401e-14,418,193.5308605071508,17.36070931224879,418,0,51,367,0,0,720,0,170,550,0,0
4,250.0,87,247.32879632779208,1.1368683772161603e-13,147,256.6713659187026,11.249943533789693,147,0,10,137,0,0,179,0,28,151,0,0
5,300.0,60,270.21809182552283,5.684341886080802e-14,53,299.4615057976428,10.355335785145394,53,0,11,42,0,0,87,0,12,75,0,0
6,350.0,56,301.51817808442087,13.359858366694997,3,337.85272181749843,6.508349028569125,3,0,0,3,0,0,5,0,2,3,0,0
Totals,7,1935,NA,NA,1935,NA,NA,1935,0,146,1789,0,0,1659,0,316,2329,0,0
