Age,Class,N_Initial_Age,AgeSize_Mean,AgeSize_Std,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack_Class,Capture_Back,PackingDeaths_Emigration_Class,N_AfterEmigration_Class,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut_Class,Capture_Out,PackingDeaths_Immigration_Class,N_Immigration_Class,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,50.0,515,50.45111695165706,10.228881388408315,511,50.22318640585222,9.936525747043378,0,0,0,0,0,0,0,0,41,791,0,0
1,100.0,468,134.4593188156105,0.0,4,79.56924417822553,1.8094561829412654,515,0,23,492,0,0,0,0,0,2,0,0
2,150.0,315,181.34298546680154,5.684341886080802e-14,468,134.4593188156105,0.0,468,0,8,460,0,0,468,0,39,429,0,0
3,200.0,155,218.25988232814933,2.842170943040401e-14,470,193.51770677213963,17.355952635397696,470,0,58,412,0,0,661,0,172,489,0,0
4,250.0,101,247.3287963277921,8.526512829121202e-14,159,255.67835066029758,11.01818310065746,159,0,15,144,0,0,210,0,22,188,0,0
5,300.0,58,270.21809182552283,5.684341886080802e-14,74,299.425956931307,11.281652442674433,74,0,6,68,0,0,104,0,27,77,0,0
6,350.0,80,302.2678305956155,14.867831007595765,6,337.31760578875395,7.038333239820662,6,0,1,5,0,0,8,0,2,6,0,0
Totals,7,1692,NA,NA,1692,NA,NA,1692,0,111,1581,0,0,1451,0,303,1982,0,0
