Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,6206,37,161.07093106400913,79.43562992345588,22,15,0,5,2,0,184,113,184,0,0,0,0,39,0,39,0,0,0,0,106,0,106,21,34,15,1,0,12,15,12,292,0.8614560506452398,0.898326898327
2,5211,34,148.9092342152055,70.23953926457018,16,18,0,1,2,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,23,0,23,12,23,20,3,0,3,20,3,278,0.863301202834075,0.879551820728
3,2953,86,97.54025268830736,71.13633155124943,35,51,0,2,3,0,66,41,66,0,0,0,0,91,0,91,0,0,0,0,71,0,71,18,45,24,0,1,8,24,8,299,0.8630920188518891,0.875415282392
4,2879,59,135.27835745516438,72.99696441263397,26,33,0,2,5,0,20,12,20,0,0,0,0,54,0,54,0,0,0,0,57,0,57,19,46,23,1,0,15,23,15,293,0.8599950753067672,0.901533494754
5,172,49,72.82229909519067,50.796529467167005,25,24,0,2,0,0,20,12,20,0,0,0,0,64,0,64,0,0,0,0,47,0,47,19,37,8,0,0,1,8,1,256,0.8419011919636659,0.893100097182
6,190,71,95.94477767509325,67.02273693838173,34,37,0,2,3,0,20,12,20,0,0,0,0,75,0,75,0,0,0,18,40,0,40,19,31,18,1,0,8,18,8,297,0.8592871784698805,0.898054996647
7,3976,60,130.75634081745417,71.56889268255806,32,28,0,4,2,0,109,69,109,0,0,0,0,46,0,46,0,0,0,0,80,0,80,16,38,21,3,2,12,21,12,296,0.8598346560846561,0.879365079365
8,2831,35,160.9793261206542,78.04579644288145,13,22,0,3,5,0,3,2,3,0,0,0,0,31,0,31,0,0,0,0,36,0,36,14,35,14,0,1,12,14,12,271,0.8565792031098153,0.859863945578
9,3709,112,106.10386157992905,68.75180338173418,63,49,0,3,4,0,22,14,22,0,0,0,0,94,0,94,0,0,0,0,50,0,50,15,39,38,0,1,12,38,12,310,0.8452305029154518,0.90518707483
10,3331,72,135.83408979010164,76.92239363853658,35,37,0,5,4,0,44,28,44,0,0,0,0,49,0,49,0,0,0,0,52,0,52,10,36,31,1,0,13,31,13,306,0.8533858759553201,0.890873015873
11,232,89,108.68721085306736,71.93710585442456,43,46,0,5,4,0,60,37,60,0,0,0,0,80,0,80,0,0,0,0,58,0,58,14,33,27,2,1,10,27,10,302,0.8539235666492327,0.856072766185
12,336,34,180.13248603413976,40.46687481713381,19,15,0,3,0,0,110,69,110,0,0,0,0,22,0,22,0,0,0,0,77,0,77,7,36,23,2,0,9,23,9,287,0.8665554457076952,0.879551820728
13,115,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0
14,209,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0.0
15,44,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.0,0.0
16,194,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0.0,0.0
