Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,4339,92,110.4596348254552,70.20840357194837,52,40,0,2,3,0,11,7,11,0,0,0,0,76,0,76,0,0,0,0,46,0,46,15,40,33,0,0,13,33,13,340,0.8772644927536232,0.909937888199
2,5986,71,114.0535527877669,76.45871828601673,41,30,0,3,3,0,94,56,94,0,0,0,0,59,0,59,0,0,0,0,70,0,70,9,31,16,1,0,14,16,14,328,0.8568594666591098,0.840375586854
3,3219,59,148.03917106311354,75.97456167113808,37,22,0,7,2,0,158,93,158,0,0,0,0,46,0,46,0,0,0,0,106,0,106,12,39,26,1,1,16,26,16,336,0.8844885842874926,0.895076674738
4,3021,102,115.30915688291496,73.76462845084848,50,52,0,6,4,0,73,43,73,0,0,0,0,84,0,84,0,0,0,0,71,0,71,18,38,36,1,0,16,36,16,349,0.8754371029457536,0.894024276377
5,172,30,198.25723961984548,68.35716604873349,17,13,0,6,7,0,80,48,80,0,0,0,0,21,0,21,0,0,0,13,65,0,65,7,33,20,1,0,9,20,9,328,0.8878042328042329,0.906349206349
6,137,19,172.76402607714715,61.009119259212085,9,10,0,2,2,0,107,65,107,0,0,0,2,24,0,24,0,0,0,26,60,0,60,18,18,14,1,0,4,14,4,282,0.8745548080728133,0.907268170426
7,3957,57,140.20280024315517,76.40567577170894,30,27,0,3,4,0,50,31,50,0,0,0,0,52,0,52,0,0,0,0,66,0,66,19,45,20,0,0,16,20,16,324,0.8589529379003059,0.898078529657
8,4728,36,152.04902563223993,59.6786454634921,21,15,0,1,0,0,61,36,61,0,0,0,0,29,0,29,0,0,0,0,47,0,47,11,18,19,1,2,8,19,8,317,0.8765983245149911,0.89417989418
9,3452,121,98.72375135014157,76.53512956473745,66,55,0,6,2,0,69,42,69,0,0,0,0,99,0,99,0,0,0,0,64,0,64,10,34,20,1,0,19,20,19,342,0.865332513717187,0.879181424636
10,2189,48,141.70618831871448,84.37839160552078,23,25,0,6,4,0,131,77,131,0,0,0,0,37,0,37,0,0,0,0,96,0,96,12,42,17,0,0,14,17,14,319,0.86677414021164,0.889880952381
11,236,26,183.47132306588688,48.35505865399606,16,10,0,2,1,0,37,22,37,0,0,0,0,21,0,21,0,0,0,0,55,0,55,11,40,17,0,1,8,17,8,301,0.8803888419273035,0.906593406593
12,256,31,160.2342107178031,74.61493323732563,15,16,0,3,4,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,29,0,29,14,27,16,2,1,6,16,6,301,0.8714632575194488,0.898617511521
13,135,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0
14,110,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0.0,0.0
15,213,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0
16,167,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0.0
17,63,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0
18,70,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0.0
19,467,35,139.94759319338542,61.45510914182674,16,19,0,1,1,0,41,24,41,0,0,0,0,30,0,30,0,0,0,0,57,0,57,15,38,17,0,0,10,17,10,299,0.8708649173955296,0.904761904762
20,320,67,104.77641667308951,71.55337538157502,34,33,0,4,2,0,93,56,93,0,0,0,0,59,0,59,0,0,0,0,77,0,77,11,38,20,0,1,7,20,7,328,0.8673583044266938,0.896233120114
21,169,10,216.66617199471966,62.71479132935336,5,5,0,3,3,0,51,30,51,0,0,0,0,14,0,14,0,0,0,0,59,0,59,13,38,4,0,0,6,4,6,213,0.8338095238095244,0.871428571429
22,229,28,182.51420217748955,54.69870321146627,17,11,0,3,2,0,46,27,46,0,0,0,0,20,0,20,0,0,0,0,42,0,42,6,23,19,1,2,6,19,6,295,0.8726919339164239,0.904761904762
23,234,26,165.60111552652137,57.141910319284264,13,13,0,3,3,0,28,17,28,0,0,0,0,32,0,32,0,0,0,0,53,0,53,22,40,20,0,1,5,20,5,299,0.8799309664694279,0.891941391941
24,288,88,91.94109179397697,66.58384319766154,41,47,0,2,2,0,39,23,39,0,0,0,0,78,0,78,0,0,0,0,44,0,44,9,28,20,0,0,10,20,10,326,0.8712459415584415,0.906926406926
25,182,40,79.94555769862795,54.40200232697283,22,18,0,2,0,0,46,27,46,0,0,0,0,37,0,37,0,0,0,0,41,0,41,6,20,10,0,0,1,10,1,262,0.8243750000000001,0.879761904762
26,72,10,71.66535823030145,59.3482080786965,5,5,0,0,1,0,0,0,0,0,0,0,8,17,0,17,0,0,0,29,5,0,5,8,5,0,0,0,1,0,1,169,0.7952380952380957,0.895238095238
27,169,56,103.85185812828023,66.3043632207091,27,29,0,0,1,0,0,0,0,0,0,0,0,53,0,53,0,0,0,12,28,0,28,12,26,12,2,0,9,12,9,310,0.8519573007774539,0.90731292517
28,140,2,211.35039128153625,76.89107246592575,2,0,0,1,0,0,41,25,41,0,0,0,0,10,0,10,0,0,0,10,38,0,38,10,22,1,0,0,1,1,1,71,0.6547619047619048,0.833333333333
29,101,7,162.55503896199914,45.09746107057252,2,5,0,0,1,0,0,0,0,0,0,0,10,14,0,14,0,0,0,31,7,0,7,12,7,6,0,0,1,6,1,182,0.8299319727891155,0.897959183673
30,31,24,60.1152705050711,41.29946598225646,13,11,0,1,0,0,0,0,0,0,0,0,28,6,0,6,0,0,0,26,1,0,1,4,1,0,0,0,1,0,1,160,0.7593005952380953,0.892857142857
31,5288,60,113.70706914841429,69.99243718363938,25,35,0,1,2,0,0,0,0,0,0,0,0,56,0,56,0,0,0,0,24,0,24,15,24,21,0,0,10,21,10,299,0.8237103174603178,0.880952380952
32,6494,40,172.71848492433173,63.675958086943126,20,20,0,3,4,0,111,66,111,0,0,0,0,29,0,29,0,0,0,0,79,0,79,10,31,21,2,0,13,21,13,333,0.8833779761904762,0.895238095238
33,1076,47,137.2101282291267,85.93290522652198,21,26,0,6,4,0,145,86,145,0,0,0,0,37,0,37,0,0,0,0,85,0,85,8,26,12,0,0,15,12,15,293,0.8435404945137859,0.866261398176
34,985,109,101.14598542283602,70.25087553087641,57,52,0,4,3,0,83,49,83,0,0,0,0,89,0,89,0,0,0,0,75,0,75,9,36,28,2,0,13,28,13,342,0.8782209289742324,0.904761904762
35,419,29,183.99637781059099,51.677441241215824,15,14,0,4,2,0,108,77,108,0,0,0,0,30,6,24,0,0,0,0,61,12,49,23,30,20,1,0,8,20,8,317,0.8843780080403151,0.886699507389
36,653,55,114.61859980639879,62.33620188905461,26,29,0,0,2,0,0,0,0,0,0,0,0,49,10,39,0,0,0,0,42,8,34,10,41,24,0,1,6,24,6,318,0.8667138921684375,0.891774891775
37,336,29,127.2159992659927,76.30605375688128,14,15,0,2,3,0,48,34,48,0,0,0,0,30,9,21,0,0,0,0,39,12,27,11,24,10,0,0,7,10,7,279,0.8475171281354399,0.926108374384
38,286,23,149.00175816897482,57.92357981030752,10,13,0,0,1,0,0,0,0,0,0,0,0,22,7,15,0,0,0,0,28,8,20,9,27,14,0,0,5,14,5,290,0.8807273381942571,0.91718426501
39,97,6,160.08967630425238,57.31122163222412,3,3,0,0,1,0,0,0,0,0,0,0,0,14,4,10,0,0,0,0,18,5,13,12,18,5,0,0,1,5,1,168,0.8267195767195764,0.912698412698
40,170,38,111.16571353918026,75.70428277380925,17,21,0,2,1,0,56,40,56,0,0,0,0,37,11,26,0,0,0,0,44,13,31,10,28,9,0,0,8,9,8,304,0.8729059490832347,0.919799498747
41,183,4,238.6098854995651,63.23739274282828,2,2,0,2,1,0,84,60,84,0,0,0,0,17,5,12,0,0,0,1,51,15,36,16,27,2,0,0,2,2,2,127,0.7842261904761905,0.869047619048
42,50,7,166.7077409619481,50.98923246452135,4,3,0,1,1,0,41,29,41,0,0,0,24,2,1,1,0,0,0,33,14,4,10,2,2,5,0,0,2,5,2,174,0.835276967930029,0.931972789116
43,236,17,180.95356907274933,50.85832710844613,9,8,0,2,1,0,56,40,56,0,0,0,0,15,4,11,0,0,0,0,50,15,35,10,34,13,0,0,4,13,4,261,0.866040533860603,0.896358543417
44,151,13,144.5249255833831,84.8845583358905,5,8,0,0,2,0,0,0,0,0,0,0,1,18,5,13,0,0,0,20,25,7,18,13,25,4,0,0,5,4,5,211,0.8429134967596507,0.912087912088
45,166,29,172.76078538503995,68.227356030252,16,13,0,3,2,0,15,11,15,0,0,0,0,19,6,13,0,0,0,0,36,11,25,8,31,13,0,1,11,13,11,314,0.8848026725553482,0.922824302135
46,129,29,168.518861583113,66.70744952416544,15,14,0,2,3,0,55,39,55,0,0,0,0,29,9,20,0,0,0,14,39,12,27,20,23,15,0,0,10,15,10,303,0.8740445048411756,0.896551724138
47,85,63,104.89398946663734,87.15803675531689,28,35,0,4,6,0,76,55,76,0,0,0,31,30,9,21,0,0,0,34,26,8,18,13,5,11,0,0,11,11,11,311,0.8585165988794109,0.895691609977
48,265,35,82.71331549734518,56.7692535207391,20,15,0,1,1,0,0,0,0,0,0,0,0,46,14,32,0,0,0,0,36,11,25,17,35,6,0,0,3,6,3,274,0.8539358600583089,0.87619047619
49,445,31,136.3073331706756,56.111044140483145,19,12,0,1,0,0,0,0,0,0,0,0,0,34,10,24,0,0,0,0,33,10,23,15,32,18,1,0,4,18,4,303,0.860066399088251,0.883256528418
50,131,6,49.15469407285942,12.978963208192592,1,5,0,0,0,0,0,0,0,0,0,0,0,24,7,17,0,0,0,17,19,6,13,18,19,0,0,0,0,0,0,111,0.7288359788359787,0.873015873016
Totals,52497,1755,NA,NA,901,854,105,92,2134,1335,2134,0,0,0,120,1635,117,1518,0,0,0,266,2051,157,1894,594,1209,634,18,11,339,634,339,379,0.893890935486377,0.894315560982
