Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,6884,30,175.83132120375373,52.18335849653616,20,10,0,4,1,0,112,68,112,0,0,0,0,22,0,22,0,0,0,0,71,0,71,10,26,19,1,1,9,19,9,290,0.8667724867724867,0.863492063492
2,4329,44,153.97280171541368,72.21851380964536,25,19,0,2,5,0,36,22,36,0,0,0,0,30,0,30,0,0,0,0,44,0,44,7,29,20,1,0,12,20,12,300,0.8531828020464385,0.887445887446
3,3084,40,152.71056170845992,56.213513261725645,20,20,0,1,2,0,35,21,35,0,0,0,0,36,0,36,0,0,0,0,48,0,48,17,34,19,0,0,15,19,15,287,0.8604464285714286,0.87380952381
4,2989,94,100.58661788298437,72.65645572114384,51,43,0,0,6,0,0,0,0,0,0,0,0,82,0,82,0,0,0,0,31,0,31,15,30,23,0,0,13,23,13,306,0.8471755157472676,0.887537993921
5,233,52,137.3171617148216,70.36317859846282,24,28,0,3,3,0,42,25,42,0,0,0,0,46,0,46,0,0,0,3,58,0,58,16,39,23,2,0,10,23,10,292,0.8505653000845312,0.895604395604
6,27,35,169.58513803073032,42.45060373803594,19,16,0,2,1,0,65,39,65,0,0,0,27,0,0,0,0,0,0,58,10,0,10,0,0,26,2,0,7,26,7,284,0.8695626822157434,0.903401360544
7,3995,63,127.71846565546615,79.49197143677058,30,33,0,5,3,0,50,30,50,0,0,0,0,53,0,53,0,0,0,0,65,0,65,16,42,18,0,2,15,18,15,309,0.8621939075453815,0.873015873016
8,61,48,129.95631832319654,80.80552201993996,26,22,0,3,2,0,49,31,49,0,0,0,12,26,0,26,0,0,0,21,23,0,23,3,5,13,0,1,12,13,12,296,0.849258019179894,0.885912698413
9,3226,111,94.48681943393105,64.81238764872244,53,58,0,2,1,0,44,27,44,0,0,0,0,115,0,115,0,0,0,0,48,0,48,27,30,21,1,0,17,21,17,312,0.8672688132147592,0.907335907336
10,3422,64,125.73601945621891,75.6194662439588,26,38,0,2,1,0,111,66,111,0,0,0,0,54,0,54,0,0,0,0,81,0,81,15,36,23,2,1,11,23,11,295,0.8580729166666666,0.871279761905
11,248,27,175.77599971660118,56.74528679108566,14,13,0,3,3,0,79,48,79,0,0,0,0,27,0,27,0,0,0,0,69,0,69,16,38,20,2,0,5,20,5,277,0.8600823045267493,0.885361552028
12,269,36,153.92665097127662,70.18679259466333,13,23,0,0,6,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,35,0,35,6,34,18,0,1,10,18,10,286,0.8690476190476188,0.875661375661
13,110,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.0,0.0
14,166,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0.0,0.0
15,91,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0
16,179,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0.0,0.0
17,56,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0.0
18,104,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0
19,508,89,102.64689626764537,77.92809641041148,42,47,0,5,3,0,151,90,151,0,0,0,0,74,0,74,0,0,0,0,94,0,94,11,32,17,2,0,13,17,13,307,0.8582941066844616,0.87747458534
20,582,53,143.49958627534846,69.97904490283914,27,26,0,5,1,0,5,3,5,0,0,0,0,49,0,49,0,0,0,0,23,0,23,21,20,23,0,0,16,23,16,299,0.8599993219074745,0.893980233603
21,144,51,91.51419145460086,58.4450261753454,30,21,0,1,1,0,0,0,0,0,0,0,0,55,0,55,0,0,0,16,20,0,20,12,19,15,0,0,4,15,4,272,0.8418923124805479,0.865546218487
22,131,39,117.51814548810238,81.91938798753827,20,19,0,3,2,0,17,10,17,0,0,0,0,37,0,37,0,0,0,15,15,0,15,9,7,9,0,0,9,9,9,263,0.826696095926865,0.903540903541
23,76,7,50.645683514987205,6.198466388743054,1,6,0,0,0,0,0,0,0,0,0,0,2,16,0,16,0,0,0,44,2,0,2,9,2,0,0,0,0,0,0,127,0.749271137026239,0.897959183673
24,76,38,153.07069435223843,68.29366328235011,20,18,0,3,1,0,45,27,45,0,0,0,4,25,0,25,0,0,0,22,28,0,28,8,10,15,1,1,12,15,12,285,0.8554775095633821,0.884711779449
25,116,33,74.48277431162224,46.48330923866006,18,15,0,1,0,0,17,10,17,0,0,0,0,35,0,35,0,0,0,0,21,0,21,8,14,7,0,0,1,7,1,232,0.8332677423586516,0.893217893218
26,87,12,134.14474077778405,56.284468014774326,6,6,0,0,1,0,0,0,0,0,0,0,0,15,0,15,0,0,0,25,9,0,9,7,9,9,0,0,1,9,1,209,0.8325066137566135,0.892857142857
27,139,1,247.3287963277922,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,25,0,25,16,25,1,0,0,0,1,0,40,0.45238095238095233,0.904761904762
28,145,9,134.4593188156105,0.0,5,4,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,26,0,26,11,26,9,0,0,0,9,0,175,0.8165784832451501,0.867724867725
29,190,8,56.21813922603279,9.448619712735374,3,5,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,22,0,22,12,22,0,0,0,0,0,0,131,0.7712053571428572,0.922619047619
30,95,19,187.84433241157276,71.7575787114528,12,7,0,3,4,0,23,14,23,0,0,0,0,18,0,18,0,0,0,17,14,0,14,10,5,13,0,0,6,13,6,244,0.8507452842632894,0.87969924812
31,4483,35,188.11392644345332,56.840262042297155,17,18,0,4,2,0,164,98,164,0,0,0,0,22,0,22,0,0,0,0,88,0,88,11,21,20,1,0,14,20,14,284,0.8616132167152573,0.889795918367
32,4938,24,194.65045338025925,59.0995672508411,13,11,0,4,3,0,68,41,68,0,0,0,0,23,0,23,0,0,0,0,57,0,57,13,30,14,3,0,7,14,7,272,0.8614004629629629,0.867063492063
33,976,39,162.4356620542134,74.58150696851057,14,25,0,5,2,0,9,5,9,0,0,0,0,32,0,32,0,0,0,0,25,0,25,14,20,16,1,1,13,16,13,293,0.8563445101906639,0.875457875458
34,951,81,95.03756932551039,66.31440677883911,34,47,0,0,3,0,0,0,0,0,0,0,0,71,0,71,0,0,0,0,36,0,36,9,34,18,0,0,10,18,10,295,0.8481938728852313,0.881834215168
35,446,59,119.11018054397144,67.05235586809329,28,31,0,1,0,0,24,17,24,0,0,0,0,48,10,38,0,0,0,0,31,6,25,9,22,22,2,1,9,22,9,289,0.8513631824462045,0.865213882163
36,657,29,200.89939049443785,58.773595970926614,12,17,0,6,5,0,37,26,37,0,0,0,0,19,4,15,0,0,0,0,51,10,41,11,38,14,1,0,14,14,14,283,0.8657493913141953,0.88341543514
37,318,6,134.4593188156105,0.0,4,2,0,0,0,0,0,0,0,0,0,0,0,14,4,10,0,0,0,0,19,6,13,11,19,6,0,0,0,6,0,153,0.7982804232804229,0.873015873016
38,189,13,185.22464372188793,57.83521413257614,5,8,0,1,1,0,36,26,36,0,0,0,0,16,5,11,0,0,0,0,32,10,22,10,22,8,0,1,4,8,4,218,0.8415046491969569,0.846153846154
39,12,16,191.4847629595792,57.22744081523978,9,7,0,4,1,0,101,72,101,0,0,0,15,0,0,0,0,0,0,54,3,1,2,0,0,8,0,0,8,8,8,242,0.8575148809523809,0.866071428571
40,304,27,180.13305303105957,41.84575985368577,17,10,0,1,1,0,0,0,0,0,0,0,0,18,5,13,0,0,0,0,26,8,18,8,24,18,0,0,9,18,9,284,0.8689659677314001,0.888888888889
41,221,11,157.06188704489176,48.194988806718854,6,5,0,1,1,0,0,0,0,0,0,0,0,14,4,10,0,0,0,0,41,12,29,10,40,9,0,0,2,9,2,211,0.8321526957890595,0.844155844156
42,212,20,178.35295452984852,32.5475092250618,11,9,0,0,0,0,0,0,0,0,0,0,0,18,5,13,0,0,0,0,34,10,24,14,32,10,2,0,8,10,8,251,0.8486904761904763,0.864285714286
43,87,18,110.78610087559623,50.062535176330314,6,12,0,0,0,0,0,0,0,0,0,0,0,23,7,16,0,0,0,16,9,3,6,13,9,9,0,0,2,9,2,238,0.854644326866549,0.907407407407
44,225,20,187.67016765353924,53.3183935368682,12,8,0,2,1,0,127,93,127,0,0,0,0,14,4,10,0,0,0,0,64,19,45,10,29,11,0,0,9,11,9,251,0.8515476190476191,0.880952380952
45,302,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,9,0,0,0,0,25,7,18,13,25,0,0,0,0,0,0,0,0.0,0.0
