Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,7073,98,93.80600577511976,67.0825174701659,48,50,0,1,2,0,0,0,0,0,0,0,0,85,0,85,0,0,0,0,40,0,40,13,38,15,1,0,17,15,17,360,0.8767601792903751,0.898445092323
2,4381,23,179.00827369522753,57.52893070117764,10,13,0,3,1,0,30,19,30,0,0,0,0,19,0,19,0,0,0,0,47,0,47,8,33,12,1,0,8,12,8,304,0.878431902061392,0.900621118012
3,2811,118,90.68989056230842,65.79191348917077,53,65,0,5,2,0,117,73,117,0,0,0,0,106,0,106,0,0,0,0,78,0,78,14,34,21,2,1,12,21,12,349,0.8715219354044406,0.900726392252
4,3039,51,130.14996802558946,80.50687682850813,28,23,0,6,0,0,129,81,129,0,0,0,0,47,0,47,0,0,0,0,93,0,93,18,41,17,0,0,13,17,13,344,0.8769520880247523,0.924369747899
5,228,46,137.6011593827423,77.35032064734945,22,24,0,5,4,0,143,91,143,0,0,0,0,37,0,37,0,0,0,0,87,0,87,13,33,17,1,1,11,17,11,331,0.8755175983436854,0.895445134576
6,87,5,179.60710982048317,55.29452548787713,3,2,0,2,0,0,45,28,45,0,0,0,14,2,0,2,0,0,0,28,24,0,24,2,7,3,0,0,2,3,2,151,0.8095238095238103,0.952380952381
7,3657,49,131.67371859917,74.31305056847884,26,23,0,0,2,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,36,0,36,12,36,14,1,0,15,14,15,339,0.8774617718807638,0.903790087464
8,3215,25,178.7041744720175,50.718158759979126,13,12,0,3,3,0,87,55,87,0,0,0,0,21,0,21,0,0,0,0,62,0,62,11,28,18,0,1,6,18,6,313,0.8881904761904762,0.895238095238
9,3201,89,115.80731818603354,67.84955938207213,48,41,0,3,1,0,6,4,6,0,0,0,0,78,0,78,0,0,0,0,35,0,35,18,31,26,2,0,17,26,17,355,0.8867356815216936,0.895666131621
10,4469,74,122.26659468489676,78.0346088407691,33,41,0,4,4,0,65,41,65,0,0,0,0,62,0,62,0,0,0,0,65,0,65,21,39,25,0,1,15,25,15,365,0.890491843194546,0.915701415701
11,272,39,174.73329801321034,79.5615214835087,23,16,0,6,5,0,115,73,115,0,0,0,0,39,0,39,0,0,0,0,81,0,81,23,38,14,1,2,14,14,14,337,0.8845684230299614,0.891330891331
