Age,Class,N_Initial_Age,AgeSize_Mean,AgeSize_Std,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack_Class,Capture_Back,PackingDeaths_Emigration_Class,N_AfterEmigration_Class,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut_Class,Capture_Out,PackingDeaths_Immigration_Class,N_Immigration_Class,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,50.0,873,49.79278389891408,9.782797344723543,872,49.76277523688823,9.748165027038482,0,0,0,0,0,0,0,0,0,761,0,0
1,100.0,619,134.4593188156105,0.0,1,75.96033718546079,0.0,873,0,28,845,0,0,0,0,0,12,0,0
2,150.0,271,181.3429854668015,2.842170943040401e-14,619,134.4593188156105,0.0,619,0,26,593,0,0,808,0,145,663,0,0
3,200.0,128,218.25988232814927,8.526512829121202e-14,399,193.1859999987627,17.232247468035386,399,0,15,384,0,0,781,0,291,490,0,0
4,250.0,74,247.32879632779213,5.684341886080802e-14,125,256.6676288908662,11.249244619035473,125,0,8,117,0,0,176,0,28,148,0,0
5,300.0,51,270.21809182552283,5.684341886080802e-14,47,297.9521416548637,10.827362139666143,47,0,4,43,0,0,78,0,16,62,0,0
6,350.0,55,303.41882883604165,16.75254388612492,8,335.53561602546216,5.801380741362872,8,0,2,6,0,0,6,0,0,6,0,0
Totals,7,2071,NA,NA,2071,NA,NA,2071,0,83,1988,0,0,1849,0,480,2142,0,0
