Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,4142,26,174.94172601010445,48.69645508173251,8,18,0,0,3,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,27,0,27,19,27,19,0,0,7,19,7,295,0.8738024795717104,0.897435897436
2,4707,46,112.69197246560206,80.96526089318508,26,20,0,4,2,0,55,34,55,0,0,0,0,45,0,45,0,0,0,0,44,0,44,10,23,13,1,0,6,13,6,276,0.8358650643622288,0.876811594203
3,3009,68,103.11845287918585,71.7794693093083,29,39,0,2,2,0,54,33,54,0,0,0,0,64,0,64,0,0,0,0,61,0,61,15,39,14,0,0,13,14,13,320,0.8674977343878728,0.899859943978
4,2846,42,164.55107759247713,73.72663953172392,18,24,0,2,3,0,39,24,39,0,0,0,0,30,0,30,0,0,0,0,50,0,50,13,33,18,0,0,16,18,16,319,0.872071050642479,0.902494331066
5,116,20,187.8322486560773,58.03217813340127,8,12,0,1,5,0,47,29,47,0,0,0,1,25,0,25,0,0,0,21,34,0,34,18,16,12,2,0,6,12,6,281,0.8710714285714287,0.911904761905
6,239,27,117.89128837912857,77.10144989204488,12,15,0,2,2,0,52,32,52,0,0,0,0,31,0,31,0,0,0,0,50,0,50,14,29,11,0,0,4,11,4,281,0.851133320269123,0.883597883598
7,5053,45,202.70325284112445,56.46909026888429,23,22,0,9,6,0,191,117,191,0,0,0,0,23,0,23,0,0,0,0,105,0,105,11,30,22,2,2,19,22,19,329,0.888101116990006,0.900529100529
8,2104,23,161.42719193194318,62.26038813647386,11,12,0,0,2,0,0,0,0,0,0,0,0,23,0,23,0,0,0,0,27,0,27,12,27,14,0,0,5,14,5,284,0.8666396615356923,0.898550724638
9,2827,64,106.33636482249719,71.36895174211806,29,35,0,3,1,0,30,19,30,0,0,0,0,53,0,53,0,0,0,0,37,0,37,13,25,17,1,0,11,17,11,316,0.8478655133928572,0.918154761905
10,1785,41,160.81590457740342,73.42669499910498,16,25,0,2,4,0,2,1,2,0,0,0,0,29,0,29,0,0,0,0,35,0,35,10,31,19,1,3,10,19,10,314,0.8781904195348574,0.886178861789
11,204,45,114.735921404315,74.32214053305154,21,24,0,2,4,0,28,17,28,0,0,0,0,37,0,37,0,0,0,0,46,0,46,5,34,14,1,0,7,14,7,297,0.8448794826572605,0.853968253968
12,290,64,81.53385172538229,67.35570593279658,25,39,0,1,3,0,0,0,0,0,0,0,0,64,0,64,0,0,0,0,22,0,22,11,21,7,0,1,6,7,6,283,0.8589157831101191,0.909970238095
13,126,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0.0,0.0
14,149,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0.0
15,114,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0.0,0.0
16,121,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0.0,0.0
17,59,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0.0
18,11,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
19,363,77,123.88969983018104,83.39625611603805,38,39,0,5,6,0,108,67,108,0,0,0,0,58,0,58,0,0,0,0,72,0,72,10,30,18,0,2,19,18,19,323,0.862218795428443,0.884353741497
20,521,47,151.2798176567598,75.61836363632091,25,22,0,5,4,0,117,71,117,0,0,0,0,31,0,31,0,0,0,0,81,0,81,5,34,23,1,1,11,23,11,320,0.875142814029188,0.90780141844
21,113,25,143.34607983514454,72.84101430484796,14,11,0,4,1,0,35,20,35,0,0,0,0,23,0,23,0,0,0,22,23,0,23,10,8,11,1,0,6,11,6,275,0.866057142857143,0.910476190476
22,112,50,98.10105972756632,67.11455730502647,19,31,0,2,1,0,0,0,0,0,0,0,1,50,0,50,0,0,0,2,23,0,23,11,22,13,0,0,5,13,5,294,0.8446285714285711,0.865714285714
23,193,41,173.59789503534495,41.25257541859083,20,21,0,2,2,0,20,12,20,0,0,0,0,27,0,27,0,0,0,0,45,0,45,13,36,30,0,0,11,30,11,319,0.8842808985581146,0.883855981417
24,95,21,191.0696463997526,54.40389791074324,8,13,0,3,3,0,47,29,47,0,0,0,0,13,0,13,0,0,0,17,32,0,32,8,14,11,1,0,9,11,9,277,0.8726379440665155,0.91156462585
25,150,10,176.08225657032764,52.811308277429845,7,3,0,1,1,0,36,22,36,0,0,0,0,15,0,15,0,0,0,18,37,0,37,13,23,6,0,0,4,6,4,210,0.8507142857142863,0.904761904762
26,100,1,134.4593188156105,0.0,1,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,13,15,0,15,6,15,1,0,0,0,1,0,40,0.45238095238095233,0.904761904762
27,153,21,169.97228887951528,74.06485153869333,14,7,0,6,1,0,54,34,54,0,0,0,0,16,0,16,0,0,0,0,41,0,41,8,20,13,0,0,6,13,6,278,0.8737177410646799,0.897959183673
28,137,11,161.3240385586364,48.08061106678052,5,6,0,2,0,0,94,58,94,0,0,0,0,16,0,16,0,0,0,0,62,0,62,10,25,9,1,0,1,9,1,238,0.8610783156237702,0.91341991342
29,124,9,154.3647529122537,56.3010697287933,3,6,0,0,1,0,0,0,0,0,0,0,0,17,0,17,0,0,0,7,19,0,19,13,19,8,0,0,1,8,1,177,0.8142269253380368,0.89417989418
30,50,11,61.84394320461481,35.93905975173346,8,3,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,26,1,0,1,6,1,2,0,0,0,2,0,139,0.7461629279811097,0.883116883117
31,4422,51,126.53274434225926,81.36103572802018,26,25,0,4,3,0,58,35,58,0,0,0,0,41,0,41,0,0,0,0,43,0,43,12,20,14,1,0,12,14,12,313,0.860886838395489,0.880485527544
32,5967,33,152.52799712794902,67.97115839060609,19,14,0,3,1,0,25,15,25,0,0,0,0,29,0,29,0,0,0,0,32,0,32,12,22,14,0,1,10,14,10,305,0.8687524596615508,0.896103896104
33,1184,111,99.30600316564369,71.88309123675182,55,56,0,3,3,0,120,73,120,0,0,0,0,97,0,97,0,0,0,0,78,0,78,17,28,24,0,0,17,24,17,334,0.8673267862457053,0.90561990562
34,986,82,99.80974657254103,76.47544584564734,32,50,0,2,5,0,82,51,82,0,0,0,0,79,0,79,0,0,0,0,63,0,63,15,28,15,0,0,13,15,13,319,0.8458967168068892,0.895470383275
35,698,41,169.54153523963407,70.53026785133649,21,20,0,5,3,0,62,45,62,0,0,0,0,29,6,23,0,0,0,0,46,9,37,17,28,22,2,2,10,22,10,317,0.8817313957111697,0.878048780488
