Age,Class,N_Initial_Age,AgeSize_Mean,AgeSize_Std,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack_Class,Capture_Back,PackingDeaths_Emigration_Class,N_AfterEmigration_Class,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut_Class,Capture_Out,PackingDeaths_Immigration_Class,N_Immigration_Class,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,50.0,481,50.01253913775728,9.741287782083738,480,49.9565554432736,9.673822565849756,0,0,0,0,0,0,0,0,5,736,0,0
1,100.0,419,134.4593188156105,0.0,1,76.88471248991999,0.0,481,0,0,481,0,0,0,0,0,6,0,0
2,150.0,288,181.3429854668015,2.842170943040401e-14,419,134.4593188156105,0.0,419,0,2,417,0,0,449,0,23,426,0,0
3,200.0,119,218.2598823281492,1.7053025658242404e-13,407,192.1368693156968,16.79192568586444,407,0,25,382,0,0,627,0,185,442,0,0
4,250.0,94,247.32879632779208,1.1368683772161603e-13,135,254.28036014562142,10.525785428378894,135,0,26,109,0,0,176,0,19,157,0,0
5,300.0,41,270.21809182552283,5.684341886080802e-14,59,294.18443159335845,9.951202572629137,59,0,2,57,0,0,77,0,17,60,0,0
6,350.0,67,298.75417943555084,15.599109263210556,8,332.45606977172,4.214352087568188,8,0,2,6,0,0,6,0,1,5,0,0
Totals,7,1509,NA,NA,1509,NA,NA,1509,0,57,1452,0,0,1335,0,250,1832,0,0
