Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,6505,77,98.96670514966777,70.47335734342808,41,36,0,1,3,0,0,0,0,0,0,0,0,68,0,68,0,0,0,0,33,0,33,9,30,17,1,1,9,17,9,292,0.8408187359949886,0.891774891775
2,5770,37,155.6922485775257,72.08924241060348,20,17,0,4,1,0,68,39,68,0,0,0,0,30,0,30,0,0,0,0,68,0,68,12,38,17,0,0,12,17,12,297,0.863803958398553,0.886743886744
3,3130,104,87.28868386026701,57.653043391571416,49,55,0,1,1,0,19,11,19,0,0,0,0,99,0,99,0,0,0,0,58,0,58,15,47,24,2,2,6,24,6,313,0.8597822449985913,0.883241758242
4,3019,84,112.83530229368023,71.18593927983454,38,46,0,4,1,0,78,45,78,0,0,0,0,83,0,83,0,0,0,0,72,0,72,22,39,30,1,0,10,30,10,310,0.8526886945254294,0.882653061224
5,219,37,172.38207387897043,42.929745056526855,15,22,0,1,1,0,0,0,0,0,0,0,0,31,0,31,0,0,0,14,26,0,26,13,25,27,0,1,9,27,9,290,0.868882395909423,0.893178893179
6,213,11,140.42708075486712,53.108192476669096,5,6,0,1,0,0,57,33,57,0,0,0,0,24,0,24,0,0,0,0,67,0,67,17,43,9,0,0,1,9,1,211,0.8388429752066116,0.87012987013
7,4021,45,136.16645184395793,78.75225032862865,24,21,0,3,2,0,41,24,41,0,0,0,0,41,0,41,0,0,0,0,46,0,46,16,28,16,0,0,13,16,13,297,0.8584362139917696,0.889947089947
8,4170,18,165.66890795141077,35.30845418389565,9,9,0,1,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,31,0,31,6,30,10,1,0,7,10,7,249,0.8569223985890652,0.896825396825
9,2486,44,158.26148394734506,57.57946839700472,25,19,0,2,1,0,39,23,39,0,0,0,0,29,0,29,0,0,0,0,64,0,64,10,47,28,1,0,10,28,10,301,0.8704496261314444,0.896103896104
10,3056,116,98.3305718655175,70.63305962594444,57,59,0,4,1,0,77,45,77,0,0,0,0,104,0,104,0,0,0,0,74,0,74,17,36,23,3,0,17,23,17,304,0.8550159956967329,0.883825944171
11,157,70,126.54425782947582,78.69871767482886,34,36,0,5,2,0,144,84,144,0,0,0,3,56,0,56,0,0,0,16,79,0,79,14,19,22,2,0,14,22,14,304,0.8544557823129252,0.884353741497
12,170,62,120.27971769671967,66.05321248638005,31,31,0,1,2,0,0,0,0,0,0,0,0,53,0,53,0,0,0,4,31,0,31,13,30,27,1,0,8,27,8,293,0.8254794113274864,0.89400921659
13,124,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0
14,99,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0
15,151,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0.0,0.0
16,59,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0.0
17,82,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0.0
18,13,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
19,496,84,117.13375657706315,73.9992664663753,37,47,0,4,3,0,151,88,151,0,0,0,0,76,0,76,0,0,0,0,93,0,93,25,30,31,0,2,13,31,13,310,0.8610436237987259,0.903628117914
20,533,25,208.81958094058163,52.9115961408046,16,9,0,5,4,0,136,79,136,0,0,0,0,14,0,14,0,0,0,0,86,0,86,7,29,14,1,1,9,14,9,293,0.8673523809523811,0.887619047619
21,243,22,102.584590027595,66.16963562088317,10,12,0,1,1,0,27,16,27,0,0,0,0,34,0,34,0,0,0,0,49,0,49,16,37,7,0,0,3,7,3,201,0.7985045257772528,0.865800865801
22,188,27,126.27137699699752,67.10962086476772,18,9,0,1,1,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,18,0,18,9,16,13,0,0,4,13,4,244,0.8318309491149002,0.899470899471
23,154,49,112.42276043671428,71.6747455173954,20,29,0,2,3,0,26,15,26,0,0,0,0,50,0,50,0,0,0,0,41,0,41,16,30,15,1,0,7,15,7,288,0.8428432597528807,0.868804664723
24,269,41,152.37659281241793,67.69743030450113,23,18,0,4,1,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,42,0,42,10,40,20,0,0,13,20,13,293,0.860032293702728,0.882694541231
25,48,6,142.27326325747563,17.472510944417163,1,5,0,0,0,0,0,0,0,0,0,0,16,4,0,4,0,0,0,27,1,0,1,3,1,6,0,0,0,6,0,156,0.8048941798941796,0.873015873016
26,150,30,137.3758473593413,80.67416183468247,17,13,0,1,2,0,13,8,13,0,0,0,0,26,0,26,0,0,0,2,34,0,34,10,29,10,0,0,9,10,9,258,0.8427777777777778,0.893650793651
27,66,48,96.0646750806123,76.79221133589223,20,28,0,1,4,0,0,0,0,0,0,0,30,19,0,19,0,0,0,36,2,0,2,7,2,12,0,0,6,12,6,272,0.8429232804232802,0.891865079365
28,85,2,134.4593188156105,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,8,13,0,13,16,13,2,0,0,0,2,0,65,0.6130952380952381,0.809523809524
29,126,22,114.04650696168984,72.46506098071,13,9,0,1,1,0,0,0,0,0,0,0,0,23,0,23,0,0,0,18,11,0,11,9,11,5,0,0,6,5,6,221,0.8186737504919321,0.91341991342
30,112,27,86.47248846336807,68.95261988045138,11,16,0,2,1,0,71,41,71,0,0,0,0,32,0,32,0,0,0,28,46,0,46,10,16,5,0,0,2,5,2,192,0.7704618198445361,0.938271604938
31,6139,88,102.17195302702943,71.36187841909197,43,45,0,3,1,0,5,3,5,0,0,0,0,69,0,69,0,0,0,0,35,0,35,7,30,14,0,3,17,14,17,307,0.8675625983864619,0.880952380952
32,2783,54,148.20122556108447,79.40514411719309,25,29,0,5,3,0,98,56,98,0,0,0,0,43,0,43,0,0,0,0,77,0,77,14,35,20,0,0,18,20,18,315,0.8651365210007187,0.89417989418
33,886,30,196.540827147316,44.382437186815,21,9,0,5,2,0,102,59,102,0,0,0,0,18,0,18,0,0,0,0,84,0,84,11,41,12,3,0,15,12,15,286,0.8692063492063493,0.863492063492
34,1029,93,115.88909644890346,74.4279280463581,54,39,0,4,6,0,49,29,49,0,0,0,0,80,0,80,0,0,0,0,62,0,62,16,40,33,1,0,14,33,14,314,0.8434611212967092,0.868407578085
35,497,41,153.46612029291984,65.30432055738441,20,21,0,3,3,0,33,23,33,0,0,0,0,37,7,30,0,0,0,0,51,10,41,13,41,27,0,0,7,27,7,294,0.8614911758873687,0.886178861789
36,339,59,128.9540014928331,67.36214977448516,23,36,0,0,4,0,0,0,0,0,0,0,0,45,9,36,0,0,0,0,39,8,31,10,36,25,1,0,12,25,12,308,0.8625258204402129,0.878934624697
37,170,1,134.4593188156105,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0,0,0,0,23,7,16,9,23,1,0,0,0,1,0,40,0.45238095238095233,0.904761904762
38,124,40,152.13671015650397,75.74666592175284,22,18,0,3,3,0,65,46,65,0,0,0,5,31,9,22,0,0,0,0,42,13,29,15,23,20,2,0,9,20,9,293,0.8596279761904762,0.892857142857
39,82,15,176.24891301132993,42.13223422481812,8,7,0,0,1,0,0,0,0,0,0,0,14,8,2,6,0,0,0,20,8,2,6,4,8,12,0,0,3,12,3,225,0.8467724867724871,0.885714285714
40,353,6,91.42364844669605,78.26723887642969,0,6,0,0,1,0,0,0,0,0,0,0,0,19,6,13,0,0,0,0,37,11,26,15,37,1,0,0,1,1,1,114,0.7142857142857142,0.873015873016
41,202,15,95.921389178928,63.67064884169075,7,8,0,0,1,0,0,0,0,0,0,0,0,19,6,13,0,0,0,0,24,7,17,8,24,6,0,0,1,6,1,194,0.7816931216931216,0.847619047619
42,337,3,53.80486975923486,9.841400745167393,1,2,0,0,0,0,0,0,0,0,0,0,0,14,4,10,0,0,0,0,35,10,25,11,35,0,0,0,0,0,0,76,0.62962962962963,0.873015873016
43,178,27,118.16819869407735,67.34237380567666,10,17,0,1,1,0,13,9,13,0,0,0,0,30,9,21,0,0,0,0,41,12,29,12,36,13,0,0,3,13,3,249,0.842804886014763,0.855379188713
44,170,18,167.58207880376867,49.42173068350982,10,8,0,2,0,0,45,32,45,0,0,0,0,16,5,11,0,0,0,13,42,13,29,10,29,13,0,1,4,13,4,250,0.8561140505584951,0.865079365079
45,224,22,135.64150155771048,74.16066111819606,12,10,0,3,1,0,56,40,56,0,0,0,0,27,8,19,0,0,0,0,48,14,34,16,32,9,1,0,5,9,5,246,0.8464679260133804,0.88961038961
46,127,29,184.98661927236645,51.23211530856947,13,16,0,2,5,0,2,2,2,0,0,0,6,18,5,13,0,0,0,9,24,7,17,7,24,20,0,1,8,20,8,274,0.8628333616443011,0.886699507389
47,204,10,76.0549611638466,30.23865462892296,9,1,0,0,0,0,0,0,0,0,0,0,0,20,6,14,0,0,0,0,43,13,30,11,43,2,0,0,0,2,0,145,0.7707142857142858,0.866666666667
48,272,43,137.22862388873045,77.3721460043225,26,17,0,2,2,0,76,54,76,0,0,0,0,41,12,29,0,0,0,0,49,15,34,17,27,13,0,1,13,13,13,288,0.8471889567076156,0.863787375415
49,94,26,184.9751978660768,46.27153641096728,12,14,0,1,3,0,2,2,2,0,0,0,4,16,5,11,0,0,0,11,15,4,11,7,15,14,4,1,7,14,7,274,0.8560157790927021,0.879120879121
50,205,23,177.17108584772117,52.53755487944937,11,12,0,2,2,0,66,47,66,0,0,0,0,23,7,16,0,0,0,0,53,16,37,13,33,16,0,0,7,16,7,269,0.856782788729859,0.892339544513
Totals,50329,1731,NA,NA,862,869,86,75,1559,953,1559,0,0,0,111,1620,103,1517,0,0,0,206,1917,162,1755,583,1278,661,26,14,332,661,332,352,0.8789925433519113,0.885010040989
