Age,Class,N_Initial_Age,AgeSize_Mean,AgeSize_Std,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack_Class,Capture_Back,PackingDeaths_Emigration_Class,N_AfterEmigration_Class,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut_Class,Capture_Out,PackingDeaths_Immigration_Class,N_Immigration_Class,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,50.0,641,49.43911641317889,9.317611456244256,638,49.30630456635937,9.134972682840187,0,0,0,0,0,0,0,0,29,697,0,0
1,100.0,575,134.45931881561052,2.842170943040401e-14,3,77.68376917012837,1.423508204440553,641,0,28,613,0,0,0,0,0,4,0,0
2,150.0,337,181.3429854668015,2.842170943040401e-14,575,134.45931881561052,2.842170943040401e-14,575,0,22,553,0,0,576,0,51,525,0,0
3,200.0,185,218.2598823281493,5.684341886080802e-14,522,194.42656002494203,17.65856872235706,522,0,79,443,0,0,761,0,221,540,0,0
4,250.0,78,247.32879632779208,1.1368683772161603e-13,130,256.48451452688437,11.21341890824485,130,0,5,125,0,0,215,0,25,190,0,0
5,300.0,52,270.21809182552283,5.684341886080802e-14,63,296.3329346622921,9.575506115749633,63,0,15,48,0,0,88,0,9,79,0,0
6,350.0,69,299.5813172461943,13.98347754261373,6,333.68933437716714,3.4324705802979456,6,0,1,5,0,0,6,0,0,6,0,0
Totals,7,1937,NA,NA,1937,NA,NA,1937,0,150,1787,0,0,1646,0,335,2041,0,0
