Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,6484,40,189.13497084371278,48.534879556885265,19,21,0,4,6,0,46,29,46,0,0,0,0,27,0,27,0,0,0,0,46,0,46,12,29,22,1,3,14,22,14,354,0.890595238095238,0.904761904762
2,5104,47,166.6920341336962,81.87171488659708,19,28,0,7,3,0,206,130,206,0,0,0,0,37,0,37,0,0,0,0,104,0,104,16,26,19,0,0,17,19,17,338,0.883528422686413,0.844984802432
3,2977,78,103.57731053425222,72.72956412048727,33,45,0,2,3,0,32,20,32,0,0,0,0,69,0,69,0,0,0,0,42,0,42,13,28,26,1,0,7,26,7,350,0.8810071694687079,0.897435897436
4,3035,93,108.86460545133606,68.36656871133806,41,52,0,2,2,0,44,28,44,0,0,0,0,85,0,85,0,0,0,0,46,0,46,20,27,29,1,1,14,29,14,374,0.8908103882089313,0.911930363543
5,112,87,92.72180615500208,61.6730708541815,44,43,0,1,2,0,50,31,50,0,0,0,42,33,0,33,0,0,0,28,31,0,31,9,12,27,0,1,7,27,7,358,0.8734090809001633,0.883962780515
6,90,24,89.26255833763382,77.91039193170802,10,14,0,1,2,0,0,0,0,0,0,0,25,25,0,25,0,0,0,28,7,0,7,8,6,4,1,0,2,4,2,249,0.8355654761904762,0.950396825397
7,2654,36,199.90380037799872,54.2475716537859,15,21,0,4,6,0,130,81,130,0,0,0,0,20,0,20,0,0,0,0,79,0,79,12,29,21,0,3,12,21,12,341,0.8909097589653144,0.904761904762
8,3514,62,118.52763713876101,77.34655543619907,30,32,0,6,1,0,124,79,124,0,0,0,0,52,0,52,0,0,0,0,63,0,63,11,16,13,0,0,17,13,17,341,0.8659940042614341,0.907066052227
9,2440,35,175.37122790573306,57.45655865225126,14,21,0,2,3,0,23,14,23,0,0,0,0,32,0,32,0,0,0,0,40,0,40,20,30,20,0,0,13,20,13,335,0.8857725947521866,0.891156462585
10,2663,65,130.7558986670015,73.58210758164218,35,30,0,3,3,0,41,26,41,0,0,0,0,56,0,56,0,0,0,0,49,0,49,20,33,26,1,0,14,26,14,357,0.8747196393350236,0.907692307692
11,289,81,110.5031152066993,72.33762694103709,39,42,0,4,4,0,65,41,65,0,0,0,0,73,0,73,0,0,0,0,63,0,63,18,37,26,0,2,11,26,11,355,0.8882574520434602,0.900058788948
12,216,33,174.0878938506117,61.93304461938509,16,17,0,2,3,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,18,0,18,19,18,16,1,0,13,16,13,332,0.8863308408762957,0.87012987013
13,199,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0
14,68,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0.0
15,158,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0.0,0.0
16,171,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0.0,0.0
17,28,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
18,105,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0.0,0.0
19,364,48,160.32381634479225,57.2009970877907,24,24,0,3,2,0,106,67,106,0,0,0,0,42,0,42,0,0,0,0,82,0,82,21,42,28,1,1,13,28,13,356,0.8894262566137566,0.894841269841
20,437,38,179.11419714388748,50.82212719112173,19,19,0,3,3,0,78,49,78,0,0,0,0,26,0,26,0,0,0,0,52,0,52,11,22,23,1,0,14,23,14,345,0.8863111726685136,0.899749373434
21,133,7,165.8249383188178,51.50085198523571,4,3,0,1,0,0,52,33,52,0,0,0,0,11,0,11,0,0,0,0,38,0,38,11,19,5,0,0,2,5,2,197,0.8401360544217686,0.891156462585
22,205,19,171.43857777879467,46.80951714670581,11,8,0,2,1,0,4,3,4,0,0,0,0,19,0,19,0,0,0,0,17,0,17,8,14,16,0,0,3,16,3,287,0.8828650573802925,0.922305764411
23,326,19,169.5254410378006,52.641572725573106,8,11,0,1,2,0,25,16,25,0,0,0,0,26,0,26,0,0,0,0,51,0,51,17,42,13,1,0,5,13,5,265,0.8661786044057508,0.90977443609
24,349,48,125.51380477722422,72.035513308085,24,24,0,1,3,0,0,0,0,0,0,0,0,51,0,51,0,0,0,0,16,0,16,16,14,20,1,0,7,20,7,341,0.8617311507936507,0.892857142857
25,108,17,100.1266416542296,69.36154468702463,8,9,0,0,1,0,0,0,0,0,0,0,0,27,0,27,0,0,0,11,17,0,17,16,16,6,0,0,2,6,2,220,0.8238589553468445,0.904761904762
26,167,36,103.41548603902895,66.91713786250742,15,21,0,1,2,0,0,0,0,0,0,0,0,36,0,36,0,0,0,3,29,0,29,10,28,15,0,0,2,15,2,297,0.8306327160493826,0.874338624339
27,178,50,88.75083408066665,62.8559561295813,25,25,0,2,2,0,24,15,24,0,0,0,0,51,0,51,0,0,0,0,28,0,28,8,19,11,2,0,3,11,3,310,0.8437428571428568,0.922857142857
28,31,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,2,0,0,0,11,3,0,3,2,3,0,0,0,0,0,0,0,0.0,0.0
