Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,5693,70,106.54732051966371,79.80701936269537,32,38,0,2,5,0,61,37,61,0,0,0,0,60,0,60,0,0,0,0,60,0,60,8,35,10,1,1,15,10,15,349,0.8759669582118562,0.908163265306
2,5176,40,141.35907170338032,62.708555768117655,20,20,0,1,3,0,21,13,21,0,0,0,0,24,0,24,0,0,0,0,35,0,35,10,27,21,0,1,9,21,9,343,0.886845238095238,0.927380952381
3,2920,38,178.03322510867892,47.41521938210868,20,18,0,4,2,0,103,61,103,0,0,0,0,34,0,34,0,0,0,0,83,0,83,19,41,26,1,0,11,26,11,336,0.8866574330563252,0.914786967419
4,3055,51,135.04011958996372,73.88353392818271,20,31,0,3,4,0,103,62,103,0,0,0,0,38,0,38,0,0,0,0,72,0,72,9,30,27,1,2,6,27,6,347,0.8847512861353692,0.894491129785
5,187,7,134.4593188156105,0.0,5,2,0,0,0,0,0,0,0,0,0,0,6,14,0,14,0,0,0,0,33,0,33,9,33,7,0,0,0,7,0,191,0.8440233236151603,0.904761904762
6,206,36,179.59837714232472,48.234720845015964,19,17,0,7,0,0,80,49,80,0,0,0,0,19,0,19,0,0,0,3,66,0,66,9,35,23,2,0,11,23,11,318,0.887713109935332,0.920634920635
7,2518,47,132.47139122792439,83.78523016030914,28,19,0,5,2,0,87,53,87,0,0,0,0,44,0,44,0,0,0,0,81,0,81,15,45,15,1,0,11,15,11,330,0.8766625708680938,0.924012158055
8,4950,66,93.45738881854636,69.40197186682603,35,31,0,2,2,0,51,31,51,0,0,0,0,62,0,62,0,0,0,0,43,0,43,13,21,9,0,1,11,9,11,298,0.8119124141851419,0.917748917749
9,3361,101,95.02232700903511,61.63089017278535,52,49,0,2,2,0,45,27,45,0,0,0,0,91,0,91,0,0,0,0,51,0,51,12,32,34,1,0,6,34,6,338,0.8545894193379737,0.892503536068
10,4445,122,85.12317164053235,60.646808172579455,53,69,0,1,1,0,43,26,43,0,0,0,0,115,0,115,0,0,0,0,51,0,51,15,30,23,2,1,9,23,9,341,0.8718246503116159,0.9012490242
11,260,53,145.81251343756028,68.80549123054742,26,27,0,2,4,0,80,48,80,0,0,0,0,44,0,44,0,0,0,0,70,0,70,16,38,27,0,0,12,27,12,341,0.8870043567444779,0.897574123989
12,262,51,142.40815270841082,79.29904332464207,23,28,0,2,4,0,18,11,18,0,0,0,0,36,0,36,0,0,0,0,44,0,44,8,36,21,1,0,12,21,12,326,0.8706266820453672,0.898225957049
13,94,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0.0
14,173,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0.0,0.0
15,110,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0.0
16,171,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0.0,0.0
17,103,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0.0
18,49,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0.0
19,602,58,126.3457784924769,75.25246332136247,28,30,0,4,3,0,32,19,32,0,0,0,0,51,0,51,0,0,0,0,57,0,57,16,43,24,0,1,10,24,10,334,0.8587424268161485,0.916256157635
20,415,38,139.46482616968268,83.13401358435459,20,18,0,3,5,0,54,32,54,0,0,0,0,35,0,35,0,0,0,0,58,0,58,12,36,14,1,1,9,14,9,311,0.8758409180846856,0.922305764411
21,162,29,112.51781104032825,70.8023752320426,14,15,0,1,1,0,0,0,0,0,0,0,0,33,0,33,0,0,0,6,30,0,30,10,30,13,1,0,2,13,2,289,0.856520015854142,0.896551724138
22,129,25,126.66737905083147,75.41306801771148,17,8,0,1,0,0,0,0,0,0,0,0,0,22,0,22,0,0,0,0,22,0,22,8,21,8,0,0,6,8,6,276,0.8514666666666669,0.900952380952
23,256,17,160.53714604347022,56.44749690125648,10,7,0,2,1,0,41,25,41,0,0,0,0,16,0,16,0,0,0,0,52,0,52,9,36,15,0,0,2,15,2,260,0.8647223595320481,0.913165266106
24,225,39,145.32940729288143,62.651194361071695,17,22,0,1,2,0,41,25,41,0,0,0,0,27,0,27,0,0,0,0,43,0,43,9,27,19,1,1,9,19,9,331,0.8781816474124167,0.898656898657
25,68,63,70.68148303802323,54.74937168751456,27,36,0,0,3,0,0,0,0,0,0,0,47,20,0,20,0,0,0,41,3,0,3,9,3,7,0,0,4,7,4,304,0.8608441612976763,0.928193499622
26,164,4,172.90485504857335,66.58962207972188,2,2,0,0,1,0,0,0,0,0,0,0,0,19,0,19,0,0,0,18,16,0,16,17,16,3,0,0,1,3,1,127,0.7886904761904762,0.916666666667
27,94,7,48.41948097807114,6.203842207399458,1,6,0,0,0,0,0,0,0,0,0,0,2,15,0,15,0,0,0,34,7,0,7,8,7,0,0,0,0,0,0,116,0.7380952380952382,0.877551020408
28,147,16,55.24565981100906,32.06565008831745,5,11,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,0,0,0,28,0,28,18,28,2,0,0,0,2,0,144,0.7368861607142857,0.875
29,146,27,172.8348673337906,45.890217143834775,13,14,0,3,2,0,48,29,48,0,0,0,0,25,0,25,0,0,0,0,49,0,49,12,30,18,1,0,8,18,8,312,0.8778822914625386,0.897707231041
30,169,23,96.54077664787205,51.906024851503396,7,16,0,0,1,0,0,0,0,0,0,0,0,30,0,30,0,0,0,21,19,0,19,10,18,11,0,0,0,11,0,239,0.8212260329462604,0.859213250518
31,3962,34,158.74974556761006,69.73906574642197,17,17,0,2,4,0,58,35,58,0,0,0,0,27,0,27,0,0,0,0,57,0,57,11,34,17,1,0,10,17,10,325,0.8869047619047619,0.897759103641
32,2760,33,175.69929754478656,37.23630671701878,14,19,0,1,1,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,30,0,30,13,27,25,1,0,7,25,7,326,0.8888014342559798,0.910533910534
33,811,120,103.13232678153527,74.99148630281634,60,60,0,7,6,0,145,88,145,0,0,0,0,104,0,104,0,0,0,0,89,0,89,17,32,22,1,2,19,22,19,342,0.8685350529100533,0.904365079365
34,1007,53,144.40134441422907,76.9543852200385,28,25,0,3,5,0,17,10,17,0,0,0,0,45,0,45,0,0,0,0,54,0,54,16,44,17,2,1,15,17,15,345,0.8665937717201516,0.901168014376
35,471,49,114.42813028070861,72.6858386049177,28,21,0,0,3,0,0,0,0,0,0,0,0,48,10,38,0,0,0,0,49,10,39,13,47,21,0,0,5,21,5,337,0.882310941869459,0.883381924198
36,653,67,121.70848196072366,76.58096207205027,37,30,0,6,1,0,74,52,74,0,0,0,0,56,11,45,0,0,0,0,73,15,58,13,50,22,1,0,13,22,13,342,0.8810213325695617,0.911158493248
37,297,31,126.32281851660153,77.14327947254505,14,17,0,0,2,0,0,0,0,0,0,0,0,25,7,18,0,0,0,0,31,9,22,9,29,8,0,0,8,8,8,294,0.8557554135077543,0.875576036866
38,162,33,150.88317884962387,67.47975047081239,22,11,0,3,1,0,48,34,48,0,0,0,0,33,10,23,0,0,0,19,29,9,20,13,15,17,0,0,9,17,9,336,0.8871397962307055,0.917748917749
39,116,23,110.8704723983055,62.3726759081136,8,15,0,0,1,0,0,0,0,0,0,0,0,31,9,22,0,0,0,17,11,3,8,15,10,11,0,0,3,11,3,266,0.8555225492843644,0.908902691511
40,230,18,191.8285564378076,52.092725486563225,13,5,0,4,1,0,141,101,141,0,0,0,0,12,4,8,0,0,0,0,68,20,48,6,28,9,2,0,7,9,7,281,0.8739711934156378,0.888888888889
41,169,21,163.97705680170233,62.88163827063131,12,9,0,0,2,0,0,0,0,0,0,0,0,23,7,16,0,0,0,4,26,8,18,14,25,12,1,0,5,12,5,287,0.8743116294136702,0.877551020408
42,235,18,170.55982263364524,84.34248212441823,8,10,0,2,5,0,91,65,91,0,0,0,0,24,7,17,0,0,0,4,56,17,39,14,30,7,1,0,6,7,6,277,0.8783068783068784,0.915343915344
43,118,31,125.18449402550216,62.714920911534996,12,19,0,0,0,0,0,0,0,0,0,0,6,30,9,21,0,0,0,7,16,5,11,14,16,14,0,0,6,14,6,283,0.847777612605916,0.846390168971
44,236,51,78.21849087757418,54.00197854370538,27,24,0,0,1,0,0,0,0,0,0,0,0,60,18,42,0,0,0,0,34,10,24,16,31,10,0,0,3,10,3,293,0.8425971695867891,0.919701213819
45,370,19,194.2061769950746,51.881140639116204,11,8,0,6,1,0,114,82,114,0,0,0,0,17,5,12,0,0,0,0,68,20,48,5,36,13,1,0,5,13,5,295,0.8761377127028093,0.934837092732
46,86,20,147.2373203949862,51.86786684463671,11,9,0,2,0,0,6,4,6,0,0,0,1,18,5,13,0,0,0,23,11,3,8,10,9,14,0,0,4,14,4,287,0.8767261904761907,0.897619047619
47,154,18,181.71745197864038,58.1575440830472,10,8,0,2,2,0,0,0,0,0,0,0,0,26,8,18,0,0,0,2,30,9,21,19,29,13,0,0,5,13,5,301,0.8806584362139918,0.888888888889
48,187,25,162.20908786226596,40.89239366568254,14,11,0,1,2,0,0,0,0,0,0,0,0,29,9,20,0,0,0,0,29,9,20,16,29,21,0,0,4,21,4,305,0.8832380952380954,0.92
49,162,13,191.07041767286498,56.95141105787236,8,5,0,2,3,0,58,42,58,0,0,0,6,20,6,14,0,0,0,7,50,15,35,16,34,8,0,0,5,8,5,251,0.8716539870386024,0.904761904762
50,144,50,113.2306083265652,73.26169301914481,26,24,0,3,1,0,8,6,8,0,0,0,0,44,13,31,0,0,0,29,18,5,13,10,16,18,0,2,6,18,6,330,0.8741333333333331,0.894285714286
Totals,48640,1755,NA,NA,874,881,90,90,1668,1067,1668,0,0,0,81,1674,138,1536,0,0,0,235,1902,167,1735,612,1269,676,25,14,309,676,309,384,0.8998831101015337,0.903893637227
