Age,Class,N_Initial_Age,AgeSize_Mean,AgeSize_Std,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack_Class,Capture_Back,PackingDeaths_Emigration_Class,N_AfterEmigration_Class,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut_Class,Capture_Out,PackingDeaths_Immigration_Class,N_Immigration_Class,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,50.0,536,49.54788418781974,10.039124265378572,534,49.441953255469365,9.907008287259735,0,0,0,0,0,0,0,0,30,488,0,0
1,100.0,344,134.4593188156105,0.0,2,77.83144312536902,1.1947204046762252,536,0,23,513,0,0,0,0,0,5,0,0
2,150.0,281,181.34298546680148,0.0,344,134.4593188156105,0.0,344,0,17,327,0,0,480,0,35,445,0,0
3,200.0,130,218.25988232814936,0.0,411,193.01986281953927,17.167545316169953,411,0,58,353,0,0,509,0,69,440,0,0
4,250.0,71,247.3287963277921,8.526512829121202e-14,120,256.67525865603216,11.250670203871538,120,0,7,113,0,0,165,0,20,145,0,0
5,300.0,49,270.21809182552283,5.684341886080802e-14,45,298.2496393118234,11.465709332180968,45,0,6,39,0,0,77,0,14,63,0,0
6,350.0,50,301.83921063566515,15.382115152662601,5,334.1453525502404,4.82496065082142,5,0,0,5,0,0,6,0,1,5,0,0
Totals,7,1461,NA,NA,1461,NA,NA,1461,0,111,1350,0,0,1237,0,169,1591,0,0
