Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,6343,48,147.21832579306246,85.98940342443305,24,24,0,2,6,0,41,25,41,0,0,0,0,31,0,31,0,0,0,0,46,0,46,7,28,15,3,2,11,15,11,269,0.8544766865079363,0.878968253968
2,4792,29,156.71537214131797,69.1163289506151,17,12,0,1,2,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,36,0,36,10,36,14,0,1,8,14,8,262,0.8463846894286848,0.866995073892
3,2921,68,105.59270726223863,76.55340399476898,29,39,0,3,3,0,60,37,60,0,0,0,0,57,0,57,0,0,0,0,46,0,46,7,23,16,0,1,11,16,11,265,0.8171084610314715,0.852941176471
4,3026,52,126.02262986368555,71.62296850013787,27,25,0,3,2,0,24,15,24,0,0,0,0,50,0,50,0,0,0,0,31,0,31,18,22,24,0,0,7,24,7,270,0.8468670752324603,0.889194139194
5,123,20,184.9897268340256,60.700051042866946,12,8,0,5,1,0,194,117,194,0,0,0,0,13,0,13,0,0,0,39,74,0,74,8,21,12,0,2,6,12,6,242,0.8531547619047621,0.897619047619
6,67,30,142.38427588439723,75.51517298460563,17,13,0,4,1,0,69,42,69,0,0,0,10,16,0,16,0,0,0,21,34,0,34,1,7,16,0,1,4,16,4,252,0.8466666666666667,0.884126984127
7,2506,51,159.2076873652275,62.94612315235227,26,25,0,5,1,0,65,40,65,0,0,0,0,37,0,37,0,0,0,0,57,0,57,13,32,25,2,1,15,25,15,274,0.8580216400285604,0.849673202614
8,3470,40,131.67660722404304,75.53669620937511,22,18,0,1,2,0,53,32,53,0,0,0,0,30,0,30,0,0,0,0,41,0,41,5,17,13,1,0,9,13,9,251,0.8321279761904763,0.890476190476
9,2149,43,123.38171537066025,75.06912623262151,19,24,0,2,2,0,31,19,31,0,0,0,0,32,0,32,0,0,0,0,44,0,44,10,31,15,1,0,9,15,9,267,0.8584434314558707,0.875968992248
10,3002,48,128.12777113753273,70.56973512872413,22,26,0,1,3,0,0,0,0,0,0,0,0,46,0,46,0,0,0,0,25,0,25,15,24,21,2,1,6,21,6,267,0.8343563988095237,0.865079365079
11,179,76,92.92730328649758,64.03634209428223,33,43,0,1,2,0,7,4,7,0,0,0,0,70,0,70,0,0,0,12,36,0,36,15,31,17,1,0,10,17,10,274,0.8314289012003694,0.851503759398
12,182,32,123.33123250093539,68.05439397001119,15,17,0,2,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,21,0,21,10,20,14,0,0,6,14,6,247,0.8417736235119048,0.866071428571
13,82,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0.0
14,107,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0.0
15,116,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0
16,58,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0
17,147,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0.0
18,24,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0
19,482,26,178.904314154322,41.716756591865035,10,16,0,2,1,0,47,28,47,0,0,0,0,26,0,26,0,0,0,0,46,0,46,18,27,17,0,1,8,17,8,264,0.8566849816849816,0.85347985348
20,549,91,90.0157233284004,72.05648134152707,42,49,0,1,5,0,39,24,39,0,0,0,0,77,0,77,0,0,0,0,45,0,45,8,27,14,0,0,12,14,12,261,0.8146474143334425,0.87284144427
21,156,45,118.29664107918005,79.33603225264181,22,23,0,4,2,0,116,71,116,0,0,0,0,35,0,35,0,0,0,1,76,0,76,6,31,12,0,0,9,12,9,258,0.8218224573780128,0.896296296296
