Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,4520,29,192.41222245905698,38.54918879292149,16,13,0,3,2,0,64,39,64,0,0,0,0,28,0,28,0,0,0,0,74,0,74,19,47,13,0,1,15,13,15,382,0.9005718815469116,0.901477832512
2,3387,42,125.13314001413713,79.92429927145048,22,20,0,2,2,0,151,91,151,0,0,0,0,38,0,38,0,0,0,0,93,0,93,13,32,12,0,0,10,12,10,397,0.9155463772810712,0.904761904762
3,3000,51,149.44035390624077,73.82124307126439,19,32,0,4,2,0,60,36,60,0,0,0,0,41,0,41,0,0,0,0,72,0,72,14,45,18,2,2,15,18,15,398,0.9205525347393858,0.903828197946
4,3067,104,100.19504699250031,72.29413402273404,53,51,0,5,3,0,105,64,105,0,0,0,0,92,0,92,0,0,0,0,100,0,100,16,57,13,3,1,18,13,18,402,0.9200633100873484,0.913003663004
5,101,57,94.77802851758065,67.9600333965974,26,31,0,3,2,0,65,39,65,0,0,0,27,36,0,36,0,0,0,28,38,0,38,11,12,17,1,0,4,17,4,399,0.9124199387357286,0.908103592314
6,155,28,142.59255461794103,79.30207186557742,15,13,0,4,3,0,62,37,62,0,0,0,2,22,0,22,0,0,0,18,52,0,52,12,27,13,0,1,6,13,6,381,0.9133564139941694,0.899659863946
7,6041,62,147.7433367922839,79.4823912120189,29,33,0,9,2,0,190,116,190,0,0,0,0,52,0,52,0,0,0,0,106,0,106,16,32,20,1,1,20,20,20,402,0.9125972449333535,0.912442396313
8,4676,43,108.45067268826321,70.8065488944084,20,23,0,0,4,0,0,0,0,0,0,0,0,46,0,46,0,0,0,0,27,0,27,13,25,13,0,0,7,13,7,396,0.9031780370341753,0.904761904762
9,3894,91,130.20903040560603,74.70284663285342,44,47,0,4,2,0,82,49,82,0,0,0,0,75,0,75,0,0,0,0,65,0,65,18,30,35,0,1,19,35,19,402,0.9224903824589854,0.898482469911
10,2449,61,134.81984174921905,77.65567599448048,31,30,0,4,3,0,79,48,79,0,0,0,0,47,0,47,0,0,0,0,72,0,72,13,39,20,0,0,18,20,18,402,0.9070526356202254,0.896955503513
11,348,57,149.98176558405896,73.33274924632424,25,32,0,4,3,0,232,140,232,0,0,0,0,45,0,45,0,0,0,0,148,0,148,16,55,26,0,1,15,26,15,398,0.9195356813085348,0.90142021721
12,211,33,152.41393182402192,72.4306714025612,14,19,0,4,0,0,69,42,69,0,0,0,0,30,0,30,0,0,0,0,55,0,55,13,27,13,2,0,10,13,10,387,0.9088504088504091,0.910533910534
13,100,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0.0
14,220,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0.0
15,144,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.0,0.0
16,106,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0.0
17,119,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0
18,88,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.0,0.0
19,666,75,136.19393624431945,72.5416245310797,32,43,0,2,5,0,85,52,85,0,0,0,0,59,0,59,0,0,0,0,74,0,74,22,41,35,2,0,14,35,14,402,0.9203216931216931,0.906666666667
20,593,60,130.3330327564557,72.63280296626235,29,31,0,2,5,0,6,4,6,0,0,0,0,48,0,48,0,0,0,0,41,0,41,15,37,25,2,0,11,25,11,400,0.9208730158730157,0.914285714286
21,148,84,109.41204927921366,72.58174252357294,40,44,0,2,3,0,44,27,44,0,0,0,2,68,0,68,0,0,0,3,49,0,49,13,30,22,0,0,17,22,17,402,0.9200005398984991,0.916099773243
22,138,18,160.459611656834,36.0621581729397,7,11,0,1,0,0,26,16,26,0,0,0,0,12,0,12,0,0,0,0,27,0,27,7,17,14,0,0,4,14,4,352,0.9041005291005294,0.912698412698
