Year,Ages,N_Initial_Age,AgeSize_Mean,AgeSize_Std,Size_Classes,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack,Capture_Back,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut,Capture_Out,N_BeforePacking_AddAge0s,PackingDeaths_Immigration,N_Immigration,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
10,0|1|2|3|4|5|6|,4861|5330|1892|1185|405|174|532|,49.92103740721472|113.4446567600201|164.79572781619692|205.23032539160798|237.06912928523724|262.1394773080264|311.49484583444894|,10.027311894378942|2.842170943040401e-14|2.842170943040401e-14|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|22.08361002001672|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,4827|5364|1892|1185|579|370|162|,49.722428873359995|113.22073437652296|164.79572781619692|205.23032539160798|244.60322350970242|299.27186595882915|339.41152826642|,9.776200888792456|2.81030112296536|2.842170943040401e-14|2.842170943040401e-14|11.494337234512841|13.908964458957412|6.254479336109413|,0|4861|5330|3077|579|370|162|,0|0|0|0|0|0|0|,0|0|4278|2015|0|49|23|,0|4861|1052|1062|579|321|139|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|4861|1052|645|822|443|191|,0|0|0|0|0|0|0|,5936|4884|1052|645|822|443|191|,0|0|0|0|161|92|28|,5925|4895|1052|645|661|351|163|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
11,0|1|2|3|4|5|6|,5959|4861|1052|645|340|321|514|,50.09906346553486|113.44465676002005|164.79572781619694|205.23032539160795|237.06912928523727|262.13947730802647|310.5347861148281|,9.97555593123046|1.4210854715202004e-14|0.0|5.684341886080802e-14|0.0|0.0|22.657383789315414|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5925|4895|1052|645|661|351|163|,49.93376829328713|113.20474332254413|164.79572781619694|205.23032539160795|249.24398815863412|297.8262078497834|337.9011110904766|,9.758752235265456|2.8814593751249475|0.0|5.684341886080802e-14|12.529994433249854|14.508960410051955|8.294418223104174|,0|5959|4861|1697|661|351|163|,0|0|0|0|0|0|0|,0|164|3204|288|58|24|10|,0|5795|1657|1409|603|327|153|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|5795|1657|882|842|554|214|,0|0|0|0|0|0|0|,5601|5830|1657|882|842|554|214|,0|19|0|0|205|306|62|,5604|5808|1657|882|637|248|152|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
12,0|1|2|3|4|5|6|,5636|5776|1657|882|402|235|400|,49.93551361514278|113.44465676002005|164.79572781619692|205.23032539160795|237.06912928523724|262.13947730802647|310.0101981414113|,9.711583702763068|1.4210854715202004e-14|2.842170943040401e-14|5.684341886080802e-14|2.842170943040401e-14|0.0|24.358128789272346|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5604|5808|1657|882|637|248|152|,49.77784645191514|113.24687339261159|164.79572781619692|205.23032539160795|246.3180017897199|293.40050275837126|337.110227450582|,9.510152735362354|2.6630523781853492|2.842170943040401e-14|5.684341886080802e-14|12.096727239282988|13.687262929382666|8.436088390955046|,0|5636|5776|2539|637|248|152|,0|0|0|0|0|0|0|,0|869|5022|1152|0|0|13|,0|4767|754|1387|637|248|139|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|4767|754|903|886|454|168|,0|0|0|0|0|0|0|,4989|4812|754|903|886|454|168|,0|0|0|0|337|110|0|,5008|4793|754|903|549|344|168|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
13,0|1|2|3|4|5|6|,5034|4767|754|903|295|254|512|,49.649544313547935|113.44465676002007|164.79572781619692|205.23032539160795|237.0691292852373|262.1394773080264|307.7572214013468|,9.843200733404702|0.0|2.842170943040401e-14|5.684341886080802e-14|2.842170943040401e-14|5.684341886080802e-14|24.186378278804025|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5008|4793|754|903|549|344|168|,49.507119117291815|113.24740920300826|164.79572781619692|205.23032539160795|248.66816097519802|292.8070024615495|338.3695744685509|,9.666647874069014|2.67475881618129|2.842170943040401e-14|5.684341886080802e-14|12.500169000856072|12.562049280580428|8.055847745050992|,0|5034|4767|1657|549|344|168|,0|0|0|0|0|0|0|,0|90|2737|225|0|0|6|,0|4944|2030|1432|549|344|162|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|4944|2030|653|1074|572|188|,0|0|0|0|0|0|0|,4517|4969|2030|653|1074|572|188|,0|0|0|0|636|258|38|,4507|4979|2030|653|438|314|150|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
14,0|1|2|3|4|5|6|,4542|4944|2030|653|321|117|464|,50.20091637101005|113.44465676002008|164.79572781619694|205.230325391608|237.06912928523727|262.1394773080264|309.2415756802244|,9.98192988652545|1.4210854715202004e-14|0.0|0.0|0.0|5.684341886080802e-14|24.112860249370453|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,4507|4979|2030|653|438|314|150|,49.98368742264017|113.19671941450646|164.79572781619694|205.230325391608|243.76600307214665|294.6455580967461|339.79590582163905|,9.70706538844261|2.9562626671337444|0.0|0.0|11.092557774684755|13.129166836836584|7.627573765343194|,0|4542|4944|2683|438|314|150|,0|0|0|0|0|0|0|,0|0|3858|1179|0|8|9|,0|4542|1086|1504|438|306|141|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|4542|1086|1128|697|396|168|,0|0|0|0|0|0|0|,4432|4562|1086|1128|697|396|168|,0|0|0|13|135|97|0|,4419|4575|1086|1115|562|299|168|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
15,0|1|2|3|4|5|6|,4452|4542|1086|1115|306|256|467|,50.11249648577782|113.44465676002007|164.79572781619694|205.23032539160798|237.0691292852373|262.13947730802647|313.55730034133626|,10.026243341368556|0.0|0.0|2.842170943040401e-14|2.842170943040401e-14|0.0|23.108062154037174|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,4419|4575|1086|1115|562|299|168|,49.90488178740853|113.18836999784386|164.79572781619694|205.23032539160798|248.4890742920594|298.55497792568417|340.2578622596694|,9.767250367116377|3.0166563934495305|0.0|2.842170943040401e-14|12.48546562060474|13.120201858066938|8.030329558859968|,0|4452|4542|2201|562|299|168|,0|0|0|0|0|0|0|,0|265|2950|612|0|1|30|,0|4187|1592|1589|562|298|138|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|4187|1592|799|1096|510|182|,0|0|0|0|0|0|0|,6202|4216|1592|799|1096|510|182|,0|0|0|0|656|137|16|,6191|4227|1592|799|440|373|166|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
16,0|1|2|3|4|5|6|,6231|4187|1592|799|327|113|539|,49.767285117970495|113.44465676002008|164.79572781619692|205.23032539160798|237.06912928523727|262.13947730802647|308.15979920351157|,10.040356546657883|1.4210854715202004e-14|2.842170943040401e-14|2.842170943040401e-14|0.0|0.0|24.57390907039716|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,6191|4227|1592|799|440|373|166|,49.58215996292415|113.11321956323982|164.79572781619692|205.23032539160798|243.507650481999|294.21487017484395|339.4938867197344|,9.801459230238203|3.4023583088133313|2.842170943040401e-14|2.842170943040401e-14|10.952689713206171|14.301789621079891|9.077616296410833|,0|6231|4187|2391|440|373|166|,0|0|0|0|0|0|0|,0|1133|2315|534|0|25|23|,0|5098|1872|1857|440|348|143|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|5098|1872|1229|955|420|184|,0|0|0|0|0|0|0|,5337|5135|1872|1229|955|420|184|,0|0|0|0|296|85|19|,5337|5135|1872|1229|659|335|165|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
17,0|1|2|3|4|5|6|,5374|5098|1872|1229|424|235|500|,50.19334396962967|113.44465676002005|164.79572781619694|205.230325391608|237.0691292852372|262.13947730802647|311.98196644876276|,10.03770894865391|1.4210854715202004e-14|0.0|0.0|5.684341886080802e-14|0.0|22.608542717161544|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5337|5135|1872|1229|659|335|165|,49.99911615064239|113.19077074184884|164.79572781619694|205.230325391608|246.00923821597394|298.47573822024293|339.40370254909084|,9.794328952259765|2.9881607343833605|0.0|0.0|12.008584203051438|12.943444486863038|9.298913528394973|,0|5374|5098|3101|659|335|165|,0|0|0|0|0|0|0|,0|0|3951|2304|0|0|11|,0|5374|1147|797|659|335|154|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|5374|1147|489|732|513|211|,0|0|0|0|0|0|0|,5163|5401|1147|489|732|513|211|,0|0|0|0|118|219|46|,5156|5408|1147|489|614|294|165|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
18,0|1|2|3|4|5|6|,5190|5374|1147|489|251|363|459|,50.045551477202444|113.44465676002008|164.79572781619694|205.23032539160798|237.0691292852372|262.13947730802647|310.9206360255431|,9.873263894586582|1.4210854715202004e-14|0.0|2.842170943040401e-14|5.684341886080802e-14|0.0|24.283466972012864|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5156|5408|1147|489|614|294|165|,49.8610304197153|113.22199052347938|164.79572781619694|205.23032539160798|251.89084969610445|295.3491932271339|338.6661159208905|,9.636252433794311|2.8111964463776187|0.0|2.842170943040401e-14|12.32486482923855|13.972963867379796|9.521751768928247|,0|5190|5374|1636|614|294|165|,0|0|0|0|0|0|0|,0|0|3976|218|0|0|30|,0|5190|1398|1418|614|294|135|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|5190|1398|991|678|626|166|,0|0|0|0|0|0|0|,4634|5218|1398|991|678|626|166|,0|0|0|0|52|366|25|,4634|5218|1398|991|626|260|141|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
19,0|1|2|3|4|5|6|,4662|5190|1398|991|392|234|401|,49.81439902470566|113.44465676002007|164.79572781619694|205.230325391608|237.0691292852372|262.13947730802647|309.13775333383285|,9.950825544964923|0.0|0.0|0.0|5.684341886080802e-14|0.0|25.547201594357766|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,4634|5218|1398|991|626|260|141|,49.63931430099719|113.25870340491778|164.79572781619694|205.230325391608|246.44047343433095|292.5609246101443|339.7049552356698|,9.71809466097963|2.5442528314107586|0.0|0.0|12.129335022925035|13.46073047529869|8.99847066707202|,0|4662|5190|2389|626|260|141|,0|0|0|0|0|0|0|,0|0|4224|843|0|0|0|,0|4662|966|1546|626|260|141|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|4662|966|898|1040|465|170|,0|0|0|0|0|0|0|,5484|4692|966|898|1040|465|170|,0|0|0|0|478|115|23|,5481|4695|966|898|562|350|147|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
20,0|1|2|3|4|5|6|,5514|4662|966|898|345|217|497|,50.02838505913562|113.44465676002005|164.79572781619694|205.230325391608|237.06912928523724|262.13947730802647|306.7120675005094|,10.080612424110184|1.4210854715202004e-14|0.0|0.0|2.842170943040401e-14|0.0|24.64193459703569|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5481|4695|966|898|562|350|147|,49.85999305839216|113.19550225308623|164.79572781619694|205.230325391608|246.74931704492636|292.474138505869|340.6118984401295|,9.871217405392088|2.971565279993143|0.0|0.0|12.205721650050645|11.980132501190994|8.911447042050073|,0|5514|4662|1864|562|350|147|,0|0|0|0|0|0|0|,0|305|3274|139|0|0|0|,0|5209|1388|1725|562|350|147|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|5209|1388|904|1166|548|166|,0|0|0|0|0|0|0|,4920|5242|1388|904|1166|548|166|,0|0|0|0|841|175|39|,4917|5245|1388|904|325|373|127|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
21,0|1|2|3|4|5|6|,4953|5209|1388|904|233|92|500|,50.010190553702344|113.44465676002007|164.79572781619692|205.23032539160798|237.0691292852372|262.1394773080264|307.0502597370167|,10.021569515500806|0.0|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|23.754924618034064|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,4917|5245|1388|904|325|373|127|,49.80520899882069|113.20142578231287|164.79572781619692|205.23032539160798|244.16596626399604|295.0504832181174|342.2936978594532|,9.76167488675747|2.941136885053437|2.842170943040401e-14|2.842170943040401e-14|11.294028413963042|12.851149808915373|8.460103689923642|,0|4953|5209|2292|325|373|127|,0|0|0|0|0|0|0|,0|0|4262|513|0|0|0|,0|4953|947|1779|325|373|127|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|4953|947|1090|922|431|161|,0|0|0|0|0|0|0|,4509|4979|947|1090|922|431|161|,0|0|0|0|295|91|19|,4504|4984|947|1090|627|340|142|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
22,0|1|2|3|4|5|6|,4535|4953|947|1090|466|161|482|,50.01473960089858|113.44465676002008|164.79572781619692|205.230325391608|237.0691292852372|262.13947730802647|312.56754009045505|,9.856279277174407|1.4210854715202004e-14|2.842170943040401e-14|0.0|5.684341886080802e-14|0.0|21.82812932587294|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,4504|4984|947|1090|627|340|142|,49.82058269927919|113.22558678669763|164.79572781619692|205.230325391608|243.50665086684657|300.66647799178395|341.06304089009|,9.604743201306203|2.77708339867621|2.842170943040401e-14|0.0|10.952133232456436|12.591503458899828|9.30413257505515|,0|4535|4953|2037|627|340|142|,0|0|0|0|0|0|0|,0|0|3814|438|0|0|0|,0|4535|1139|1599|627|340|142|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|4535|1139|732|1333|446|197|,0|0|0|0|0|0|0|,5531|4567|1139|732|1333|446|197|,0|0|0|0|956|135|45|,5518|4580|1139|732|377|311|152|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
23,0|1|2|3|4|5|6|,5563|4535|1139|732|226|151|463|,50.2422772628548|113.44465676002007|164.79572781619694|205.230325391608|237.0691292852372|262.1394773080264|312.3692246798109|,10.13650719281547|0.0|0.0|0.0|5.684341886080802e-14|5.684341886080802e-14|23.05641108482773|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5518|4580|1139|732|377|311|152|,50.017847158346385|113.09406685593818|164.79572781619694|205.230325391608|247.11056841372837|299.18146488980165|339.3520753027902|,9.864602936169316|3.527986837654694|0.0|0.0|12.284619401093925|14.580615481372392|10.018930202734737|,0|5563|4535|1871|377|311|152|,0|0|0|0|0|0|0|,0|506|3011|181|0|0|0|,0|5057|1524|1690|377|311|152|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|5057|1524|1024|892|405|209|,0|0|0|0|0|0|0|,3220|5088|1524|1024|892|405|209|,0|0|0|0|203|77|58|,3228|5080|1524|1024|689|328|151|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
24,0|1|2|3|4|5|6|,3251|5057|1524|1024|518|171|479|,50.26415050499543|113.44465676002008|164.79572781619692|205.23032539160798|237.06912928523718|262.1394773080264|310.47115023603124|,10.070824962656555|1.4210854715202004e-14|2.842170943040401e-14|2.842170943040401e-14|8.526512829121202e-14|5.684341886080802e-14|23.400129711159863|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,3228|5080|1524|1024|689|328|151|,50.06709256248789|113.28382042036431|164.79572781619692|205.23032539160798|243.29123307608916|297.35508684924105|338.9616720298535|,9.829625192652895|2.389384144421966|2.842170943040401e-14|2.842170943040401e-14|10.829392036787636|14.540557740692496|9.6087127275566|,0|3251|5057|2548|689|328|151|,0|0|0|0|0|0|0|,0|0|4052|1506|0|0|2|,0|3251|1005|1042|689|328|149|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|3251|1005|617|943|433|215|,0|0|0|0|0|0|0|,5873|3291|1005|617|943|433|215|,0|0|0|0|368|109|87|,5877|3287|1005|617|575|324|128|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
25,0|1|2|3|4|5|6|,5913|3251|1005|617|269|306|452|,49.93419731243969|113.44465676002008|164.79572781619694|205.230325391608|237.06912928523724|262.13947730802647|307.48963004562574|,9.990947603791707|1.4210854715202004e-14|0.0|0.0|2.842170943040401e-14|0.0|22.393571149064016|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5877|3287|1005|617|575|324|128|,49.761070712605346|113.05861735847263|164.79572781619694|205.230325391608|250.41091449388676|295.6759226985445|337.39307676792515|,9.770145385310139|3.6810816770595025|0.0|0.0|12.509195252789269|13.128131276108816|9.331718003122106|,0|5913|3251|1622|575|324|128|,0|0|0|0|0|0|0|,0|359|605|203|0|0|0|,0|5554|2646|1419|575|324|128|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|5554|2646|878|810|600|158|,0|0|0|0|0|0|0|,4544|5588|2646|878|810|600|158|,0|539|0|0|158|227|14|,4544|5051|2646|878|652|373|144|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
26,0|1|2|3|4|5|6|,4578|5017|2646|878|431|221|517|,49.895791114228544|113.4446567600201|164.79572781619694|205.23032539160798|237.0691292852372|262.1394773080264|306.1144493036933|,9.979554838777762|2.842170943040401e-14|0.0|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|23.644451631121324|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,4544|5051|2646|878|652|373|144|,49.686771769144364|113.20492650306218|164.79572781619694|205.23032539160798|245.5669006242501|293.64776358529673|338.40662828259525|,9.716836837576233|2.9178305173425514|0.0|2.842170943040401e-14|11.867180252991346|13.686154211725572|8.75401115628911|,0|4578|5017|3524|652|373|144|,0|0|0|0|0|0|0|,0|0|4039|3000|0|59|3|,0|4578|978|524|652|314|141|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|4578|978|388|567|497|179|,0|0|0|0|0|0|0|,5579|4626|978|388|567|497|179|,0|0|0|0|0|144|30|,5574|4631|978|388|567|353|149|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
27,0|1|2|3|4|5|6|,5627|4578|978|388|136|431|502|,50.25033063896294|113.44465676002008|164.79572781619694|205.23032539160798|237.0691292852373|262.1394773080264|307.331466472899|,9.975453366395529|1.4210854715202004e-14|0.0|2.842170943040401e-14|2.842170943040401e-14|5.684341886080802e-14|23.119741179773037|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5574|4631|978|388|567|353|149|,49.9883164618618|113.03678972023293|164.79572781619694|205.23032539160798|256.12613104506465|294.3998618003704|337.9680869386883|,9.649666742325088|3.7987924140024427|0.0|2.842170943040401e-14|10.704968487376055|12.796350008120175|8.840505849054507|,0|5627|4578|1366|567|353|149|,0|0|0|0|0|0|0|,0|132|1618|51|0|0|0|,0|5495|2960|1315|567|353|149|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|5495|2960|944|507|748|185|,0|0|0|0|0|0|0|,3871|5524|2960|944|507|748|185|,0|492|63|0|0|580|20|,3877|5027|2897|944|507|168|165|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
28,0|1|2|3|4|5|6|,3900|5004|2897|944|371|136|333|,50.03471035637538|113.4446567600201|164.7957278161969|205.23032539160798|237.06912928523724|262.13947730802647|315.48606602277545|,10.078290124210428|2.842170943040401e-14|5.684341886080802e-14|2.842170943040401e-14|2.842170943040401e-14|0.0|25.138549757016584|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,3877|5027|2897|944|507|168|165|,49.85705171833709|113.29155426795535|164.7957278161969|205.23032539160798|243.79411415920043|292.9551707007652|338.42661398700403|,9.832240503406707|2.283683107745281|5.684341886080802e-14|2.842170943040401e-14|11.107307940415469|12.6077068848134|8.390419011349245|,0|3900|5004|3841|507|168|165|,0|0|0|0|0|0|0|,0|0|3925|3260|0|0|3|,0|3900|1079|581|507|168|162|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|3900|1079|433|519|294|172|,0|0|0|0|0|0|0|,3964|3918|1079|433|519|294|172|,0|0|0|0|0|0|17|,3955|3927|1079|433|519|294|155|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
29,0|1|2|3|4|5|6|,3982|3900|1079|433|148|371|449|,50.0374436754254|113.44465676002005|164.79572781619694|205.23032539160798|237.06912928523732|262.13947730802647|310.48898986604587|,9.840915132879266|1.4210854715202004e-14|0.0|2.842170943040401e-14|5.684341886080802e-14|0.0|25.159816487783072|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,3955|3927|1079|433|519|294|155|,49.84455808500938|113.2029627841635|164.79572781619694|205.23032539160798|254.99032218784762|294.2148359077529|341.35738511596946|,9.589853882224968|2.9138730191819824|0.0|2.842170943040401e-14|11.3190718700523|13.103798854582914|7.266112960711544|,0|3982|3900|1512|519|294|155|,0|0|0|0|0|0|0|,0|0|1248|0|0|0|18|,0|3982|2652|1512|519|294|137|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|3982|2652|1079|581|635|167|,0|0|0|0|0|0|0|,3915|4003|2652|1079|581|635|167|,0|0|73|0|0|338|13|,3914|4004|2579|1079|581|297|154|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
30,0|1|2|3|4|5|6|,3936|3982|2579|1079|433|148|451|,50.3490924930779|113.44465676002007|164.79572781619692|205.23032539160795|237.0691292852372|262.1394773080264|308.46059071375294|,10.001777117537786|0.0|2.842170943040401e-14|5.684341886080802e-14|5.684341886080802e-14|5.684341886080802e-14|26.33865852371687|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,3914|4004|2579|1079|581|297|154|,50.19487467940654|113.24872921477456|164.79572781619692|205.23032539160795|243.45537972821973|291.39323300763266|341.37620914698476|,9.814477373551165|2.639427526742256|2.842170943040401e-14|5.684341886080802e-14|10.923430159330364|12.701042667175155|8.677101082908175|,0|3936|3982|3658|581|297|154|,0|0|0|0|0|0|0|,0|0|1920|3157|0|0|1|,0|3936|2062|501|581|297|153|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|3936|2062|365|569|421|177|,0|0|0|0|0|0|0|,5047|3961|2062|365|569|421|177|,0|0|0|0|0|91|7|,5041|3967|2062|365|569|330|170|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
31,0|1|2|3|4|5|6|,5072|3936|2062|365|136|433|500|,50.02175709975328|113.44465676002005|164.79572781619694|205.23032539160795|237.0691292852373|262.13947730802647|311.82512395077606|,10.088814664649004|1.4210854715202004e-14|0.0|5.684341886080802e-14|2.842170943040401e-14|0.0|24.156242697697298|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5041|3967|2062|365|569|330|170|,49.849981234337974|113.1673218086942|164.79572781619694|205.23032539160795|256.14726758728955|296.28009658190354|342.0007653138816|,9.876627718920314|3.1320397585689608|0.0|5.684341886080802e-14|10.692062747062495|11.582194195839346|8.728877636532308|,0|5072|3936|2427|569|330|170|,0|0|0|0|0|0|0|,0|0|1924|873|0|0|17|,0|5072|2012|1554|569|330|153|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|5072|2012|1313|377|738|178|,0|0|0|0|0|0|0|,4251|5096|2012|1313|377|738|178|,0|0|0|0|0|485|38|,4239|5108|2012|1313|377|253|140|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
32,0|1|2|3|4|5|6|,4275|5072|2012|1313|241|136|393|,50.24300324315183|113.44465676002008|164.79572781619694|205.23032539160803|237.0691292852372|262.13947730802647|310.7698924860667|,10.046071670319751|1.4210854715202004e-14|0.0|2.842170943040401e-14|5.684341886080802e-14|0.0|26.284392915682236|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,4239|5108|2012|1313|377|253|140|,50.008022500842685|113.1942307302709|164.79572781619694|205.23032539160803|246.11307446056702|293.40497194765595|342.1507846019088|,9.75468870266439|2.982201638767841|0.0|2.842170943040401e-14|12.039182227633741|13.609478585745942|8.65832230341111|,0|4275|5072|3325|377|253|140|,0|0|0|0|0|0|0|,0|0|4026|2293|0|0|0|,0|4275|1046|1032|377|253|140|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|4275|1046|630|643|371|158|,0|0|0|0|0|0|0|,4284|4300|1046|630|643|371|158|,0|0|0|0|33|8|0|,4282|4302|1046|630|610|363|158|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
33,0|1|2|3|4|5|6|,4309|4275|1046|630|382|228|521|,50.07622206857703|113.44465676002007|164.79572781619694|205.23032539160798|237.06912928523727|262.1394773080264|310.5736792317379|,9.976715998819214|0.0|0.0|2.842170943040401e-14|0.0|5.684341886080802e-14|24.52177998274492|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,4282|4302|1046|630|610|363|158|,49.8929161083207|113.22940068962227|164.79572781619694|205.23032539160798|246.43968559539454|296.53257910034773|342.83266244499526|,9.73186262576287|2.7252198713754705|0.0|2.842170943040401e-14|12.12912949477241|13.446008232227944|8.594262457761602|,0|4309|4275|1676|610|363|158|,0|0|0|0|0|0|0|,0|0|2113|262|0|0|0|,0|4309|2162|1414|610|363|158|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|4309|2162|889|907|532|217|,0|0|0|0|0|0|0|,5522|4351|2162|889|907|532|217|,0|0|0|0|266|290|62|,5526|4347|2162|889|641|242|155|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
34,0|1|2|3|4|5|6|,5564|4309|2162|889|373|268|397|,49.946171682421095|113.44465676002008|164.79572781619694|205.23032539160798|237.06912928523727|262.13947730802647|313.10980680406027|,10.047910038844805|1.4210854715202004e-14|0.0|2.842170943040401e-14|0.0|0.0|24.8839457855565|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,5526|4347|2162|889|641|242|155|,49.75502285007411|113.13256704633264|164.79572781619694|205.23032539160798|247.5509596598199|295.64943564947123|340.3705153163863|,9.811441894930796|3.331076552358683|0.0|2.842170943040401e-14|12.365854899888916|13.078745592796423|9.989289047834106|,0|5564|4309|3051|641|242|155|,0|0|0|0|0|0|0|,0|463|2545|2064|0|0|1|,0|5101|1764|987|641|242|154|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|5101|1764|711|649|492|172|,0|0|0|0|0|0|0|,4488|5132|1764|711|649|492|172|,0|0|0|0|69|103|35|,4489|5131|1764|711|580|389|137|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
35,0|1|2|3|4|5|6|,4519|5101|1764|711|244|336|526|,50.1699804219608|113.44465676002007|164.79572781619694|205.23032539160795|237.0691292852372|262.13947730802647|305.9840925135409|,9.982620524628684|0.0|0.0|5.684341886080802e-14|5.684341886080802e-14|0.0|24.660918482391725|,50.0|100.0|150.0|200.0|250.0|300.0|350.0|,4489|5131|1764|711|580|389|137|,49.98868565967147|113.23331236278271|164.79572781619694|205.23032539160795|251.59264124326688|293.44077908471394|341.599778088823|,9.764331884125948|2.7599133372464393|0.0|5.684341886080802e-14|12.376473637749726|13.76785192997719|9.030227484314329|,0|4519|5101|2475|580|389|137|,0|0|0|0|0|0|0|,0|0|4078|913|0|0|0|,0|4519|1023|1562|580|389|137|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|,0|4519|1023|1102|704|678|184|,0|0|0|0|0|0|0|,5170|4551|1023|1102|704|678|184|,0|0|0|0|116|456|0|,5167|4554|1023|1102|588|222|184|,0|0|0|0|0|0|0|,0|0|0|0|0|0|0|
