0,62207.51559,2353.882536,29855.44768,4706.888371,13454.66505,19213.68357,85585.47512,84814.65472,78328.96321,75392.89523,74603.60301,109931.1868,26508.76803,37563.09045,34933.47198,47802.13116,35331.74759,29953.25746,23455.98163,13540.89034,133100.9431,15843.3,45960.4905,36957.86027,24819.03797,7551.158241,22108.5486,17553.35152,7739.135922,18982.75056,11816.84379,40817.87767,10014.87287,22101.00398,18972.70005,102388.2305,29986.4768,41231.74861,41000.06312,10186.56895,9462.96215,31415.12335,2165.904855,32892.39325,12662.96317,53405.20012,29802.22433,16052.47482,21359.36319
62207.51559,0,64561.39812,88864.59233,66914.40396,75662.18063,81421.19916,75358.67514,74587.85474,68102.16323,65166.09525,64376.80303,99704.38683,86812.33808,99770.60603,97140.98757,110009.6467,26875.768,56158.32826,85663.49721,75748.40593,122874.1432,78050.81558,72165.5613,99165.37585,87026.55355,69758.67383,84316.06419,44694.92815,69946.65151,81190.26615,70825.98844,103025.3933,72222.38846,84308.51957,43234.81553,92161.43048,92193.99238,103439.2642,21207.45247,70490.13899,71670.47774,93622.63894,60318.00393,95099.90884,74870.47876,81800.43985,58197.46406,78259.99041,83566.87878
2353.882536,64561.39812,0,31785.06525,5319.13012,14066.9068,16859.80103,87939.35765,87168.53726,80682.84574,77746.77777,76957.48554,112285.0693,28438.3856,35209.20791,32579.58945,45448.24862,37685.63012,32307.13999,21102.09909,11187.00781,135454.8257,14525.26601,48314.37303,34603.97773,22465.15543,6233.124252,19754.66607,19907.23406,8351.377671,16628.86802,13746.46136,38463.99514,7660.990337,19747.12144,21326.58259,104742.113,27632.59426,38877.86607,43353.94565,12116.18652,10075.2039,29061.24082,4519.787391,30538.51072,10309.08063,55759.08266,32156.10687,13698.59229,19005.48066
29855.44768,88864.59233,31785.06525,0,34185.28468,42933.06136,48644.86629,112242.5519,111471.7315,104986.0399,102049.972,101260.6797,136588.2635,40056.3254,66994.27317,64364.6547,77233.31388,61988.82433,56610.3342,52887.16435,42972.07306,159758.0199,45274.48272,72617.56724,66389.04299,54250.22069,36982.34096,51539.73132,44210.42826,37217.53224,48413.93328,18038.60389,70249.06039,39446.05559,51532.1867,45629.77679,129045.3072,59417.65951,70662.93132,67657.13985,23734.12632,38941.35846,60846.30607,28546.58839,62323.57597,42094.14589,80062.27686,56459.30107,45483.65754,50790.54591
4706.888371,66914.40396,5319.13012,34185.28468,0,8747.776675,22178.93115,90292.36349,89521.5431,83035.85158,80099.7836,79310.49138,114638.0752,30838.60504,40528.33803,37898.71957,50767.37874,40038.63596,34660.14583,26421.22921,16506.13793,137807.8315,18808.54758,50667.37887,39923.10785,27784.28555,10516.40583,25073.79619,22260.23989,3032.247551,21947.99815,16146.68079,43783.12526,12980.12046,25066.25156,23679.58843,107095.1188,32951.72438,44196.99619,45706.95149,14516.40595,4756.073779,34380.37094,6872.793226,35857.64084,15628.21075,58112.08849,34509.1127,19017.72241,24324.61078
13454.66505,75662.18063,14066.9068,42933.06136,8747.776675,0,30926.70783,99040.14016,98269.31977,91783.62825,88847.56028,88058.26805,123385.8519,39586.38171,49276.11471,46646.49624,59515.15542,48786.41263,43407.9225,35169.00589,25253.9146,146555.6082,27556.32426,59415.15554,48670.88453,36532.06223,19264.1825,33821.57286,31008.01657,6079.900007,30695.77482,24894.45747,52530.90193,21727.89713,33814.02824,32427.3651,115842.8955,41699.50106,52944.77287,54454.72816,23264.18263,6668.534959,43128.14761,15620.5699,44605.41751,24375.98743,66859.86517,43256.88938,27765.49908,33072.38745
19213.68357,81421.19916,16859.80103,48644.86629,22178.93115,30926.70783,0,104799.1587,104028.3383,97542.64678,94606.5788,93817.28658,129144.8704,45298.18664,29795.6506,27166.03213,40034.69131,54545.43116,49166.94103,15688.54178,5690.607784,152314.6267,31385.06704,65174.17407,17744.1767,17051.59812,23092.92529,21904.0709,36767.03509,25211.17871,11215.31071,30606.2624,33050.43783,9198.810697,14333.56413,38186.38362,121601.914,22219.03695,33464.30876,60213.74669,28975.98755,26935.00493,23647.6835,21379.58843,25124.95341,12458.48547,72618.88369,49015.9079,8285.034975,13591.92335
85585.47512,75358.67514,87939.35765,112242.5519,90292.36349,99040.14016,104799.1587,0,770.8203932,7320.882628,10334.00124,10981.87211,24469.31849,110190.2976,123148.5656,120518.9471,133387.6063,50253.72753,79536.2878,109041.4567,99126.36546,47639.07482,101428.7751,95543.52084,122543.3354,110404.5131,93136.63336,107694.0237,68072.88768,93324.61104,104568.2257,94203.94797,126403.3528,95600.34799,107686.4791,66612.77506,16926.36214,115571.9519,126817.2237,54151.22267,93868.09853,95048.43727,117000.5985,83695.96346,118477.8684,98248.43829,105178.3994,81575.42359,101637.9499,106944.8383
84814.65472,74587.85474,87168.53726,111471.7315,89521.5431,98269.31977,104028.3383,770.8203932,0,6550.062235,9563.18085,10211.05172,25116.53208,109419.4772,122377.7452,119748.1267,132616.7859,49482.90714,78765.4674,108270.6364,98355.54507,48286.28841,100657.9547,94772.70044,121772.515,109633.6927,92365.81297,106923.2033,67302.06729,92553.79065,103797.4053,93433.12757,125632.5324,94829.5276,106915.6587,65841.95467,17573.57574,114801.1315,126046.4033,53380.40227,93097.27813,94277.61687,116229.7781,82925.14307,117707.048,97477.61789,104407.579,80804.6032,100867.1295,106174.0179
78328.96321,68102.16323,80682.84574,104986.0399,83035.85158,91783.62825,97542.64678,7320.882628,6550.062235,0,3077.489334,3725.3602,31666.59432,102933.7857,115892.0537,113262.4352,126131.0944,42997.21562,72279.77589,101784.9448,91869.85355,54836.35065,94172.26321,88287.00893,115286.8235,103148.0012,85880.12145,100437.5118,60816.37577,86068.09913,97311.71377,86947.43606,119146.8409,88343.83608,100429.9672,59356.26315,24123.63797,108315.44,119560.7118,46894.71076,86611.58662,87791.92536,109744.0866,76439.45156,111221.3565,90991.92638,97921.88747,74318.91168,94381.43803,99688.3264
75392.89523,65166.09525,77746.77777,102049.972,80099.7836,88847.56028,94606.5788,10334.00124,9563.18085,3077.489334,0,789.2922227,34679.71293,99997.71772,112955.9857,110326.3672,123195.0264,40061.14764,69343.70791,98848.87686,88933.78557,57849.46926,91236.19523,85350.94095,112350.7555,100211.9332,82944.05347,97501.44383,57880.30779,83132.03115,94375.64579,84011.36808,116210.7729,85407.7681,97493.89921,56420.19518,27136.75659,105379.372,116624.6438,43958.64278,83675.51864,84855.85738,106808.0186,73503.38358,108285.2885,88055.8584,94985.8195,71382.8437,91445.37005,96752.25842
74603.60301,64376.80303,76957.48554,101260.6797,79310.49138,88058.26805,93817.28658,10981.87211,10211.05172,3725.3602,789.2922227,0,35327.5838,99208.4255,112166.6935,109537.075,122405.7342,39271.85542,68554.41569,98059.58464,88144.49335,58497.34013,90446.90301,84561.64873,111561.4633,99422.64098,82154.76125,96712.15161,57091.01557,82342.73893,93586.35357,83222.07586,115421.4807,84618.47588,96704.60699,55630.90295,27784.62745,104590.0798,115835.3516,43169.35056,82886.22642,84066.56516,106018.7264,72714.09135,107495.9963,87266.56618,94196.52727,70593.55148,90656.07783,95962.9662
109931.1868,99704.38683,112285.0693,136588.2635,114638.0752,123385.8519,129144.8704,24469.31849,25116.53208,31666.59432,34679.71293,35327.5838,0,134536.0093,147494.2773,144864.6588,157733.318,74599.43922,103881.9995,133387.1684,123472.0772,23169.75633,125774.4868,119889.2325,146889.0471,134750.2248,117482.345,132039.7354,92418.59937,117670.3227,128913.9374,118549.6597,150749.0645,119946.0597,132032.1908,90958.48675,7542.956348,139917.6636,151162.9354,78496.93436,118213.8102,119394.149,141346.3102,108041.6752,142823.5801,122594.15,129524.1111,105921.1353,125983.6616,131290.55
26508.76803,86812.33808,28438.3856,40056.3254,30838.60504,39586.38171,45298.18664,110190.2976,109419.4772,102933.7857,99997.71772,99208.4255,134536.0093,0,63647.59352,61017.97505,73886.63423,59936.57008,54558.07995,49540.4847,39625.39341,157705.7656,41927.80307,70565.31299,63042.36334,50903.54104,33635.66131,48193.05167,42158.17402,33870.85259,45067.25363,22017.72151,66902.38074,36099.37594,48185.50705,43577.52255,126993.053,56070.97987,67316.25168,65604.88561,16322.19908,35594.67881,57499.62642,26494.33415,58976.89632,38747.46624,78010.02262,54407.04682,42136.97789,47443.86626
37563.09045,99770.60603,35209.20791,66994.27317,40528.33803,49276.11471,29795.6506,123148.5656,122377.7452,115892.0537,112955.9857,112166.6935,147494.2773,63647.59352,0,41838.82638,47558.9564,72894.83804,67516.34791,23212.80687,24105.04282,170664.0336,49734.47392,83523.58095,47539.8273,12744.05248,41442.33216,40253.47778,55116.44197,43560.58558,18721.76124,48955.66928,40574.70292,27548.21758,29006.35838,56535.7905,139951.3209,29743.30204,40988.57385,78563.15356,47325.39443,45284.41181,31171.94859,39728.9953,32649.2185,30807.89235,90968.29057,67365.31478,21510.61563,21116.18843
34933.47198,97140.98757,32579.58945,64364.6547,37898.71957,46646.49624,27166.03213,120518.9471,119748.1267,113262.4352,110326.3672,109537.075,144864.6588,61017.97505,41838.82638,0,52077.86709,70265.21957,64886.72944,27731.71756,21475.42435,168034.4151,47104.85545,80893.96248,44910.20883,29094.7739,38812.7137,37623.85932,52486.82351,40930.96712,23258.48649,46326.05081,45093.61361,24918.59911,12832.468,53906.17204,137321.7024,34262.21273,45507.48454,75933.5351,44695.77597,42654.79334,35690.85928,37099.37684,37168.12919,28178.27388,88338.6721,64735.69631,20328.21075,25635.09912
47802.13116,110009.6467,45448.24862,77233.31388,50767.37874,59515.15542,40034.69131,133387.6063,132616.7859,126131.0944,123195.0264,122405.7342,157733.318,73886.63423,47558.9564,52077.86709,0,83133.87875,77755.38862,24346.14953,34344.08353,180903.0743,59973.51463,93762.62166,57778.86801,34814.90392,51681.37288,50492.51849,65355.48268,53799.62629,28837.19516,59194.70999,23158.82912,37787.25829,39245.39909,66774.83121,150190.3616,36534.90972,26368.00395,88802.19427,57564.43514,55523.45252,16551.37869,49968.03601,14909.7379,41046.93306,101207.3313,77604.35549,31749.65634,27907.79612
35331.74759,26875.768,37685.63012,61988.82433,40038.63596,48786.41263,54545.43116,50253.72753,49482.90714,42997.21562,40061.14764,39271.85542,74599.43922,59936.57008,72894.83804,70265.21957,83133.87875,0,29282.56026,58787.72921,48872.63793,97769.19555,51175.04758,45289.7933,72289.60786,60150.78556,42882.90583,57440.29619,17819.16015,43070.88351,54314.49815,43950.22044,76149.62526,45346.62046,57432.75157,16359.04753,67056.48287,65318.22438,76563.49619,5668.315529,43614.37099,44794.70974,66746.87094,33442.23593,68224.14084,47994.71076,54924.67185,31321.69606,51384.22241,56691.11078
29953.25746,56158.32826,32307.13999,56610.3342,34660.14583,43407.9225,49166.94103,79536.2878,78765.4674,72279.77589,69343.70791,68554.41569,103881.9995,54558.07995,67516.34791,64886.72944,77755.38862,29282.56026,0,53409.23909,43494.1478,127051.7558,45796.55746,16065.81168,66911.11773,54772.29543,37504.4157,52061.80606,12440.67002,37692.39338,48936.00802,38571.73031,70771.13513,39968.13033,52054.26144,12923.51273,96339.04314,59939.73425,71185.00606,34950.87579,38235.88087,39416.21961,61368.38081,28063.74581,62845.65071,42616.22063,49546.18172,25943.20593,46005.73228,51312.62065
23455.98163,85663.49721,21102.09909,52887.16435,26421.22921,35169.00589,15688.54178,109041.4567,108270.6364,101784.9448,98848.87686,98059.58464,133387.1684,49540.4847,23212.80687,27731.71756,24346.14953,58787.72921,53409.23909,0,9997.933996,156556.9248,35627.3651,69416.47213,33432.71848,10468.75439,27335.22334,26146.36896,41009.33315,29453.47676,4491.045625,34848.56046,17361.89605,13441.10875,14899.24956,42428.68168,125844.2121,12188.76019,17775.76698,64456.04474,33218.28561,31177.30299,7959.141724,25621.88648,9436.411627,16700.78353,76861.18175,53258.20596,7403.506805,3561.646588
13540.89034,75748.40593,11187.00781,42972.07306,16506.13793,25253.9146,5690.607784,99126.36546,98355.54507,91869.85355,88933.78557,88144.49335,123472.0772,39625.39341,24105.04282,21475.42435,34344.08353,48872.63793,43494.1478,9997.933996,0,146641.8335,25712.27382,59501.38084,23434.78448,11360.99034,17420.13206,16231.27768,31094.24187,19538.38548,5524.702929,24933.46917,27359.83004,3526.017471,8642.956348,32513.5904,115929.1208,16528.42916,27773.70098,54540.95346,23303.19433,21262.21171,17957.07572,15706.7952,19434.34562,6785.692246,66946.09047,43343.11467,2594.427191,7901.315562
133100.9431,122874.1432,135454.8257,159758.0199,137807.8315,146555.6082,152314.6267,47639.07482,48286.28841,54836.35065,57849.46926,58497.34013,23169.75633,157705.7656,170664.0336,168034.4151,180903.0743,97769.19555,127051.7558,156556.9248,146641.8335,0,148944.2431,143058.9889,170058.8034,157919.9811,140652.1014,155209.4917,115588.3557,140840.0791,152083.6937,141719.416,173918.8208,143115.816,155201.9471,114128.2431,30712.71268,163087.4199,174332.6917,101666.6907,141383.5665,142563.9053,164516.0665,131211.4315,165993.3364,145763.9063,152693.8674,129090.8916,149153.418,154460.3063
15843.3,78050.81558,14525.26601,45274.48272,18808.54758,27556.32426,31385.06704,101428.7751,100657.9547,94172.26321,91236.19523,90446.90301,125774.4868,41927.80307,49734.47392,47104.85545,59973.51463,51175.04758,45796.55746,35627.3651,25712.27382,148944.2431,0,61803.7905,49129.24374,36990.42144,8292.141757,34279.93207,33396.65152,21840.79513,31154.13403,27235.87883,52989.26115,22186.25635,34272.38745,34816.00005,118231.5305,42157.86027,53403.13208,56843.36311,25605.60398,23564.62136,43586.50682,18009.20485,45063.77673,24834.34664,69248.50012,45645.52433,28223.8583,33530.74667
