Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,6057,49,138.94061687860318,75.27298748890657,30,19,0,3,3,0,54,35,54,0,0,0,0,44,0,44,0,0,0,0,50,0,50,17,30,19,2,1,10,19,10,357,0.8691319093234959,0.918367346939
2,4362,36,186.58411852465366,47.26996269259602,19,17,0,3,2,0,86,56,86,0,0,0,0,25,0,25,0,0,0,0,63,0,63,13,32,22,0,0,14,22,14,364,0.8966416813639037,0.924603174603
3,2630,69,109.95639808629377,73.78149663647017,35,34,0,2,3,0,46,30,46,0,0,0,0,63,0,63,0,0,0,0,33,0,33,16,16,17,0,0,12,17,12,356,0.8876036446924918,0.915113871636
4,2497,51,108.96141894302066,72.16688308881636,25,26,0,1,2,0,62,40,62,0,0,0,0,41,0,41,0,0,0,0,56,0,56,4,32,20,0,1,3,20,3,331,0.8505794474652606,0.911297852474
5,114,39,108.51046249341631,69.74921279144282,15,24,0,2,2,0,38,25,38,0,0,0,0,38,0,38,0,0,0,21,28,0,28,13,15,12,2,1,3,12,3,331,0.8694781002473309,0.912087912088
6,70,34,123.98026194700306,50.1556534980776,16,18,0,0,0,0,0,0,0,0,0,0,29,13,0,13,0,0,0,48,1,0,1,4,1,21,0,0,4,21,4,335,0.8875432525951558,0.927170868347
7,2601,67,124.91910850083465,78.03107854827437,31,36,0,1,4,0,54,35,54,0,0,0,0,57,0,57,0,0,0,0,63,0,63,17,42,21,3,0,14,21,14,368,0.8920058555834899,0.929637526652
8,3713,89,95.02119890003064,68.65968438100985,48,41,0,4,2,0,115,74,115,0,0,0,0,86,0,86,0,0,0,0,68,0,68,18,25,17,0,0,13,17,13,366,0.8770026632039006,0.91974317817
9,2337,32,190.00510987901828,58.663408760223085,15,17,0,4,2,0,149,96,149,0,0,0,0,24,0,24,0,0,0,0,84,0,84,11,31,17,1,1,13,17,13,350,0.8981119791666666,0.912202380952
10,1252,41,150.74871317744572,77.03505800332468,19,22,0,4,3,0,76,48,76,0,0,0,0,32,0,32,0,0,0,0,51,0,51,11,23,20,1,1,9,20,9,351,0.8907396391037082,0.895470383275
11,173,85,92.0159208303788,68.5316412394996,50,35,0,4,1,0,87,56,87,0,0,0,0,80,0,80,0,0,0,7,59,0,59,11,26,20,0,1,8,20,8,359,0.8725193606854504,0.914285714286
12,214,82,95.22756679775716,64.08206953269905,38,44,0,3,1,0,77,49,77,0,0,0,5,75,0,75,0,0,0,0,53,0,53,13,22,27,0,0,6,27,6,368,0.8833460808475679,0.934378629501
13,243,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0.0,0.0
14,117,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0.0
15,160,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0.0,0.0
16,135,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0.0,0.0
17,112,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0.0
18,45,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0.0,0.0
19,374,70,134.74532084959074,74.77252710448137,37,33,0,4,2,0,95,61,95,0,0,0,0,59,0,59,0,0,0,0,71,0,71,16,33,30,0,0,15,30,15,384,0.8916132167152577,0.902040816327
20,518,42,170.59383068829445,66.68586682902281,24,18,0,4,4,0,103,67,103,0,0,0,0,34,0,34,0,0,0,0,65,0,65,12,27,23,3,1,10,23,10,361,0.8971898283122773,0.916099773243
21,95,11,70.7446629946698,30.71763027817726,1,10,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,17,11,0,11,16,11,2,0,0,0,2,0,128,0.7264856355765446,0.883116883117
22,83,15,174.05971172444274,52.81935650136638,7,8,0,1,2,0,19,12,19,0,0,0,0,11,0,11,0,0,0,6,13,0,13,5,6,12,0,1,2,12,2,292,0.8850793650793652,0.926984126984
23,113,59,91.20547214462133,66.15545975486205,33,26,0,2,4,0,49,32,49,0,0,0,0,61,0,61,0,0,0,33,27,0,27,18,10,15,0,0,5,15,5,342,0.8730933913352759,0.929782082324
24,182,28,165.85789402428955,39.631213538230476,14,14,0,0,2,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,23,0,23,12,23,19,1,1,7,19,7,348,0.8946185617103987,0.913265306122
25,153,8,175.3786027141668,44.141199129053206,6,2,0,0,1,0,0,0,0,0,0,0,0,15,0,15,0,0,0,16,10,0,10,13,9,4,0,0,4,4,4,204,0.8545386904761905,0.940476190476
26,124,2,202.33870532056665,67.87938650495614,1,1,0,0,1,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,23,0,23,8,23,2,0,0,0,2,0,76,0.7023809523809523,0.904761904762
27,85,3,235.7035818901561,72.78853425185882,2,1,0,1,1,0,42,27,42,0,0,0,9,7,0,7,0,0,0,14,27,0,27,6,12,1,0,0,2,1,2,109,0.7804232804232808,0.952380952381
28,122,16,81.71634583903682,57.64138804605078,9,7,0,1,0,0,0,0,0,0,0,0,0,23,0,23,0,0,0,24,13,0,13,10,13,4,1,0,0,4,0,203,0.7986421130952381,0.895833333333
29,95,44,135.87750290971422,79.65249834826344,24,20,0,3,2,0,68,44,68,0,0,0,12,29,0,29,0,0,0,12,39,0,39,5,14,15,0,2,10,15,10,359,0.8862775482093664,0.909090909091
30,66,60,70.5631872544098,54.11888418681207,36,24,0,3,0,0,0,0,0,0,0,0,60,12,0,12,0,0,0,20,10,0,10,5,10,7,1,0,1,7,1,281,0.8138492063492068,0.9
31,6750,52,148.45461136976812,72.3223596682334,31,21,0,3,2,0,45,29,45,0,0,0,0,32,0,32,0,0,0,0,51,0,51,8,33,21,3,0,14,21,14,361,0.8921879402648634,0.918498168498
32,4971,72,94.82470332602156,74.3366501471728,40,32,0,3,1,0,35,24,35,0,0,0,0,63,0,63,0,0,0,0,47,0,47,8,33,14,1,0,9,14,9,352,0.8690889550264547,0.925264550265
33,835,29,182.79835210810984,39.40348914698697,11,18,0,2,0,0,25,16,25,0,0,0,0,19,0,19,0,0,0,0,43,0,43,11,32,13,1,1,14,13,14,363,0.8981088273597194,0.926108374384
34,921,82,108.88699638949991,65.8032434218625,45,37,0,2,0,0,49,32,49,0,0,0,0,71,0,71,0,0,0,0,57,0,57,16,38,30,1,1,10,30,10,378,0.8891993144670122,0.909407665505
35,413,55,124.84097551343426,68.77974232922145,25,30,0,1,1,0,33,25,33,0,0,0,0,44,9,35,0,0,0,0,42,8,34,11,33,26,0,0,9,26,9,369,0.897552144824872,0.931601731602
