Age,Class,N_Initial_Age,AgeSize_Mean,AgeSize_Std,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack_Class,Capture_Back,PackingDeaths_Emigration_Class,N_AfterEmigration_Class,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut_Class,Capture_Out,PackingDeaths_Immigration_Class,N_Immigration_Class,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,50.0,415,50.00621397410582,10.01819217235277,415,50.00621397410582,10.01819217235277,0,0,0,0,0,0,0,0,0,589,0,0
1,100.0,314,134.4593188156105,0.0,0,nan,nan,415,0,0,415,0,0,0,0,0,2,0,0
2,150.0,194,181.34298546680154,5.684341886080802e-14,314,134.4593188156105,0.0,314,0,0,314,0,0,379,0,0,379,0,0
3,200.0,149,218.25988232814936,0.0,343,197.37977156692057,18.298903519736385,343,0,33,310,0,0,454,0,102,352,0,0
4,250.0,75,247.32879632779213,5.684341886080802e-14,116,255.4189783571624,10.942007212223007,116,0,12,104,0,0,171,0,17,154,0,0
5,300.0,41,270.21809182552283,5.684341886080802e-14,43,295.0443257482128,11.950078035220832,43,0,5,38,0,0,65,0,12,53,0,0
6,350.0,47,298.2422361037222,15.599356566545152,4,332.61977242544765,5.68734691607255,4,0,1,3,0,0,7,0,2,5,0,0
Totals,7,1235,NA,NA,1235,NA,NA,1235,0,51,1184,0,0,1076,0,133,1534,0,0
