Subpopulation,K,N_Initial,PopSizes_Mean,PopSizes_Std,ToTFemales,ToTMales,ToTYYMales,BreedFemales,BreedMales,BreedYYMales,Births,EggDeaths,MyyProgeny,Capture_Back,SelectionDeaths_Emigration,MoveDeaths_Emigration,PackingDeaths_Emigration,N_AfterEmigration,Deaths_AfterEmiMort,N_AfterEmiMortality,Capture_Out,SelectionDeaths_Immigration,MoveDeaths_Immigration,PackingDeaths_Immigration,N_AfterImmigration,Deaths_AfterImmiMort,N_AfterImmiMortality,SubpopEmigration,SubpopImmigration,Residors,Strayers_1,Strayers_2,Immigrators,ResidentDispersers,ImmigrantDispersers,Alleles,He,Ho
1,4560,81,117.06868592645041,69.93905212043371,41,40,0,0,5,0,0,0,0,0,0,0,0,70,0,70,0,0,0,0,32,0,32,20,31,28,1,1,14,28,14,394,0.8971774047219861,0.937095825985
2,4922,36,174.71227901857117,49.0012235210748,20,16,0,4,1,0,98,60,98,0,0,0,0,25,0,25,0,0,0,0,65,0,65,13,27,23,0,1,12,23,12,380,0.9078483245149912,0.936507936508
3,2541,71,118.59090516529103,69.36241681197968,36,35,0,2,1,0,0,0,0,0,0,0,0,62,0,62,0,0,0,0,38,0,38,19,36,25,0,1,13,25,13,393,0.8925099895145522,0.918846411804
4,2591,61,129.29972929239773,81.39679088198761,30,31,0,5,2,0,79,48,79,0,0,0,0,49,0,49,0,0,0,0,63,0,63,15,30,19,1,0,14,19,14,393,0.8938393417028198,0.914910226386
5,168,13,49.45785257842305,7.9996810343647535,7,6,0,0,0,0,0,0,0,0,0,0,0,28,0,28,0,0,0,30,22,0,22,15,21,0,0,0,0,0,0,192,0.828261482107636,0.912087912088
6,117,67,100.58593919833261,69.8566449076097,29,38,0,4,4,0,99,59,99,0,0,0,34,40,0,40,0,0,0,32,52,0,52,14,11,21,0,0,7,21,7,376,0.8835195026997211,0.943141435679
7,5603,52,169.9974646452433,55.31308863156451,24,28,0,3,1,0,70,41,70,0,0,0,0,32,0,32,0,0,0,0,70,0,70,15,39,32,0,1,16,32,16,399,0.9158389687235838,0.935897435897
8,3291,82,104.75987759094325,68.92197978819706,38,44,0,2,2,0,58,35,58,0,0,0,0,64,0,64,0,0,0,0,59,0,59,6,33,25,1,0,10,25,10,394,0.8854954533865895,0.924506387921
9,3311,78,120.06086354838946,70.61836619859311,40,38,0,3,1,0,47,28,47,0,0,0,0,59,0,59,0,0,0,0,45,0,45,11,23,24,2,1,16,24,16,395,0.8985394946933412,0.924297924298
10,3163,37,156.4226312553354,51.0238050473757,23,14,0,2,1,0,42,25,42,0,0,0,0,33,0,33,0,0,0,0,42,0,42,10,24,25,0,0,8,25,8,374,0.9042923232112425,0.936936936937
11,231,73,106.99111313280278,74.68674628237424,41,32,0,5,0,0,90,55,90,0,0,0,0,69,0,69,0,0,0,0,63,0,63,14,27,21,0,0,10,21,10,382,0.8834186705269459,0.90345727332
12,254,91,92.46722707812961,65.84449716937739,39,52,0,4,2,0,142,85,142,0,0,0,0,94,0,94,0,0,0,0,86,0,86,19,23,23,2,0,7,23,7,391,0.8909551986475062,0.921507064364
13,158,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0.0,0.0
14,191,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0.0,0.0
15,98,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.0,0.0
16,119,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0.0,0.0
17,53,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0.0,0.0
18,17,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
19,611,68,130.21112374908935,73.62503045491871,34,34,0,2,3,0,3,2,3,0,0,0,0,52,0,52,0,0,0,0,54,0,54,15,50,27,0,0,14,27,14,389,0.8764674987642117,0.918067226891
20,518,77,92.4338699507659,69.25567829723471,32,45,0,3,3,0,21,13,21,0,0,0,0,74,0,74,0,0,0,0,43,0,43,14,34,10,1,0,11,10,11,374,0.8786152005075938,0.932591218306
21,146,42,173.15351310140545,46.28462991827296,16,26,0,2,3,0,20,12,20,0,0,0,0,23,0,23,0,0,0,15,29,0,29,8,21,27,1,3,11,27,11,389,0.9102283770651118,0.930839002268
22,84,22,183.18945216972756,45.80385410649149,10,12,0,0,2,0,0,0,0,0,0,0,8,14,0,14,0,0,0,10,11,0,11,10,10,13,0,0,9,13,9,344,0.9006296733569461,0.928571428571
23,230,65,154.71361465035372,78.38643722216914,30,35,0,5,4,0,76,45,76,0,0,0,0,57,0,57,0,0,0,18,58,0,58,20,26,30,3,0,17,30,17,396,0.9038715131022821,0.924542124542
24,77,28,102.2543216278175,71.42033386521646,16,12,0,2,1,0,49,30,49,0,0,0,17,27,0,27,0,0,0,30,25,0,25,10,6,10,0,0,2,10,2,299,0.8393768221574347,0.914965986395
25,169,61,114.3001213610496,77.70934648035951,27,34,0,3,4,0,111,67,111,0,0,0,0,50,0,50,0,0,0,0,61,0,61,11,16,20,0,0,12,20,12,388,0.8936665770850133,0.935206869633
26,40,0,nan,nan,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,5,0,0,0,41,1,0,1,5,1,0,0,0,0,0,0,0,0.0,0.0
27,79,37,132.93029828170376,79.33793118314841,17,20,0,5,2,0,115,69,115,0,0,0,3,30,0,30,0,0,0,48,41,0,41,8,5,14,1,0,8,14,8,367,0.8870743330202789,0.916344916345
28,114,16,149.3082380933849,41.18831454837515,8,8,0,1,0,0,29,18,29,0,0,0,0,26,0,26,0,0,0,18,28,0,28,15,17,14,0,0,2,14,2,298,0.8853236607142857,0.895833333333
29,168,36,104.36107095090078,65.61339399726046,14,22,0,1,3,0,0,0,0,0,0,0,0,37,0,37,0,0,0,4,37,0,37,10,37,13,0,0,3,13,3,333,0.8372832157554376,0.920634920635
30,123,27,122.36231286710614,64.63519896040201,13,14,0,2,0,0,38,23,38,0,0,0,0,29,0,29,0,0,0,12,33,0,33,13,18,14,0,0,4,14,4,339,0.8871578809850416,0.938271604938
31,5683,69,108.00297829325004,77.13108618024563,41,28,0,4,1,0,65,39,65,0,0,0,0,64,0,64,0,0,0,0,70,0,70,14,43,18,1,3,8,18,8,378,0.8822676308498616,0.919254658385
32,7442,64,114.4902629291659,75.85129204473935,28,36,0,2,4,0,70,43,70,0,0,0,0,50,0,50,0,0,0,0,75,0,75,9,44,19,0,0,11,19,11,387,0.8892589750744048,0.91443452381
33,1144,55,121.26275412844134,70.04619832790567,31,24,0,2,1,0,91,55,91,0,0,0,0,49,0,49,0,0,0,0,65,0,65,14,28,23,0,0,10,23,10,379,0.8802597402597403,0.935064935065
34,1172,60,159.14225102176331,53.482694377007086,27,33,0,1,2,0,43,26,43,0,0,0,0,52,0,52,0,0,0,0,73,0,73,23,54,36,0,0,18,36,18,395,0.9114021164021162,0.919047619048
35,443,40,173.0258492493509,67.31515982895563,20,20,0,4,2,0,57,41,57,0,0,0,0,26,5,21,0,0,0,0,55,11,44,12,39,19,3,0,13,19,13,385,0.9090922619047617,0.92619047619
36,417,61,125.7158604571889,79.6473731984859,27,34,0,2,4,0,89,65,89,0,0,0,0,66,13,53,0,0,0,0,77,15,62,27,53,16,2,0,15,16,15,397,0.9030342585838423,0.910226385636
37,294,23,146.07248535527836,85.58887468652063,9,14,0,2,1,0,75,54,75,0,0,0,0,27,8,19,0,0,0,0,47,14,33,13,24,6,1,0,7,6,7,315,0.8738410297956615,0.935817805383
38,318,33,151.69755971042017,59.97262494138409,17,16,0,1,1,0,41,30,41,0,0,0,0,33,10,23,0,0,0,0,48,14,34,20,36,17,0,0,11,17,11,379,0.9051554506099961,0.929292929293
39,139,30,112.91969362049275,83.27319583875976,17,13,0,1,1,0,47,35,47,0,0,0,0,38,11,27,0,0,0,16,31,9,22,18,19,5,0,0,8,5,8,342,0.8633333333333333,0.946031746032
40,369,15,164.07395343287408,48.06367938706767,7,8,0,1,1,0,27,20,27,0,0,0,0,22,7,15,0,0,0,0,48,14,34,18,41,11,1,0,3,11,3,298,0.8862433862433864,0.907936507937
41,131,35,139.73028002738693,68.22611526075075,14,21,0,1,4,0,9,7,9,0,0,0,0,30,9,21,0,0,0,13,22,7,15,17,20,14,0,0,10,14,10,378,0.9053838678328476,0.925170068027
42,241,39,140.0988885852284,67.16329681534003,21,18,0,2,2,0,0,0,0,0,0,0,4,42,13,29,0,0,0,0,47,14,33,20,47,16,0,0,12,16,12,377,0.898641244795091,0.932844932845
43,275,31,143.51332369929673,61.69674270516408,15,16,0,1,1,0,0,0,0,0,0,0,0,31,9,22,0,0,0,0,38,11,27,17,37,16,0,0,8,16,8,360,0.8984440810663495,0.933947772657
44,59,40,161.63710113056393,67.32353194720424,12,28,0,1,4,0,0,0,0,0,0,0,18,15,4,11,0,0,0,32,2,1,1,2,2,21,0,0,12,21,12,384,0.9080952380952378,0.938095238095
45,287,25,182.68403564145544,49.13058806819826,11,14,0,1,3,0,48,35,48,0,0,0,0,16,5,11,0,0,0,0,42,13,29,11,29,16,1,0,8,16,8,352,0.901942857142857,0.92380952381
46,47,11,160.782276456189,79.43670766678899,5,6,0,2,2,0,48,35,48,0,0,0,15,8,2,6,0,0,0,32,15,4,11,4,2,4,0,0,4,4,4,241,0.8644234553325463,0.891774891775
47,183,30,134.44774262729166,70.1389561102305,17,13,0,4,1,0,68,49,68,0,0,0,0,40,12,28,0,0,0,17,52,16,36,23,33,18,0,0,4,18,4,367,0.8983597883597886,0.903174603175
48,188,47,160.69821378265527,73.12283190354718,28,19,0,5,4,0,64,46,64,0,0,0,6,43,13,30,0,0,0,19,49,15,34,23,31,18,1,1,16,18,16,387,0.908318782469982,0.922998986829
49,318,35,191.33502334692443,50.60609061282633,18,17,0,6,2,0,150,110,150,0,0,0,0,22,7,15,0,0,0,0,95,28,67,12,55,19,0,1,15,19,15,380,0.9109232264334307,0.92380952381
50,349,4,190.89405757170135,56.43473875609085,2,2,0,1,1,0,0,0,0,0,0,0,0,29,9,20,0,0,0,15,39,12,27,28,39,3,0,0,1,3,1,131,0.8020833333333334,0.916666666667
Totals,53246,1968,NA,NA,952,1016,104,87,2179,1405,2179,0,0,0,155,1813,137,1676,0,0,0,402,2048,198,1850,696,1242,773,23,13,414,773,414,402,0.9214123493314638,0.924748354626
