Age,Class,N_Initial_Age,AgeSize_Mean,AgeSize_Std,N_Initial_Class,ClassSize_Mean,ClassSize_Std,N_GrowthBack_Class,Capture_Back,PackingDeaths_Emigration_Class,N_AfterEmigration_Class,Deaths_AfterEmiMort_Age,Deaths_AfterEmiMort_Size,N_GrowthOut_Class,Capture_Out,PackingDeaths_Immigration_Class,N_Immigration_Class,Deaths_AfterImmiMort_Age,Deaths_AfterImmiMort_Size
0,50.0,478,49.88947176436079,10.236678329952687,470,49.403654124317626,9.609500976448055,0,0,0,0,0,0,0,0,0,566,0,0
1,100.0,350,134.4593188156105,0.0,8,78.43125811689607,2.7487309534670117,478,0,0,478,0,0,0,0,0,3,0,0
2,150.0,213,181.3429854668016,1.1368683772161603e-13,350,134.4593188156105,0.0,350,0,4,346,0,0,452,0,17,435,0,0
3,200.0,140,218.25988232814936,0.0,353,195.98424767810093,18.059440961294086,353,0,21,332,0,0,501,0,72,429,0,0
4,250.0,78,247.32879632779208,1.1368683772161603e-13,126,256.0485279459752,11.115520418601877,126,0,14,112,0,0,179,0,35,144,0,0
5,300.0,48,270.2180918255228,0.0,40,297.6672869610197,12.19022496488436,40,0,3,37,0,0,68,0,21,47,0,0
6,350.0,44,300.6702715681629,15.02594010294094,4,330.70011763959496,2.362407293982971,4,0,1,3,0,0,7,0,0,7,0,0
Totals,7,1351,NA,NA,1351,NA,NA,1351,0,43,1308,0,0,1207,0,145,1631,0,0
